,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,3.7751077e-11
5009,BR,i,BR132,y,6.144169e-06
1009,BR,i,BR132,e,3.7751077e-11
11009,BR,i,BR132,ɛ,3.7751077e-11
12009,BR,i,BR132,ɛ̃,3.7751077e-11
6009,BR,i,BR132,ø,0.99999297
7009,BR,i,BR132,œ,8.3152287e-07
9,BR,i,BR132,a,3.7751077e-11
8009,BR,i,BR132,ɑ̃,3.7751077e-11
3009,BR,i,BR132,o,3.7751077e-11
9009,BR,i,BR132,ɔ,1.02618074e-10
10009,BR,i,BR132,ɔ̃,3.7751077e-11
4009,BR,i,BR132,u,3.7751077e-11
2045,BR,i,BR329,i,1.3887911e-11
5045,BR,i,BR329,y,2.260324e-06
1045,BR,i,BR329,e,1.3887911e-11
11045,BR,i,BR329,ɛ,1.3887911e-11
12045,BR,i,BR329,ɛ̃,1.3887911e-11
6045,BR,i,BR329,ø,0.9999976
7045,BR,i,BR329,œ,1.12534906e-07
45,BR,i,BR329,a,1.3887911e-11
8045,BR,i,BR329,ɑ̃,1.3887911e-11
3045,BR,i,BR329,o,1.3887911e-11
9045,BR,i,BR329,ɔ,3.7751254e-11
10045,BR,i,BR329,ɔ̃,1.3887911e-11
4045,BR,i,BR329,u,1.3887911e-11
2058,BR,i,BR373,i,3.7751025e-11
5058,BR,i,BR373,y,6.1441606e-06
1058,BR,i,BR373,e,3.7751025e-11
11058,BR,i,BR373,ɛ,3.7751025e-11
12058,BR,i,BR373,ɛ̃,3.7751025e-11
6058,BR,i,BR373,ø,0.99999154
7058,BR,i,BR373,œ,2.2603103e-06
58,BR,i,BR373,a,3.7751025e-11
8058,BR,i,BR373,ɑ̃,3.7751025e-11
3058,BR,i,BR373,o,3.7751025e-11
9058,BR,i,BR373,ɔ,3.7751025e-11
10058,BR,i,BR373,ɔ̃,3.7751025e-11
4058,BR,i,BR373,u,3.7751025e-11
2059,BR,i,BR374,i,5.1090876e-12
5059,BR,i,BR374,y,1.1253515e-07
1059,BR,i,BR374,e,5.1090876e-12
11059,BR,i,BR374,ɛ,5.1090876e-12
12059,BR,i,BR374,ɛ̃,5.1090876e-12
6059,BR,i,BR374,ø,0.99999976
7059,BR,i,BR374,œ,1.1253515e-07
59,BR,i,BR374,a,5.1090876e-12
8059,BR,i,BR374,ɑ̃,5.1090876e-12
3059,BR,i,BR374,o,5.1090876e-12
9059,BR,i,BR374,ɔ,1.388794e-11
10059,BR,i,BR374,ɔ̃,5.1090876e-12
4059,BR,i,BR374,u,5.1090876e-12
2060,BR,i,BR375,i,6.9144e-13
5060,BR,i,BR375,y,5.6027964e-09
1060,BR,i,BR375,e,6.9144e-13
11060,BR,i,BR375,ɛ,6.9144e-13
12060,BR,i,BR375,ɛ̃,6.9144e-13
6060,BR,i,BR375,ø,1.0
7060,BR,i,BR375,œ,5.6027964e-09
60,BR,i,BR375,a,6.9144e-13
8060,BR,i,BR375,ɑ̃,6.9144e-13
3060,BR,i,BR375,o,6.9144e-13
9060,BR,i,BR375,ɔ,1.8795289e-12
10060,BR,i,BR375,ɔ̃,6.9144e-13
4060,BR,i,BR375,u,6.9144e-13
2074,BR,i,BR452,i,3.7751174e-11
5074,BR,i,BR452,y,2.2603192e-06
1074,BR,i,BR452,e,3.7751174e-11
11074,BR,i,BR452,ɛ,3.7751174e-11
12074,BR,i,BR452,ɛ̃,3.7751174e-11
6074,BR,i,BR452,ø,0.99999547
7074,BR,i,BR452,œ,2.2603192e-06
74,BR,i,BR452,a,3.7751174e-11
8074,BR,i,BR452,ɑ̃,3.7751174e-11
3074,BR,i,BR452,o,3.7751174e-11
9074,BR,i,BR452,ɔ,1.0261833e-10
10074,BR,i,BR452,ɔ̃,3.7751174e-11
4074,BR,i,BR452,u,3.7751174e-11
2075,BR,i,BR454,i,5.1090863e-12
5075,BR,i,BR454,y,1.1253512e-07
1075,BR,i,BR454,e,5.1090863e-12
11075,BR,i,BR454,ɛ,5.1090863e-12
12075,BR,i,BR454,ɛ̃,5.1090863e-12
6075,BR,i,BR454,ø,0.9999995
7075,BR,i,BR454,œ,3.0590218e-07
75,BR,i,BR454,a,5.1090863e-12
8075,BR,i,BR454,ɑ̃,5.1090863e-12
3075,BR,i,BR454,o,5.1090863e-12
9075,BR,i,BR454,ɔ,5.1090863e-12
10075,BR,i,BR454,ɔ̃,5.1090863e-12
