,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.00012308921
7009,BR,i,BR132,ɪ,0.9974022
9,BR,i,BR132,eɪ,2.0557993e-09
6009,BR,i,BR132,ɛ,1.1224283e-07
4009,BR,i,BR132,æ,2.0557993e-09
5009,BR,i,BR132,ɑ,2.0557993e-09
9009,BR,i,BR132,ʌ,4.1291827e-08
2009,BR,i,BR132,oʊ,2.0557993e-09
3009,BR,i,BR132,u,0.002472313
8009,BR,i,BR132,ʊ,2.2544575e-06
1045,BR,i,BR329,i,8.312485e-07
7045,BR,i,BR329,ɪ,0.999663
45,BR,i,BR329,eɪ,2.788528e-10
6045,BR,i,BR329,ɛ,1.5224847e-08
4045,BR,i,BR329,æ,2.788528e-10
5045,BR,i,BR329,ɑ,2.788528e-10
9045,BR,i,BR329,ʌ,5.600908e-09
2045,BR,i,BR329,oʊ,2.788528e-10
3045,BR,i,BR329,u,0.00033534958
8045,BR,i,BR329,ʊ,8.312485e-07
1058,BR,i,BR373,i,3.0586435e-07
7058,BR,i,BR373,ɪ,0.9998759
58,BR,i,BR373,eɪ,1.0260606e-10
6058,BR,i,BR373,ɛ,5.602101e-09
4058,BR,i,BR373,æ,1.0260606e-10
5058,BR,i,BR373,ɑ,1.0260606e-10
9058,BR,i,BR373,ʌ,7.581619e-10
2058,BR,i,BR373,oʊ,1.0260606e-10
3058,BR,i,BR373,u,0.0001233945
8058,BR,i,BR373,ʊ,3.0586435e-07
1059,BR,i,BR374,i,6.143896e-06
7059,BR,i,BR374,ɪ,0.9999485
59,BR,i,BR374,eɪ,1.0261351e-10
6059,BR,i,BR374,ɛ,5.602508e-09
4059,BR,i,BR374,æ,1.0261351e-10
5059,BR,i,BR374,ɑ,1.0261351e-10
9059,BR,i,BR374,ʌ,7.58217e-10
2059,BR,i,BR374,oʊ,1.0261351e-10
3059,BR,i,BR374,u,4.539759e-05
8059,BR,i,BR374,ʊ,4.1397243e-08
1060,BR,i,BR375,i,8.312485e-07
7060,BR,i,BR375,ɪ,0.999663
60,BR,i,BR375,eɪ,2.788528e-10
6060,BR,i,BR375,ɛ,1.5224847e-08
4060,BR,i,BR375,æ,2.788528e-10
5060,BR,i,BR375,ɑ,2.788528e-10
9060,BR,i,BR375,ʌ,5.600908e-09
2060,BR,i,BR375,oʊ,2.788528e-10
3060,BR,i,BR375,u,0.00033534958
8060,BR,i,BR375,ʊ,8.312485e-07
1074,BR,i,BR452,i,1.669936e-05
7074,BR,i,BR452,ɪ,0.9998598
74,BR,i,BR452,eɪ,2.789077e-10
6074,BR,i,BR452,ɛ,1.5227844e-08
4074,BR,i,BR452,æ,2.789077e-10
5074,BR,i,BR452,ɑ,2.789077e-10
