,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.93613714
7009,BR,i,BR132,ɪ,0.01714595
9,BR,i,BR132,eɪ,1.5635082e-05
6009,BR,i,BR132,ɛ,0.046607524
4009,BR,i,BR132,æ,1.5635082e-05
5009,BR,i,BR132,ɑ,1.5635082e-05
9009,BR,i,BR132,ʌ,1.5635082e-05
2009,BR,i,BR132,oʊ,1.5635082e-05
3009,BR,i,BR132,u,1.5635082e-05
8009,BR,i,BR132,ʊ,1.5635082e-05
1045,BR,i,BR329,i,0.93613714
7045,BR,i,BR329,ɪ,0.01714595
45,BR,i,BR329,eɪ,1.5635082e-05
6045,BR,i,BR329,ɛ,0.046607524
4045,BR,i,BR329,æ,1.5635082e-05
5045,BR,i,BR329,ɑ,1.5635082e-05
9045,BR,i,BR329,ʌ,1.5635082e-05
2045,BR,i,BR329,oʊ,1.5635082e-05
3045,BR,i,BR329,u,1.5635082e-05
8045,BR,i,BR329,ʊ,1.5635082e-05
1058,BR,i,BR373,i,0.93613714
7058,BR,i,BR373,ɪ,0.01714595
58,BR,i,BR373,eɪ,1.5635082e-05
6058,BR,i,BR373,ɛ,0.046607524
4058,BR,i,BR373,æ,1.5635082e-05
5058,BR,i,BR373,ɑ,1.5635082e-05
9058,BR,i,BR373,ʌ,1.5635082e-05
2058,BR,i,BR373,oʊ,1.5635082e-05
3058,BR,i,BR373,u,1.5635082e-05
8058,BR,i,BR373,ʊ,1.5635082e-05
1059,BR,i,BR374,i,0.93613714
7059,BR,i,BR374,ɪ,0.01714595
59,BR,i,BR374,eɪ,1.5635082e-05
6059,BR,i,BR374,ɛ,0.046607524
4059,BR,i,BR374,æ,1.5635082e-05
5059,BR,i,BR374,ɑ,1.5635082e-05
9059,BR,i,BR374,ʌ,1.5635082e-05
2059,BR,i,BR374,oʊ,1.5635082e-05
3059,BR,i,BR374,u,1.5635082e-05
8059,BR,i,BR374,ʊ,1.5635082e-05
1060,BR,i,BR375,i,0.93613714
7060,BR,i,BR375,ɪ,0.01714595
60,BR,i,BR375,eɪ,1.5635082e-05
6060,BR,i,BR375,ɛ,0.046607524
4060,BR,i,BR375,æ,1.5635082e-05
5060,BR,i,BR375,ɑ,1.5635082e-05
9060,BR,i,BR375,ʌ,1.5635082e-05
2060,BR,i,BR375,oʊ,1.5635082e-05
3060,BR,i,BR375,u,1.5635082e-05
8060,BR,i,BR375,ʊ,1.5635082e-05
1074,BR,i,BR452,i,0.93613714
7074,BR,i,BR452,ɪ,0.01714595
74,BR,i,BR452,eɪ,1.5635082e-05
6074,BR,i,BR452,ɛ,0.046607524
4074,BR,i,BR452,æ,1.5635082e-05
5074,BR,i,BR452,ɑ,1.5635082e-05
9074,BR,i,BR452,ʌ,1.5635082e-05
2074,BR,i,BR452,oʊ,1.5635082e-05
3074,BR,i,BR452,u,1.5635082e-05
8074,BR,i,BR452,ʊ,1.5635082e-05
1075,BR,i,BR454,i,0.93613714
7075,BR,i,BR454,ɪ,0.01714595
75,BR,i,BR454,eɪ,1.5635082e-05
6075,BR,i,BR454,ɛ,0.046607524
4075,BR,i,BR454,æ,1.5635082e-05
5075,BR,i,BR454,ɑ,1.5635082e-05
9075,BR,i,BR454,ʌ,1.5635082e-05
2075,BR,i,BR454,oʊ,1.5635082e-05
3075,BR,i,BR454,u,1.5635082e-05
8075,BR,i,BR454,ʊ,1.5635082e-05
1078,BR,i,BR46,i,0.93613714
7078,BR,i,BR46,ɪ,0.01714595
78,BR,i,BR46,eɪ,1.5635082e-05
6078,BR,i,BR46,ɛ,0.046607524
4078,BR,i,BR46,æ,1.5635082e-05
5078,BR,i,BR46,ɑ,1.5635082e-05
9078,BR,i,BR46,ʌ,1.5635082e-05
2078,BR,i,BR46,oʊ,1.5635082e-05
3078,BR,i,BR46,u,1.5635082e-05
8078,BR,i,BR46,ʊ,1.5635082e-05
1082,BR,i,BR47,i,0.93613714
7082,BR,i,BR47,ɪ,0.01714595
82,BR,i,BR47,eɪ,1.5635082e-05
6082,BR,i,BR47,ɛ,0.046607524
4082,BR,i,BR47,æ,1.5635082e-05
5082,BR,i,BR47,ɑ,1.5635082e-05
9082,BR,i,BR47,ʌ,1.5635082e-05
2082,BR,i,BR47,oʊ,1.5635082e-05
3082,BR,i,BR47,u,1.5635082e-05
8082,BR,i,BR47,ʊ,1.5635082e-05
1088,BR,i,BR496,i,0.93613714
7088,BR,i,BR496,ɪ,0.01714595
88,BR,i,BR496,eɪ,1.5635082e-05
6088,BR,i,BR496,ɛ,0.046607524
4088,BR,i,BR496,æ,1.5635082e-05
5088,BR,i,BR496,ɑ,1.5635082e-05
9088,BR,i,BR496,ʌ,1.5635082e-05
2088,BR,i,BR496,oʊ,1.5635082e-05
3088,BR,i,BR496,u,1.5635082e-05
8088,BR,i,BR496,ʊ,1.5635082e-05
1135,BR,i,BR741,i,0.98174
7135,BR,i,BR741,ɪ,0.000121156336
135,BR,i,BR741,eɪ,0.000121156336
6135,BR,i,BR741,ɛ,0.017981196
4135,BR,i,BR741,æ,6.032019e-06
5135,BR,i,BR741,ɑ,6.032019e-06
9135,BR,i,BR741,ʌ,6.032019e-06
2135,BR,i,BR741,oʊ,6.032019e-06
3135,BR,i,BR741,u,6.032019e-06
8135,BR,i,BR741,ʊ,6.032019e-06
1136,BR,i,BR742,i,0.93613714
7136,BR,i,BR742,ɪ,0.01714595
136,BR,i,BR742,eɪ,1.5635082e-05
6136,BR,i,BR742,ɛ,0.046607524
4136,BR,i,BR742,æ,1.5635082e-05
5136,BR,i,BR742,ɑ,1.5635082e-05
9136,BR,i,BR742,ʌ,1.5635082e-05
2136,BR,i,BR742,oʊ,1.5635082e-05
3136,BR,i,BR742,u,1.5635082e-05
8136,BR,i,BR742,ʊ,1.5635082e-05
1141,BR,i,BR757,i,0.93613714
7141,BR,i,BR757,ɪ,0.01714595
141,BR,i,BR757,eɪ,1.5635082e-05
6141,BR,i,BR757,ɛ,0.046607524
4141,BR,i,BR757,æ,1.5635082e-05
5141,BR,i,BR757,ɑ,1.5635082e-05
9141,BR,i,BR757,ʌ,1.5635082e-05
2141,BR,i,BR757,oʊ,1.5635082e-05
3141,BR,i,BR757,u,1.5635082e-05
8141,BR,i,BR757,ʊ,1.5635082e-05
1146,BR,i,BR796,i,0.98174
7146,BR,i,BR796,ɪ,0.000121156336
146,BR,i,BR796,eɪ,0.000121156336
6146,BR,i,BR796,ɛ,0.017981196
4146,BR,i,BR796,æ,6.032019e-06
5146,BR,i,BR796,ɑ,6.032019e-06
9146,BR,i,BR796,ʌ,6.032019e-06
2146,BR,i,BR796,oʊ,6.032019e-06
3146,BR,i,BR796,u,6.032019e-06
8146,BR,i,BR796,ʊ,6.032019e-06
1189,BR,i,BR99,i,0.93613714
7189,BR,i,BR99,ɪ,0.01714595
189,BR,i,BR99,eɪ,1.5635082e-05
6189,BR,i,BR99,ɛ,0.046607524
4189,BR,i,BR99,æ,1.5635082e-05
5189,BR,i,BR99,ɑ,1.5635082e-05
9189,BR,i,BR99,ʌ,1.5635082e-05
2189,BR,i,BR99,oʊ,1.5635082e-05
3189,BR,i,BR99,u,1.5635082e-05
8189,BR,i,BR99,ʊ,1.5635082e-05
1190,BR,i,BR992,i,0.93613714
7190,BR,i,BR992,ɪ,0.01714595
190,BR,i,BR992,eɪ,1.5635082e-05
6190,BR,i,BR992,ɛ,0.046607524
4190,BR,i,BR992,æ,1.5635082e-05
5190,BR,i,BR992,ɑ,1.5635082e-05
9190,BR,i,BR992,ʌ,1.5635082e-05
2190,BR,i,BR992,oʊ,1.5635082e-05
3190,BR,i,BR992,u,1.5635082e-05
8190,BR,i,BR992,ʊ,1.5635082e-05
1004,BR,ĩ,BR1025,i,0.93613714
7004,BR,ĩ,BR1025,ɪ,0.01714595
4,BR,ĩ,BR1025,eɪ,1.5635082e-05
6004,BR,ĩ,BR1025,ɛ,0.046607524
4004,BR,ĩ,BR1025,æ,1.5635082e-05
5004,BR,ĩ,BR1025,ɑ,1.5635082e-05
9004,BR,ĩ,BR1025,ʌ,1.5635082e-05
2004,BR,ĩ,BR1025,oʊ,1.5635082e-05
3004,BR,ĩ,BR1025,u,1.5635082e-05
8004,BR,ĩ,BR1025,ʊ,1.5635082e-05
1005,BR,ĩ,BR1029,i,0.93613714
7005,BR,ĩ,BR1029,ɪ,0.01714595
5,BR,ĩ,BR1029,eɪ,1.5635082e-05
6005,BR,ĩ,BR1029,ɛ,0.046607524
4005,BR,ĩ,BR1029,æ,1.5635082e-05
5005,BR,ĩ,BR1029,ɑ,1.5635082e-05
9005,BR,ĩ,BR1029,ʌ,1.5635082e-05
2005,BR,ĩ,BR1029,oʊ,1.5635082e-05
3005,BR,ĩ,BR1029,u,1.5635082e-05
8005,BR,ĩ,BR1029,ʊ,1.5635082e-05
1013,BR,ĩ,BR154,i,0.93613714
7013,BR,ĩ,BR154,ɪ,0.01714595
13,BR,ĩ,BR154,eɪ,1.5635082e-05
6013,BR,ĩ,BR154,ɛ,0.046607524
4013,BR,ĩ,BR154,æ,1.5635082e-05
5013,BR,ĩ,BR154,ɑ,1.5635082e-05
9013,BR,ĩ,BR154,ʌ,1.5635082e-05
