,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,1.0
7009,BR,i,BR132,ɪ,3.7751344e-11
9,BR,i,BR132,eɪ,1.8795289e-12
6009,BR,i,BR132,ɛ,3.7751344e-11
4009,BR,i,BR132,æ,5.109089e-12
5009,BR,i,BR132,ɑ,5.109089e-12
9009,BR,i,BR132,ʌ,2.0611537e-09
2009,BR,i,BR132,oʊ,5.6027964e-09
3009,BR,i,BR132,u,1.02618795e-10
8009,BR,i,BR132,ʊ,2.789468e-10
1045,BR,i,BR329,i,0.55628526
7045,BR,i,BR329,ɪ,0.20464592
45,BR,i,BR329,eɪ,2.5255313e-05
6045,BR,i,BR329,ɛ,9.2909095e-06
4045,BR,i,BR329,æ,0.00018661292
5045,BR,i,BR329,ɑ,0.0013788934
9045,BR,i,BR329,ʌ,0.0013788934
2045,BR,i,BR329,oʊ,0.0037482206
3045,BR,i,BR329,u,0.027695812
8045,BR,i,BR329,ʊ,0.20464592
1058,BR,i,BR373,i,0.00091093767
7058,BR,i,BR373,ɪ,0.9989644
58,BR,i,BR373,eɪ,4.1356504e-08
6058,BR,i,BR373,ɛ,1.1241864e-07
4058,BR,i,BR373,æ,5.5969944e-09
5058,BR,i,BR373,ɑ,3.0558553e-07
9058,BR,i,BR373,ʌ,4.1356504e-08
2058,BR,i,BR373,oʊ,4.1356504e-08
3058,BR,i,BR373,u,8.306676e-07
8058,BR,i,BR373,ʊ,0.000123282
1059,BR,i,BR374,i,0.0065664793
7059,BR,i,BR374,ɪ,0.974552
59,BR,i,BR374,eɪ,1.6276676e-05
6059,BR,i,BR374,ɛ,5.9878544e-06
4059,BR,i,BR374,æ,1.6276676e-05
5059,BR,i,BR374,ɑ,4.4244593e-05
9059,BR,i,BR374,ʌ,1.6276676e-05
2059,BR,i,BR374,oʊ,4.4244593e-05
3059,BR,i,BR374,u,0.0008886764
8059,BR,i,BR374,ʊ,0.017849542
1060,BR,i,BR375,i,0.699862
7060,BR,i,BR375,ɪ,0.034844078
60,BR,i,BR375,eɪ,1.1688886e-05
6060,BR,i,BR375,ɛ,4.300101e-06
4060,BR,i,BR375,æ,8.636983e-05
5060,BR,i,BR375,ɑ,0.00063819153
9060,BR,i,BR375,ʌ,0.00063819153
2060,BR,i,BR375,oʊ,0.0017347846
3060,BR,i,BR375,u,0.004715633
8060,BR,i,BR375,ʊ,0.25746486
1074,BR,i,BR452,i,0.9362144
7074,BR,i,BR452,ɪ,0.04661137
74,BR,i,BR452,eɪ,1.0535705e-07
6074,BR,i,BR452,ɛ,2.8639016e-07
4074,BR,i,BR452,æ,1.5636373e-05
5074,BR,i,BR452,ɑ,5.7523002e-06
9074,BR,i,BR452,ʌ,2.116153e-06
2074,BR,i,BR452,oʊ,2.116153e-06
3074,BR,i,BR452,u,0.017147366
8074,BR,i,BR452,ʊ,7.7848915e-07
1075,BR,i,BR454,i,4.5397588e-05
7075,BR,i,BR454,ɪ,6.1438955e-06
75,BR,i,BR454,eɪ,1.026135e-10
6075,BR,i,BR454,ɛ,7.582169e-10
4075,BR,i,BR454,æ,2.789324e-10
5075,BR,i,BR454,ɑ,2.789324e-10
9075,BR,i,BR454,ʌ,7.582169e-10
2075,BR,i,BR454,oʊ,2.789324e-10
3075,BR,i,BR454,u,0.9999484
8075,BR,i,BR454,ʊ,1.5229192e-08
1078,BR,i,BR46,i,1.0
7078,BR,i,BR46,ɪ,6.305117e-16
78,BR,i,BR46,eɪ,3.139133e-17
6078,BR,i,BR46,ɛ,6.305117e-16
4078,BR,i,BR46,æ,8.5330476e-17
5078,BR,i,BR46,ɑ,3.139133e-17
9078,BR,i,BR46,ʌ,2.3195227e-16
2078,BR,i,BR46,oʊ,3.442477e-14
3078,BR,i,BR46,u,6.305117e-16
8078,BR,i,BR46,ʊ,2.3195227e-16
1082,BR,i,BR47,i,1.0
7082,BR,i,BR47,ɪ,2.5436657e-13
82,BR,i,BR47,eɪ,1.3887944e-11
6082,BR,i,BR47,ɛ,1.8795289e-12
4082,BR,i,BR47,æ,2.5436657e-13
5082,BR,i,BR47,ɑ,6.9144e-13
9082,BR,i,BR47,ʌ,2.5436657e-13
2082,BR,i,BR47,oʊ,7.58256e-10
3082,BR,i,BR47,u,1.3887944e-11
8082,BR,i,BR47,ʊ,6.9144e-13
1088,BR,i,BR496,i,0.9975273
7088,BR,i,BR496,ɪ,1.1225691e-07
88,BR,i,BR496,eɪ,1.0236505e-10
6088,BR,i,BR496,ɛ,1.0236505e-10
4088,BR,i,BR496,æ,5.5889426e-09
5088,BR,i,BR496,ɑ,5.5889426e-09
9088,BR,i,BR496,ʌ,7.5638107e-10
2088,BR,i,BR496,oʊ,2.7825706e-10
3088,BR,i,BR496,u,0.002472623
8088,BR,i,BR496,ʊ,2.7825706e-10
1135,BR,i,BR741,i,0.20967503
7135,BR,i,BR741,ɪ,0.5699558
135,BR,i,BR741,eɪ,1.2882879e-06
6135,BR,i,BR741,ɛ,0.010439105
4135,BR,i,BR741,æ,1.2882879e-06
5135,BR,i,BR741,ɑ,0.00019119888
9135,BR,i,BR741,ʌ,9.519232e-06
2135,BR,i,BR741,oʊ,2.5875956e-05
3135,BR,i,BR741,u,0.20967503
8135,BR,i,BR741,ʊ,2.5875956e-05
1136,BR,i,BR742,i,0.7283132
7136,BR,i,BR742,ɪ,0.001805308
136,BR,i,BR742,eɪ,1.2164069e-05
6136,BR,i,BR742,ɛ,8.988099e-05
4136,BR,i,BR742,æ,4.474911e-06
5136,BR,i,BR742,ɑ,0.001805308
9136,BR,i,BR742,ʌ,4.474911e-06
2136,BR,i,BR742,oʊ,3.306537e-05
3136,BR,i,BR742,u,0.26793146
8136,BR,i,BR742,ʊ,6.0561337e-07
1141,BR,i,BR757,i,0.015767824
7141,BR,i,BR757,ɪ,0.0058006584
141,BR,i,BR757,eɪ,1.9459042e-06
6141,BR,i,BR757,ɛ,0.00010624276
4141,BR,i,BR757,æ,1.4378395e-05
5141,BR,i,BR757,ɑ,0.11650933
9141,BR,i,BR757,ʌ,1.4378395e-05
2141,BR,i,BR757,oʊ,0.00078503374
3141,BR,i,BR757,u,0.860894
8141,BR,i,BR757,ʊ,0.00010624276
1146,BR,i,BR796,i,0.730082
7146,BR,i,BR796,ɪ,0.0006657486
146,BR,i,BR796,eɪ,2.2333377e-07
6146,BR,i,BR796,ɛ,1.6502257e-06
4146,BR,i,BR796,æ,8.21599e-08
5146,BR,i,BR796,ɑ,6.0708413e-07
9146,BR,i,BR796,ʌ,2.2333377e-07
2146,BR,i,BR796,oʊ,1.6502257e-06
3146,BR,i,BR796,u,0.26858217
8146,BR,i,BR796,ʊ,0.0006657486
1189,BR,i,BR99,i,1.0
7189,BR,i,BR99,ɪ,3.442477e-14
189,BR,i,BR99,eɪ,1.7139084e-15
6189,BR,i,BR99,ɛ,9.357623e-14
4189,BR,i,BR99,æ,4.658886e-15
5189,BR,i,BR99,ɑ,1.7139084e-15
9189,BR,i,BR99,ʌ,3.442477e-14
2189,BR,i,BR99,oʊ,1.8795289e-12
3189,BR,i,BR99,u,2.5436657e-13
8189,BR,i,BR99,ʊ,1.2664166e-14
1190,BR,i,BR992,i,0.95256245
7190,BR,i,BR992,ɪ,0.04742529
190,BR,i,BR992,eɪ,5.3370135e-09
6190,BR,i,BR992,ɛ,5.852746e-06
4190,BR,i,BR992,æ,3.943549e-08
5190,BR,i,BR992,ɑ,2.9139107e-07
9190,BR,i,BR992,ʌ,1.0719678e-07
2190,BR,i,BR992,oʊ,5.3370135e-09
3190,BR,i,BR992,u,5.852746e-06
8190,BR,i,BR992,ʊ,1.4507506e-08
1004,BR,ĩ,BR1025,i,0.20668091
7004,BR,ĩ,BR1025,ɪ,0.56181693
4,BR,ĩ,BR1025,eɪ,9.383298e-06
6004,BR,ĩ,BR1025,ɛ,0.0037854926
4004,BR,ĩ,BR1025,æ,0.00018846858
5004,BR,ĩ,BR1025,ɑ,0.20668091
9004,BR,ĩ,BR1025,ʌ,0.010290036
2004,BR,ĩ,BR1025,oʊ,0.00018846858
3004,BR,ĩ,BR1025,u,6.933371e-05
8004,BR,ĩ,BR1025,ʊ,0.010290036
1005,BR,ĩ,BR1029,i,0.87720174
7005,BR,ĩ,BR1029,ɪ,0.118716344
5,BR,ĩ,BR1029,eɪ,7.2941845e-07
6005,BR,ĩ,BR1029,ɛ,0.0002942684
4005,BR,ĩ,BR1029,æ,5.389714e-06
5005,BR,ĩ,BR1029,ɑ,0.00079990446
9005,BR,ĩ,BR1029,ʌ,0.0021743658
2005,BR,ĩ,BR1029,oʊ,5.389714e-06
3005,BR,ĩ,BR1029,u,1.9827648e-06
8005,BR,ĩ,BR1029,ʊ,0.00079990446
1013,BR,ĩ,BR154,i,0.993272
7013,BR,ĩ,BR154,ɪ,1.5127512e-08
13,BR,ĩ,BR154,eɪ,5.565101e-09
6013,BR,ĩ,BR154,ɛ,5.565101e-09
4013,BR,ĩ,BR154,æ,1.5127512e-08
5013,BR,ĩ,BR154,ɑ,2.245122e-06
9013,BR,ĩ,BR154,ʌ,4.112084e-08
2013,BR,ĩ,BR154,oʊ,0.006692614
3013,BR,ĩ,BR154,u,1.6589333e-05
8013,BR,ĩ,BR154,ʊ,1.6589333e-05
1014,BR,ĩ,BR158,i,0.9975262
7014,BR,ĩ,BR158,ɪ,2.0560549e-09
14,BR,ĩ,BR158,eɪ,2.0560549e-09
6014,BR,ĩ,BR158,ɛ,7.5638024e-10
4014,BR,ĩ,BR158,æ,5.5889364e-09
5014,BR,ĩ,BR158,ɑ,8.2947173e-07
9014,BR,ĩ,BR158,ʌ,5.5889364e-09
2014,BR,ĩ,BR158,oʊ,0.0024726205
3014,BR,ĩ,BR158,u,4.129696e-08
8014,BR,ĩ,BR158,ʊ,3.051456e-07
1015,BR,ĩ,BR159,i,0.99987566
7015,BR,ĩ,BR159,ɪ,7.5816176e-10
15,BR,ĩ,BR159,eɪ,7.5816176e-10
6015,BR,ĩ,BR159,ɛ,2.7891212e-10
4015,BR,ĩ,BR159,æ,2.0608975e-09
5015,BR,ĩ,BR159,ɑ,8.314253e-07
9015,BR,ĩ,BR159,ʌ,2.0608975e-09
2015,BR,ĩ,BR159,oʊ,0.00012339446
3015,BR,ĩ,BR159,u,1.5228085e-08
8015,BR,ĩ,BR159,ʊ,1.12521185e-07
1033,BR,ĩ,BR264,i,0.047120407
7033,BR,ĩ,BR264,ɪ,4.296825e-05
33,BR,ĩ,BR264,eɪ,2.1392634e-06
6033,BR,ĩ,BR264,ɛ,1.0650765e-07
4033,BR,ĩ,BR264,æ,1.5807136e-05
5033,BR,ĩ,BR264,ɑ,2.895178e-07
9033,BR,ĩ,BR264,ʌ,2.1392634e-06
2033,BR,ĩ,BR264,oʊ,2.895178e-07
