,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,1.0
5009,BR,i,BR132,y,7.58256e-10
1009,BR,i,BR132,e,3.7751344e-11
11009,BR,i,BR132,ɛ,1.02618795e-10
12009,BR,i,BR132,ɛ̃,7.58256e-10
6009,BR,i,BR132,ø,1.3887944e-11
7009,BR,i,BR132,œ,3.7751344e-11
9,BR,i,BR132,a,3.7751344e-11
8009,BR,i,BR132,ɑ̃,2.789468e-10
3009,BR,i,BR132,o,1.3887944e-11
9009,BR,i,BR132,ɔ,1.3887944e-11
10009,BR,i,BR132,ɔ̃,1.5229979e-08
4009,BR,i,BR132,u,4.1399375e-08
2045,BR,i,BR329,i,0.9990854
5045,BR,i,BR329,y,5.597672e-09
1045,BR,i,BR329,e,1.521605e-08
11045,BR,i,BR329,ɛ,4.1361513e-08
12045,BR,i,BR329,ɛ̃,1.12432254e-07
6045,BR,i,BR329,ø,4.1361513e-08
7045,BR,i,BR329,œ,5.597672e-09
45,BR,i,BR329,a,5.597672e-09
8045,BR,i,BR329,ɑ̃,4.1361513e-08
3045,BR,i,BR329,o,3.0562254e-07
9045,BR,i,BR329,ɔ,8.307682e-07
10045,BR,i,BR329,ɔ̃,0.000911048
4045,BR,i,BR329,u,2.2582622e-06
2058,BR,i,BR373,i,1.0
5058,BR,i,BR373,y,1.02618795e-10
1058,BR,i,BR373,e,5.6027964e-09
11058,BR,i,BR373,ɛ,4.1399375e-08
12058,BR,i,BR373,ɛ̃,1.02618795e-10
6058,BR,i,BR373,ø,1.02618795e-10
7058,BR,i,BR373,œ,1.02618795e-10
58,BR,i,BR373,a,2.0611537e-09
8058,BR,i,BR373,ɑ̃,2.0611537e-09
3058,BR,i,BR373,o,5.6027964e-09
9058,BR,i,BR373,ɔ,7.58256e-10
10058,BR,i,BR373,ɔ̃,1.5229979e-08
4058,BR,i,BR373,u,4.1399375e-08
2059,BR,i,BR374,i,0.9990877
5059,BR,i,BR374,y,2.0592732e-09
1059,BR,i,BR374,e,4.1361606e-08
11059,BR,i,BR374,ɛ,8.307701e-07
12059,BR,i,BR374,ɛ̃,1.5216084e-08
6059,BR,i,BR374,ø,2.0592732e-09
7059,BR,i,BR374,œ,2.0592732e-09
59,BR,i,BR374,a,2.0592732e-09
8059,BR,i,BR374,ɑ̃,1.5216084e-08
3059,BR,i,BR374,o,1.1243251e-07
9059,BR,i,BR374,ɔ,5.597685e-09
10059,BR,i,BR374,ɔ̃,0.00091105007
4059,BR,i,BR374,u,3.0562325e-07
2060,BR,i,BR375,i,0.9996644
5060,BR,i,BR375,y,7.5800155e-10
1060,BR,i,BR375,e,2.060462e-09
11060,BR,i,BR375,ɛ,5.600916e-09
12060,BR,i,BR375,ɛ̃,1.5224868e-08
6060,BR,i,BR375,ø,7.5800155e-10
7060,BR,i,BR375,œ,7.5800155e-10
60,BR,i,BR375,a,7.5800155e-10
8060,BR,i,BR375,ɑ̃,5.600916e-09
3060,BR,i,BR375,o,4.1385483e-08
9060,BR,i,BR375,ɔ,1.1249741e-07
10060,BR,i,BR375,ɔ̃,0.00033535005
4060,BR,i,BR375,u,1.1249741e-07
2074,BR,i,BR452,i,0.9975273
5074,BR,i,BR452,y,2.056057e-09
1074,BR,i,BR452,e,1.519232e-08
11074,BR,i,BR452,ɛ,1.519232e-08
12074,BR,i,BR452,ɛ̃,2.056057e-09
6074,BR,i,BR452,ø,5.5889426e-09
7074,BR,i,BR452,œ,2.056057e-09
74,BR,i,BR452,a,0.002472623
8074,BR,i,BR452,ɑ̃,7.5638107e-10
3074,BR,i,BR452,o,2.056057e-09
9074,BR,i,BR452,ɔ,5.5889426e-09
10074,BR,i,BR452,ɔ̃,2.056057e-09
4074,BR,i,BR452,u,1.1225691e-07
2075,BR,i,BR454,i,0.8807952
5075,BR,i,BR454,y,1.9908873e-06
1075,BR,i,BR454,e,9.912044e-08
11075,BR,i,BR454,ɛ,4.934916e-09
12075,BR,i,BR454,ɛ̃,1.8154542e-09
6075,BR,i,BR454,ø,3.646437e-08
7075,BR,i,BR454,œ,1.8154542e-09
