,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.006588112
7009,BR,i,BR132,ɪ,0.00012066548
9,BR,i,BR132,eɪ,0.00012066548
6009,BR,i,BR132,ɛ,0.000891604
4009,BR,i,BR132,æ,0.0003280028
5009,BR,i,BR132,ɑ,0.006588112
9009,BR,i,BR132,ʌ,0.006588112
2009,BR,i,BR132,oʊ,0.000891604
3009,BR,i,BR132,u,0.9777625
8009,BR,i,BR132,ʊ,0.00012066548
1045,BR,i,BR329,i,4.398945e-05
7045,BR,i,BR329,ɪ,0.006528613
45,BR,i,BR329,eɪ,4.398945e-05
6045,BR,i,BR329,ɛ,4.398945e-05
4045,BR,i,BR329,æ,0.9689321
5045,BR,i,BR329,ɑ,4.398945e-05
9045,BR,i,BR329,ʌ,0.01774661
2045,BR,i,BR329,oʊ,4.398945e-05
3045,BR,i,BR329,u,0.006528613
8045,BR,i,BR329,ʊ,4.398945e-05
1058,BR,i,BR373,i,0.07492092
7058,BR,i,BR373,ɪ,0.5535949
58,BR,i,BR373,eɪ,0.0013722245
6058,BR,i,BR373,ɛ,0.07492092
4058,BR,i,BR373,æ,0.010139444
5058,BR,i,BR373,ɑ,0.0013722245
9058,BR,i,BR373,ʌ,0.07492092
2058,BR,i,BR373,oʊ,0.0013722245
3058,BR,i,BR373,u,0.20365618
8058,BR,i,BR373,ʊ,0.003730093
1059,BR,i,BR374,i,0.000910128
7059,BR,i,BR374,ɪ,0.99807656
59,BR,i,BR374,eɪ,6.1323944e-06
6059,BR,i,BR374,ɛ,6.1323944e-06
4059,BR,i,BR374,æ,6.1323944e-06
5059,BR,i,BR374,ɑ,1.6669575e-05
9059,BR,i,BR374,ʌ,4.531261e-05
2059,BR,i,BR374,oʊ,6.1323944e-06
3059,BR,i,BR374,u,0.000910128
8059,BR,i,BR374,ʊ,1.6669575e-05
1060,BR,i,BR375,i,0.0009335454
7060,BR,i,BR375,ɪ,0.37661907
60,BR,i,BR375,eɪ,0.0009335454
6060,BR,i,BR375,ɛ,0.050969847
4060,BR,i,BR375,æ,0.37661907
5060,BR,i,BR375,ɑ,0.0009335454
9060,BR,i,BR375,ʌ,0.050969847
2060,BR,i,BR375,oʊ,0.0009335454
3060,BR,i,BR375,u,0.13855042
8060,BR,i,BR375,ʊ,0.0025376393
1074,BR,i,BR452,i,0.00057807576
7074,BR,i,BR452,ɪ,0.23321241
74,BR,i,BR452,eɪ,0.00057807576
6074,BR,i,BR452,ɛ,0.011610962
4074,BR,i,BR452,æ,0.63393706
5074,BR,i,BR452,ɑ,0.00057807576
9074,BR,i,BR452,ʌ,0.031561866
2074,BR,i,BR452,oʊ,0.00057807576
3074,BR,i,BR452,u,0.085794054
8074,BR,i,BR452,ʊ,0.001571373
1075,BR,i,BR454,i,0.006588112
7075,BR,i,BR454,ɪ,0.00012066548
75,BR,i,BR454,eɪ,0.00012066548
6075,BR,i,BR454,ɛ,0.000891604
4075,BR,i,BR454,æ,0.0003280028
5075,BR,i,BR454,ɑ,0.006588112
9075,BR,i,BR454,ʌ,0.006588112
2075,BR,i,BR454,oʊ,0.000891604
3075,BR,i,BR454,u,0.9777625
8075,BR,i,BR454,ʊ,0.00012066548
1078,BR,i,BR46,i,0.006588112
7078,BR,i,BR46,ɪ,0.00012066548
78,BR,i,BR46,eɪ,0.00012066548
6078,BR,i,BR46,ɛ,0.000891604
4078,BR,i,BR46,æ,0.0003280028
5078,BR,i,BR46,ɑ,0.006588112
9078,BR,i,BR46,ʌ,0.006588112
2078,BR,i,BR46,oʊ,0.000891604
3078,BR,i,BR46,u,0.9777625
8078,BR,i,BR46,ʊ,0.00012066548
1082,BR,i,BR47,i,0.006588112
7082,BR,i,BR47,ɪ,0.00012066548
82,BR,i,BR47,eɪ,0.00012066548
6082,BR,i,BR47,ɛ,0.000891604
4082,BR,i,BR47,æ,0.0003280028
5082,BR,i,BR47,ɑ,0.006588112
9082,BR,i,BR47,ʌ,0.006588112
2082,BR,i,BR47,oʊ,0.000891604
3082,BR,i,BR47,u,0.9777625
8082,BR,i,BR47,ʊ,0.00012066548
1088,BR,i,BR496,i,0.006588112
7088,BR,i,BR496,ɪ,0.00012066548
88,BR,i,BR496,eɪ,0.00012066548
6088,BR,i,BR496,ɛ,0.000891604
4088,BR,i,BR496,æ,0.0003280028
5088,BR,i,BR496,ɑ,0.006588112
9088,BR,i,BR496,ʌ,0.006588112
2088,BR,i,BR496,oʊ,0.000891604
3088,BR,i,BR496,u,0.9777625
8088,BR,i,BR496,ʊ,0.00012066548
1135,BR,i,BR741,i,0.006588112
7135,BR,i,BR741,ɪ,0.00012066548
135,BR,i,BR741,eɪ,0.00012066548
6135,BR,i,BR741,ɛ,0.000891604
4135,BR,i,BR741,æ,0.0003280028
5135,BR,i,BR741,ɑ,0.006588112
9135,BR,i,BR741,ʌ,0.006588112
2135,BR,i,BR741,oʊ,0.000891604
3135,BR,i,BR741,u,0.9777625
8135,BR,i,BR741,ʊ,0.00012066548
1136,BR,i,BR742,i,0.006588112
7136,BR,i,BR742,ɪ,0.00012066548
136,BR,i,BR742,eɪ,0.00012066548
6136,BR,i,BR742,ɛ,0.000891604
4136,BR,i,BR742,æ,0.0003280028
5136,BR,i,BR742,ɑ,0.006588112
9136,BR,i,BR742,ʌ,0.006588112
2136,BR,i,BR742,oʊ,0.000891604
3136,BR,i,BR742,u,0.9777625
8136,BR,i,BR742,ʊ,0.00012066548
1141,BR,i,BR757,i,0.006588112
7141,BR,i,BR757,ɪ,0.00012066548
141,BR,i,BR757,eɪ,0.00012066548
6141,BR,i,BR757,ɛ,0.000891604
4141,BR,i,BR757,æ,0.0003280028
5141,BR,i,BR757,ɑ,0.006588112
9141,BR,i,BR757,ʌ,0.006588112
2141,BR,i,BR757,oʊ,0.000891604
3141,BR,i,BR757,u,0.9777625
8141,BR,i,BR757,ʊ,0.00012066548
1146,BR,i,BR796,i,0.006588112
7146,BR,i,BR796,ɪ,0.00012066548
146,BR,i,BR796,eɪ,0.00012066548
6146,BR,i,BR796,ɛ,0.000891604
4146,BR,i,BR796,æ,0.0003280028
5146,BR,i,BR796,ɑ,0.006588112
9146,BR,i,BR796,ʌ,0.006588112
2146,BR,i,BR796,oʊ,0.000891604
3146,BR,i,BR796,u,0.9777625
8146,BR,i,BR796,ʊ,0.00012066548
1189,BR,i,BR99,i,0.006588112
7189,BR,i,BR99,ɪ,0.00012066548
189,BR,i,BR99,eɪ,0.00012066548
6189,BR,i,BR99,ɛ,0.000891604
4189,BR,i,BR99,æ,0.0003280028
5189,BR,i,BR99,ɑ,0.006588112
9189,BR,i,BR99,ʌ,0.006588112
2189,BR,i,BR99,oʊ,0.000891604
3189,BR,i,BR99,u,0.9777625
8189,BR,i,BR99,ʊ,0.00012066548
1190,BR,i,BR992,i,4.5391702e-05
7190,BR,i,BR992,ɪ,8.31378e-07
190,BR,i,BR992,eɪ,8.31378e-07
6190,BR,i,BR992,ɛ,0.00012338744
4190,BR,i,BR992,æ,8.31378e-07
5190,BR,i,BR992,ɑ,2.2599197e-06
9190,BR,i,BR992,ʌ,8.31378e-07
2190,BR,i,BR992,oʊ,6.1430987e-06
3190,BR,i,BR992,u,0.99981874
8190,BR,i,BR992,ʊ,8.31378e-07
1004,BR,ĩ,BR1025,i,4.5391702e-05
7004,BR,ĩ,BR1025,ɪ,8.31378e-07
4,BR,ĩ,BR1025,eɪ,8.31378e-07
6004,BR,ĩ,BR1025,ɛ,0.00012338744
4004,BR,ĩ,BR1025,æ,8.31378e-07
5004,BR,ĩ,BR1025,ɑ,2.2599197e-06
9004,BR,ĩ,BR1025,ʌ,8.31378e-07
2004,BR,ĩ,BR1025,oʊ,6.1430987e-06
3004,BR,ĩ,BR1025,u,0.99981874
8004,BR,ĩ,BR1025,ʊ,8.31378e-07
1005,BR,ĩ,BR1029,i,0.00027073844
7005,BR,ĩ,BR1029,ɪ,0.040181145
5,BR,ĩ,BR1029,eɪ,0.00027073844
6005,BR,ĩ,BR1029,ɛ,0.00027073844
4005,BR,ĩ,BR1029,æ,0.040181145
5005,BR,ĩ,BR1029,ɑ,0.00027073844
9005,BR,ĩ,BR1029,ʌ,0.10922368
2005,BR,ĩ,BR1029,oʊ,0.00027073844
3005,BR,ĩ,BR1029,u,0.8070599
8005,BR,ĩ,BR1029,ʊ,0.0020005016
1013,BR,ĩ,BR154,i,4.53963e-05
7013,BR,ĩ,BR154,ɪ,8.314622e-07
13,BR,ĩ,BR154,eɪ,8.314622e-07
6013,BR,ĩ,BR154,ɛ,1.6700365e-05
4013,BR,ĩ,BR154,æ,8.314622e-07
5013,BR,ĩ,BR154,ɑ,2.2601487e-06
9013,BR,ĩ,BR154,ʌ,6.143721e-06
2013,BR,ĩ,BR154,oʊ,6.143721e-06
3013,BR,ĩ,BR154,u,0.99992
8013,BR,ĩ,BR154,ʊ,8.314622e-07
1014,BR,ĩ,BR158,i,0.00011349377
7014,BR,ĩ,BR158,ɪ,0.016843969
14,BR,ĩ,BR158,eɪ,0.00030850805
6014,BR,ĩ,BR158,ɛ,0.00011349377
4014,BR,ĩ,BR158,æ,0.91964954
5014,BR,ĩ,BR158,ɑ,0.00011349377
9014,BR,ĩ,BR158,ʌ,0.045786653
2014,BR,ĩ,BR158,oʊ,0.00011349377
3014,BR,ĩ,BR158,u,0.016843969
8014,BR,ĩ,BR158,ʊ,0.00011349377
1015,BR,ĩ,BR159,i,0.006588112
7015,BR,ĩ,BR159,ɪ,0.00012066548
15,BR,ĩ,BR159,eɪ,0.00012066548
6015,BR,ĩ,BR159,ɛ,0.000891604
4015,BR,ĩ,BR159,æ,0.0003280028
5015,BR,ĩ,BR159,ɑ,0.006588112
9015,BR,ĩ,BR159,ʌ,0.006588112
2015,BR,ĩ,BR159,oʊ,0.000891604
3015,BR,ĩ,BR159,u,0.9777625
8015,BR,ĩ,BR159,ʊ,0.00012066548
1033,BR,ĩ,BR264,i,4.398945e-05
7033,BR,ĩ,BR264,ɪ,0.006528613
33,BR,ĩ,BR264,eɪ,4.398945e-05
6033,BR,ĩ,BR264,ɛ,4.398945e-05
4033,BR,ĩ,BR264,æ,0.9689321
5033,BR,ĩ,BR264,ɑ,4.398945e-05
9033,BR,ĩ,BR264,ʌ,0.01774661
2033,BR,ĩ,BR264,oʊ,4.398945e-05
3033,BR,ĩ,BR264,u,0.006528613
8033,BR,ĩ,BR264,ʊ,4.398945e-05
1067,BR,ĩ,BR411,i,8.889458e-05
7067,BR,ĩ,BR411,ɪ,0.013193126
67,BR,ĩ,BR411,eɪ,8.889458e-05
6067,BR,ĩ,BR411,ɛ,8.889458e-05
4067,BR,ĩ,BR411,æ,0.7203202
5067,BR,ĩ,BR411,ɑ,0.00024164052
9067,BR,ĩ,BR411,ʌ,0.00024164052
2067,BR,ĩ,BR411,oʊ,8.889458e-05
3067,BR,ĩ,BR411,u,0.26499102
8067,BR,ĩ,BR411,ʊ,0.000656847
1068,BR,ĩ,BR417,i,6.1307483e-06
7068,BR,ĩ,BR417,ɪ,0.0009098837
68,BR,ĩ,BR417,eɪ,6.1307483e-06
6068,BR,ĩ,BR417,ɛ,0.0003347275
4068,BR,ĩ,BR417,æ,0.99780864
5068,BR,ĩ,BR417,ɑ,6.1307483e-06
9068,BR,ĩ,BR417,ʌ,6.1307483e-06
2068,BR,ĩ,BR417,oʊ,6.1307483e-06
3068,BR,ĩ,BR417,u,0.0009098837
8068,BR,ĩ,BR417,ʊ,6.1307483e-06
1090,BR,ĩ,BR504,i,0.00027073844
7090,BR,ĩ,BR504,ɪ,0.040181145
90,BR,ĩ,BR504,eɪ,0.00027073844
6090,BR,ĩ,BR504,ɛ,0.00027073844
4090,BR,ĩ,BR504,æ,0.040181145
5090,BR,ĩ,BR504,ɑ,0.00027073844
9090,BR,ĩ,BR504,ʌ,0.10922368
2090,BR,ĩ,BR504,oʊ,0.00027073844
3090,BR,ĩ,BR504,u,0.8070599
8090,BR,ĩ,BR504,ʊ,0.0020005016
1091,BR,ĩ,BR510,i,0.006588112
7091,BR,ĩ,BR510,ɪ,0.00012066548
91,BR,ĩ,BR510,eɪ,0.00012066548
6091,BR,ĩ,BR510,ɛ,0.000891604
4091,BR,ĩ,BR510,æ,0.0003280028
5091,BR,ĩ,BR510,ɑ,0.006588112
9091,BR,ĩ,BR510,ʌ,0.006588112
2091,BR,ĩ,BR510,oʊ,0.000891604
3091,BR,ĩ,BR510,u,0.9777625
8091,BR,ĩ,BR510,ʊ,0.00012066548
1100,BR,ĩ,BR559,i,4.5391702e-05
7100,BR,ĩ,BR559,ɪ,8.31378e-07
100,BR,ĩ,BR559,eɪ,8.31378e-07
6100,BR,ĩ,BR559,ɛ,0.00012338744
4100,BR,ĩ,BR559,æ,8.31378e-07
5100,BR,ĩ,BR559,ɑ,2.2599197e-06
