,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,3.442477e-14
5009,BR,i,BR132,y,5.109089e-12
1009,BR,i,BR132,e,3.442477e-14
11009,BR,i,BR132,ɛ,3.442477e-14
12009,BR,i,BR132,ɛ̃,3.442477e-14
6009,BR,i,BR132,ø,1.0
7009,BR,i,BR132,œ,2.789468e-10
9,BR,i,BR132,a,3.442477e-14
8009,BR,i,BR132,ɑ̃,3.442477e-14
3009,BR,i,BR132,o,3.442477e-14
9009,BR,i,BR132,ɔ,9.357623e-14
10009,BR,i,BR132,ɔ̃,3.442477e-14
4009,BR,i,BR132,u,9.357623e-14
2045,BR,i,BR329,i,5.1090885e-12
5045,BR,i,BR329,y,1.5229977e-08
1045,BR,i,BR329,e,5.1090885e-12
11045,BR,i,BR329,ɛ,5.1090885e-12
12045,BR,i,BR329,ɛ̃,5.1090885e-12
6045,BR,i,BR329,ø,0.9999999
7045,BR,i,BR329,œ,1.1253516e-07
45,BR,i,BR329,a,5.1090885e-12
8045,BR,i,BR329,ɑ̃,5.1090885e-12
3045,BR,i,BR329,o,5.1090885e-12
9045,BR,i,BR329,ɔ,1.3887942e-11
10045,BR,i,BR329,ɔ̃,5.1090885e-12
4045,BR,i,BR329,u,3.775134e-11
2058,BR,i,BR373,i,6.9144e-13
5058,BR,i,BR373,y,5.6027964e-09
1058,BR,i,BR373,e,6.9144e-13
11058,BR,i,BR373,ɛ,6.9144e-13
12058,BR,i,BR373,ɛ̃,6.9144e-13
6058,BR,i,BR373,ø,1.0
7058,BR,i,BR373,œ,7.58256e-10
58,BR,i,BR373,a,6.9144e-13
8058,BR,i,BR373,ɑ̃,6.9144e-13
3058,BR,i,BR373,o,6.9144e-13
9058,BR,i,BR373,ɔ,1.8795289e-12
10058,BR,i,BR373,ɔ̃,6.9144e-13
4058,BR,i,BR373,u,5.109089e-12
2059,BR,i,BR374,i,9.357623e-14
5059,BR,i,BR374,y,1.3887944e-11
1059,BR,i,BR374,e,9.357623e-14
11059,BR,i,BR374,ɛ,9.357623e-14
12059,BR,i,BR374,ɛ̃,9.357623e-14
6059,BR,i,BR374,ø,1.0
7059,BR,i,BR374,œ,2.0611537e-09
59,BR,i,BR374,a,9.357623e-14
8059,BR,i,BR374,ɑ̃,9.357623e-14
3059,BR,i,BR374,o,9.357623e-14
9059,BR,i,BR374,ɔ,2.5436657e-13
10059,BR,i,BR374,ɔ̃,9.357623e-14
4059,BR,i,BR374,u,2.5436657e-13
2060,BR,i,BR375,i,3.7751104e-11
5060,BR,i,BR375,y,1.12534465e-07
1060,BR,i,BR375,e,3.7751104e-11
11060,BR,i,BR375,ɛ,3.7751104e-11
12060,BR,i,BR375,ɛ̃,3.7751104e-11
6060,BR,i,BR375,ø,0.9999937
7060,BR,i,BR375,œ,6.1441738e-06
60,BR,i,BR375,a,3.7751104e-11
8060,BR,i,BR375,ɑ̃,3.7751104e-11
