,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,3.775128e-11
5009,BR,i,BR132,y,8.3152736e-07
1009,BR,i,BR132,e,3.775128e-11
11009,BR,i,BR132,ɛ,3.775128e-11
12009,BR,i,BR132,ɛ̃,3.775128e-11
6009,BR,i,BR132,ø,0.99999833
7009,BR,i,BR132,œ,8.3152736e-07
9,BR,i,BR132,a,3.775128e-11
8009,BR,i,BR132,ɑ̃,3.775128e-11
3009,BR,i,BR132,o,3.775128e-11
9009,BR,i,BR132,ɔ,1.0261862e-10
10009,BR,i,BR132,ɔ̃,3.775128e-11
4009,BR,i,BR132,u,1.0261862e-10
2045,BR,i,BR329,i,5.109089e-12
5045,BR,i,BR329,y,4.1399375e-08
1045,BR,i,BR329,e,5.109089e-12
11045,BR,i,BR329,ɛ,5.109089e-12
12045,BR,i,BR329,ɛ̃,5.109089e-12
6045,BR,i,BR329,ø,1.0
7045,BR,i,BR329,œ,1.5229979e-08
45,BR,i,BR329,a,5.109089e-12
8045,BR,i,BR329,ɑ̃,5.109089e-12
3045,BR,i,BR329,o,5.109089e-12
9045,BR,i,BR329,ɔ,1.3887944e-11
10045,BR,i,BR329,ɔ̃,5.109089e-12
4045,BR,i,BR329,u,3.7751344e-11
2058,BR,i,BR373,i,6.9144e-13
5058,BR,i,BR373,y,2.0611537e-09
1058,BR,i,BR373,e,6.9144e-13
11058,BR,i,BR373,ɛ,6.9144e-13
12058,BR,i,BR373,ɛ̃,6.9144e-13
6058,BR,i,BR373,ø,1.0
7058,BR,i,BR373,œ,7.58256e-10
58,BR,i,BR373,a,6.9144e-13
8058,BR,i,BR373,ɑ̃,6.9144e-13
3058,BR,i,BR373,o,6.9144e-13
9058,BR,i,BR373,ɔ,1.8795289e-12
10058,BR,i,BR373,ɔ̃,6.9144e-13
4058,BR,i,BR373,u,5.109089e-12
2059,BR,i,BR374,i,3.77513e-11
5059,BR,i,BR374,y,3.0590195e-07
1059,BR,i,BR374,e,3.77513e-11
11059,BR,i,BR374,ɛ,3.77513e-11
12059,BR,i,BR374,ɛ̃,3.77513e-11
6059,BR,i,BR374,ø,0.9999988
7059,BR,i,BR374,œ,8.3152776e-07
59,BR,i,BR374,a,3.77513e-11
8059,BR,i,BR374,ɑ̃,3.77513e-11
3059,BR,i,BR374,o,3.77513e-11
9059,BR,i,BR374,ɔ,1.0261867e-10
10059,BR,i,BR374,ɔ̃,3.77513e-11
4059,BR,i,BR374,u,2.7894648e-10
2060,BR,i,BR375,i,1.8795289e-12
5060,BR,i,BR375,y,4.1399375e-08
1060,BR,i,BR375,e,1.8795289e-12
11060,BR,i,BR375,ɛ,1.8795289e-12
12060,BR,i,BR375,ɛ̃,1.8795289e-12
6060,BR,i,BR375,ø,1.0
7060,BR,i,BR375,œ,2.0611537e-09
60,BR,i,BR375,a,1.8795289e-12
8060,BR,i,BR375,ɑ̃,1.8795289e-12
3060,BR,i,BR375,o,1.8795289e-12
9060,BR,i,BR375,ɔ,5.109089e-12
10060,BR,i,BR375,ɔ̃,1.8795289e-12
4060,BR,i,BR375,u,5.109089e-12
2074,BR,i,BR452,i,1.02618074e-10
5074,BR,i,BR452,y,8.3152287e-07
1074,BR,i,BR452,e,1.02618074e-10
11074,BR,i,BR452,ɛ,1.02618074e-10
12074,BR,i,BR452,ɛ̃,1.02618074e-10
6074,BR,i,BR452,ø,0.99999297
7074,BR,i,BR452,œ,6.144169e-06
74,BR,i,BR452,a,1.02618074e-10
8074,BR,i,BR452,ɑ̃,1.02618074e-10
3074,BR,i,BR452,o,1.02618074e-10
9074,BR,i,BR452,ɔ,2.7894484e-10
10074,BR,i,BR452,ɔ̃,1.02618074e-10
4074,BR,i,BR452,u,7.582507e-10
2075,BR,i,BR454,i,1.0261705e-10
5075,BR,i,BR454,y,3.0589712e-07
1075,BR,i,BR454,e,1.0261705e-10
11075,BR,i,BR454,ɛ,1.0261705e-10
