,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,1.0
7009,BR,i,BR132,ɪ,1.02618795e-10
9,BR,i,BR132,eɪ,5.109089e-12
6009,BR,i,BR132,ɛ,1.02618795e-10
4009,BR,i,BR132,æ,1.3887944e-11
5009,BR,i,BR132,ɑ,1.3887944e-11
9009,BR,i,BR132,ʌ,5.6027964e-09
2009,BR,i,BR132,oʊ,5.6027964e-09
3009,BR,i,BR132,u,1.5229979e-08
8009,BR,i,BR132,ʊ,1.02618795e-10
1045,BR,i,BR329,i,0.9423146
7045,BR,i,BR329,ɪ,0.04691508
45,BR,i,BR329,eɪ,5.7897814e-06
6045,BR,i,BR329,ɛ,2.1299415e-06
4045,BR,i,BR329,æ,4.278102e-05
5045,BR,i,BR329,ɑ,0.00031611134
9045,BR,i,BR329,ʌ,0.0008592797
2045,BR,i,BR329,oʊ,0.0023357645
3045,BR,i,BR329,u,0.0008592797
8045,BR,i,BR329,ʊ,0.006349266
1058,BR,i,BR373,i,0.00033534726
7058,BR,i,BR373,ɪ,0.9996561
58,BR,i,BR373,eɪ,6.142099e-06
6058,BR,i,BR373,ɛ,1.1249647e-07
4058,BR,i,BR373,æ,2.060445e-09
5058,BR,i,BR373,ɑ,1.522474e-08
9058,BR,i,BR373,ʌ,5.6008695e-09
2058,BR,i,BR373,oʊ,1.522474e-08
3058,BR,i,BR373,u,4.1385135e-08
8058,BR,i,BR373,ʊ,2.259552e-06
1059,BR,i,BR374,i,0.118892826
7059,BR,i,BR374,ɪ,0.87850577
59,BR,i,BR374,eɪ,3.98841e-05
6059,BR,i,BR374,ɛ,5.397726e-06
4059,BR,i,BR374,æ,1.4672541e-05
5059,BR,i,BR374,ɑ,3.98841e-05
9059,BR,i,BR374,ʌ,1.4672541e-05
2059,BR,i,BR374,oʊ,1.4672541e-05
3059,BR,i,BR374,u,0.00029470585
8059,BR,i,BR374,ʊ,0.0021775982
1060,BR,i,BR375,i,0.9855854
7060,BR,i,BR375,ɪ,0.006640822
60,BR,i,BR375,eɪ,2.2277477e-06
6060,BR,i,BR375,ɛ,8.1954255e-07
4060,BR,i,BR375,æ,1.6460952e-05
5060,BR,i,BR375,ɑ,0.000121630896
9060,BR,i,BR375,ʌ,0.00033062705
2060,BR,i,BR375,oʊ,0.00033062705
3060,BR,i,BR375,u,0.00033062705
8060,BR,i,BR375,ʊ,0.006640822
1074,BR,i,BR452,i,0.7053089
7074,BR,i,BR452,ɪ,0.03511526
74,BR,i,BR452,eɪ,2.1575563e-07
6074,BR,i,BR452,ɛ,5.8648465e-07
4074,BR,i,BR452,æ,1.1779858e-05
5074,BR,i,BR452,ɑ,8.704203e-05
9074,BR,i,BR452,ʌ,4.3335676e-06
2074,BR,i,BR452,oʊ,1.5942305e-06
3074,BR,i,BR452,u,0.25946864
8074,BR,i,BR452,ʊ,1.5942305e-06
1075,BR,i,BR454,i,0.0009110098
7075,BR,i,BR454,ɪ,4.5356508e-05
75,BR,i,BR454,eɪ,7.5753076e-10
6075,BR,i,BR454,ɛ,1.12427536e-07
4075,BR,i,BR454,æ,7.5753076e-10
5075,BR,i,BR454,ɑ,5.5974376e-09
9075,BR,i,BR454,ʌ,2.0591822e-09
2075,BR,i,BR454,oʊ,2.0591822e-09
3075,BR,i,BR454,u,0.9990435
8075,BR,i,BR454,ʊ,4.1359776e-08
1078,BR,i,BR46,i,1.0
7078,BR,i,BR46,ɪ,3.7751344e-11
78,BR,i,BR46,eɪ,1.8795289e-12
6078,BR,i,BR46,ɛ,3.7751344e-11
4078,BR,i,BR46,æ,5.109089e-12
5078,BR,i,BR46,ɑ,1.8795289e-12
9078,BR,i,BR46,ʌ,1.3887944e-11
2078,BR,i,BR46,oʊ,2.0611537e-09
3078,BR,i,BR46,u,4.1399375e-08
8078,BR,i,BR46,ʊ,7.58256e-10
1082,BR,i,BR47,i,0.99999964
7082,BR,i,BR47,ɪ,3.775133e-11
82,BR,i,BR47,eɪ,2.061153e-09
6082,BR,i,BR47,ɛ,7.5825574e-10
4082,BR,i,BR47,æ,2.789467e-10
5082,BR,i,BR47,ɑ,2.061153e-09
9082,BR,i,BR47,ʌ,7.5825574e-10
2082,BR,i,BR47,oʊ,3.059022e-07
3082,BR,i,BR47,u,4.139936e-08
8082,BR,i,BR47,ʊ,7.5825574e-10
1088,BR,i,BR496,i,0.0024726226
7088,BR,i,BR496,ɪ,3.0514585e-07
88,BR,i,BR496,eɪ,2.78257e-10
6088,BR,i,BR496,ɛ,2.78257e-10
4088,BR,i,BR496,æ,5.588941e-09
5088,BR,i,BR496,ɑ,1.5192317e-08
9088,BR,i,BR496,ʌ,7.563809e-10
2088,BR,i,BR496,oʊ,7.563809e-10
3088,BR,i,BR496,u,0.99752706
8088,BR,i,BR496,ʊ,4.1296996e-08
1135,BR,i,BR741,i,8.208173e-05
7135,BR,i,BR741,ɪ,0.24468221
135,BR,i,BR741,eɪ,4.086609e-06
6135,BR,i,BR741,ɛ,0.6651152
4135,BR,i,BR741,æ,1.5033794e-06
5135,BR,i,BR741,ɑ,8.208173e-05
9135,BR,i,BR741,ʌ,1.1108555e-05
2135,BR,i,BR741,oʊ,4.086609e-06
3135,BR,i,BR741,u,0.09001355
8135,BR,i,BR741,ʊ,4.086609e-06
1136,BR,i,BR742,i,0.9664455
7136,BR,i,BR742,ɪ,0.0065118587
136,BR,i,BR742,eɪ,4.387656e-05
6136,BR,i,BR742,ɛ,0.002395579
4136,BR,i,BR742,æ,1.6141283e-05
5136,BR,i,BR742,ɑ,0.0065118587
9136,BR,i,BR742,ʌ,5.9380463e-06
2136,BR,i,BR742,oʊ,0.00032420634
3136,BR,i,BR742,u,0.017701067
8136,BR,i,BR742,ʊ,4.387656e-05
1141,BR,i,BR757,i,0.0125470245
7141,BR,i,BR757,ɪ,0.034106344
141,BR,i,BR757,eɪ,0.00022980676
6141,BR,i,BR757,ɛ,0.0125470245
4141,BR,i,BR757,æ,8.454118e-05
5141,BR,i,BR757,ɑ,0.2520137
9141,BR,i,BR757,ʌ,3.1100964e-05
2141,BR,i,BR757,oʊ,0.0016980551
3141,BR,i,BR757,u,0.6850443
8141,BR,i,BR757,ʊ,0.0016980551
1146,BR,i,BR796,i,0.7213325
7146,BR,i,BR796,ɪ,0.013211666
146,BR,i,BR796,eɪ,2.2065728e-07
6146,BR,i,BR796,ɛ,1.6304491e-06
4146,BR,i,BR796,æ,8.117528e-08
5146,BR,i,BR796,ɑ,5.998087e-07
9146,BR,i,BR796,ʌ,2.2065728e-07
2146,BR,i,BR796,oʊ,5.998087e-07
3146,BR,i,BR796,u,0.2653634
8146,BR,i,BR796,ʊ,8.90195e-05
1189,BR,i,BR99,i,1.0
7189,BR,i,BR99,ɪ,1.8795289e-12
