,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,2.5436657e-13
5009,BR,i,BR132,y,1.0
1009,BR,i,BR132,e,1.7139084e-15
11009,BR,i,BR132,ɛ,1.7139084e-15
12009,BR,i,BR132,ɛ̃,1.7139084e-15
6009,BR,i,BR132,ø,2.5436657e-13
7009,BR,i,BR132,œ,3.442477e-14
9,BR,i,BR132,a,1.7139084e-15
8009,BR,i,BR132,ɑ̃,1.7139084e-15
3009,BR,i,BR132,o,1.7139084e-15
9009,BR,i,BR132,ɔ,1.7139084e-15
10009,BR,i,BR132,ɔ̃,1.7139084e-15
4009,BR,i,BR132,u,1.7139084e-15
2045,BR,i,BR329,i,0.9959259
5045,BR,i,BR329,y,8.2814097e-07
1045,BR,i,BR329,e,2.2511206e-06
11045,BR,i,BR329,ɛ,0.0003340959
12045,BR,i,BR329,ɛ̃,8.2814097e-07
6045,BR,i,BR329,ø,0.00090816687
7045,BR,i,BR329,œ,1.6633656e-05
45,BR,i,BR329,a,8.2814097e-07
8045,BR,i,BR329,ɑ̃,6.1191804e-06
3045,BR,i,BR329,o,8.2814097e-07
9045,BR,i,BR329,ɔ,8.2814097e-07
10045,BR,i,BR329,ɔ̃,0.0003340959
4045,BR,i,BR329,u,0.0024686537
2058,BR,i,BR373,i,0.00012335053
5058,BR,i,BR373,y,6.1412616e-06
1058,BR,i,BR373,e,6.1412616e-06
11058,BR,i,BR373,ɛ,2.2592437e-06
12058,BR,i,BR373,ɛ̃,1.12481125e-07
6058,BR,i,BR373,ø,0.9995197
7058,BR,i,BR373,œ,0.0003353015
58,BR,i,BR373,a,1.12481125e-07
8058,BR,i,BR373,ɑ̃,1.12481125e-07
3058,BR,i,BR373,o,1.12481125e-07
9058,BR,i,BR373,ɔ,6.1412616e-06
10058,BR,i,BR373,ɔ̃,1.12481125e-07
4058,BR,i,BR373,u,3.057554e-07
2059,BR,i,BR374,i,0.0048964005
5059,BR,i,BR374,y,0.00024377741
1059,BR,i,BR374,e,0.00066265574
11059,BR,i,BR374,ɛ,0.2673344
12059,BR,i,BR374,ɛ̃,1.2136963e-05
6059,BR,i,BR374,ø,1.2136963e-05
7059,BR,i,BR374,œ,8.9680696e-05
59,BR,i,BR374,a,4.464939e-06
8059,BR,i,BR374,ɑ̃,4.464939e-06
3059,BR,i,BR374,o,3.2991687e-05
9059,BR,i,BR374,ɔ,1.2136963e-05
10059,BR,i,BR374,ɔ̃,4.464939e-06
4059,BR,i,BR374,u,0.72669023
2060,BR,i,BR375,i,0.94605166
5060,BR,i,BR375,y,2.1383885e-06
1060,BR,i,BR375,e,4.295068e-05
11060,BR,i,BR375,ɛ,0.047101136
12060,BR,i,BR375,ɛ̃,2.1383885e-06
6060,BR,i,BR375,ø,0.00031736496
7060,BR,i,BR375,œ,2.1383885e-06
60,BR,i,BR375,a,2.1383885e-06
8060,BR,i,BR375,ɑ̃,2.1383885e-06
3060,BR,i,BR375,o,1.5800671e-05
9060,BR,i,BR375,ɔ,4.295068e-05
10060,BR,i,BR375,ɔ̃,4.295068e-05
4060,BR,i,BR375,u,0.0063744457
2074,BR,i,BR452,i,0.7053658
5074,BR,i,BR452,y,0.25948957
1074,BR,i,BR452,e,5.865319e-07
11074,BR,i,BR452,ɛ,5.865319e-07
12074,BR,i,BR452,ɛ̃,4.3339173e-06
6074,BR,i,BR452,ø,5.865319e-07
7074,BR,i,BR452,œ,5.865319e-07
74,BR,i,BR452,a,1.594359e-06
8074,BR,i,BR452,ɑ̃,1.594359e-06
3074,BR,i,BR452,o,1.1780808e-05
9074,BR,i,BR452,ɔ,4.3339173e-06
10074,BR,i,BR452,ɔ̃,5.865319e-07
4074,BR,i,BR452,u,0.03511809
2075,BR,i,BR454,i,6.305117e-16
5075,BR,i,BR454,y,1.0
1075,BR,i,BR454,e,2.3195227e-16
11075,BR,i,BR454,ɛ,2.3195227e-16
12075,BR,i,BR454,ɛ̃,2.3195227e-16
6075,BR,i,BR454,ø,2.5436657e-13
7075,BR,i,BR454,œ,4.658886e-15
75,BR,i,BR454,a,2.3195227e-16
8075,BR,i,BR454,ɑ̃,2.3195227e-16
3075,BR,i,BR454,o,2.3195227e-16
9075,BR,i,BR454,ɔ,2.3195227e-16
10075,BR,i,BR454,ɔ̃,2.3195227e-16
4075,BR,i,BR454,u,2.3195227e-16
2078,BR,i,BR46,i,0.0024726072
5078,BR,i,BR46,y,2.0560438e-09
