,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,0.99999964
5009,BR,i,BR132,y,3.059022e-07
1009,BR,i,BR132,e,2.789467e-10
11009,BR,i,BR132,ɛ,4.139936e-08
12009,BR,i,BR132,ɛ̃,1.38879385e-11
6009,BR,i,BR132,ø,2.061153e-09
7009,BR,i,BR132,œ,1.0261876e-10
9,BR,i,BR132,a,1.38879385e-11
8009,BR,i,BR132,ɑ̃,1.38879385e-11
3009,BR,i,BR132,o,1.38879385e-11
9009,BR,i,BR132,ɔ,1.38879385e-11
10009,BR,i,BR132,ɔ̃,1.38879385e-11
4009,BR,i,BR132,u,2.789467e-10
2045,BR,i,BR329,i,0.99999964
5045,BR,i,BR329,y,3.059022e-07
1045,BR,i,BR329,e,2.789467e-10
11045,BR,i,BR329,ɛ,4.139936e-08
12045,BR,i,BR329,ɛ̃,1.38879385e-11
6045,BR,i,BR329,ø,2.061153e-09
7045,BR,i,BR329,œ,1.0261876e-10
45,BR,i,BR329,a,1.38879385e-11
8045,BR,i,BR329,ɑ̃,1.38879385e-11
3045,BR,i,BR329,o,1.38879385e-11
9045,BR,i,BR329,ɔ,1.38879385e-11
10045,BR,i,BR329,ɔ̃,1.38879385e-11
4045,BR,i,BR329,u,2.789467e-10
2058,BR,i,BR373,i,0.99999154
5058,BR,i,BR373,y,6.1441606e-06
1058,BR,i,BR373,e,4.1399023e-08
11058,BR,i,BR373,ɛ,2.2603103e-06
12058,BR,i,BR373,ɛ̃,2.7894445e-10
6058,BR,i,BR373,ø,4.1399023e-08
7058,BR,i,BR373,œ,2.0611362e-09
58,BR,i,BR373,a,2.7894445e-10
8058,BR,i,BR373,ɑ̃,2.7894445e-10
3058,BR,i,BR373,o,2.7894445e-10
9058,BR,i,BR373,ɔ,2.7894445e-10
10058,BR,i,BR373,ɔ̃,2.7894445e-10
4058,BR,i,BR373,u,5.602749e-09
2059,BR,i,BR374,i,0.99999154
5059,BR,i,BR374,y,6.1441606e-06
1059,BR,i,BR374,e,4.1399023e-08
11059,BR,i,BR374,ɛ,2.2603103e-06
12059,BR,i,BR374,ɛ̃,2.7894445e-10
6059,BR,i,BR374,ø,4.1399023e-08
7059,BR,i,BR374,œ,2.0611362e-09
59,BR,i,BR374,a,2.7894445e-10
8059,BR,i,BR374,ɑ̃,2.7894445e-10
3059,BR,i,BR374,o,2.7894445e-10
9059,BR,i,BR374,ɔ,2.7894445e-10
10059,BR,i,BR374,ɔ̃,2.7894445e-10
4059,BR,i,BR374,u,5.602749e-09
2060,BR,i,BR375,i,0.99997663
