,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.72948563
7009,BR,i,BR132,ɪ,0.0018082141
9,BR,i,BR132,eɪ,4.4821145e-06
6009,BR,i,BR132,ɛ,9.002568e-05
4009,BR,i,BR132,æ,1.6488779e-06
5009,BR,i,BR132,ɑ,0.26836276
9009,BR,i,BR132,ʌ,2.2315135e-07
2009,BR,i,BR132,oʊ,0.00024471516
3009,BR,i,BR132,u,6.0658823e-07
8009,BR,i,BR132,ʊ,1.6488779e-06
1045,BR,i,BR329,i,0.24362706
7045,BR,i,BR329,ɪ,0.0044621853
45,BR,i,BR329,eɪ,5.506774e-07
6045,BR,i,BR329,ɛ,5.506774e-07
4045,BR,i,BR329,æ,1.1060652e-05
5045,BR,i,BR329,ɑ,1.1060652e-05
9045,BR,i,BR329,ʌ,1.1060652e-05
2045,BR,i,BR329,oʊ,4.068986e-06
3045,BR,i,BR329,u,0.662247
8045,BR,i,BR329,ʊ,0.08962538
1058,BR,i,BR373,i,0.04712041
7058,BR,i,BR373,ɪ,0.9464388
58,BR,i,BR373,eɪ,2.8951783e-07
6058,BR,i,BR373,ɛ,2.8951783e-07
4058,BR,i,BR373,æ,1.06507656e-07
5058,BR,i,BR373,ɑ,2.1392634e-06
9058,BR,i,BR373,ʌ,2.1392634e-06
2058,BR,i,BR373,oʊ,1.5807138e-05
3058,BR,i,BR373,u,0.0063770544
8058,BR,i,BR373,ʊ,4.2968255e-05
1059,BR,i,BR374,i,0.119202815
7059,BR,i,BR374,ɪ,0.8807963
59,BR,i,BR374,eɪ,6.678691e-10
6059,BR,i,BR374,ɛ,4.9349222e-09
4059,BR,i,BR374,æ,6.678691e-10
5059,BR,i,BR374,ɑ,1.8154566e-09
9059,BR,i,BR374,ʌ,1.8154566e-09
2059,BR,i,BR374,oʊ,1.34145095e-08
3059,BR,i,BR374,u,7.3240744e-07
8059,BR,i,BR374,ʊ,9.912057e-08
1060,BR,i,BR375,i,0.2640875
7060,BR,i,BR375,ɪ,0.004836931
60,BR,i,BR375,eɪ,1.6226096e-06
6060,BR,i,BR375,ɛ,5.9692474e-07
4060,BR,i,BR375,æ,1.1989553e-05
5060,BR,i,BR375,ɑ,1.1989553e-05
9060,BR,i,BR375,ʌ,4.41071e-06
2060,BR,i,BR375,oʊ,3.2590986e-05
3060,BR,i,BR375,u,0.7178642
8060,BR,i,BR375,ʊ,0.013148142
1074,BR,i,BR452,i,0.017967457
7074,BR,i,BR452,ɪ,0.98098993
74,BR,i,BR452,eɪ,2.2173604e-06
6074,BR,i,BR452,ɛ,0.00032908545
4074,BR,i,BR452,æ,4.4536875e-05
5074,BR,i,BR452,ɑ,3.000871e-07
9074,BR,i,BR452,ʌ,0.00032908545
2074,BR,i,BR452,oʊ,2.2173604e-06
3074,BR,i,BR452,u,0.00032908545
8074,BR,i,BR452,ʊ,6.0274106e-06
1075,BR,i,BR454,i,0.118670754
7075,BR,i,BR454,ɪ,0.0021735306
75,BR,i,BR454,eɪ,7.291383e-07
6075,BR,i,BR454,ɛ,0.00010821372
4075,BR,i,BR454,æ,1.9820034e-06
5075,BR,i,BR454,ɑ,0.87686485
9075,BR,i,BR454,ʌ,2.68235e-07
2075,BR,i,BR454,oʊ,0.0021735306
3075,BR,i,BR454,u,7.291383e-07
8075,BR,i,BR454,ʊ,5.387644e-06
1078,BR,i,BR46,i,0.01789664
7078,BR,i,BR46,ɪ,0.0024220468
78,BR,i,BR46,eɪ,6.0036537e-06
6078,BR,i,BR46,ɛ,0.0001205866
4078,BR,i,BR46,æ,2.2086208e-06
5078,BR,i,BR46,ɑ,0.9771234
9078,BR,i,BR46,ʌ,2.989043e-07
2078,BR,i,BR46,oʊ,0.0024220468
3078,BR,i,BR46,u,8.1250613e-07
8078,BR,i,BR46,ʊ,6.0036537e-06
1082,BR,i,BR47,i,0.7295964
7082,BR,i,BR47,ɪ,0.0018084887
82,BR,i,BR47,eɪ,4.4827952e-06
6082,BR,i,BR47,ɛ,9.003934e-05
4082,BR,i,BR47,æ,1.6491282e-06
5082,BR,i,BR47,ɑ,0.2684035
9082,BR,i,BR47,ʌ,2.2318522e-07
2082,BR,i,BR47,oʊ,9.003934e-05
3082,BR,i,BR47,u,6.066803e-07
8082,BR,i,BR47,ʊ,4.4827952e-06
1088,BR,i,BR496,i,0.01789664
7088,BR,i,BR496,ɪ,0.0024220468
88,BR,i,BR496,eɪ,6.0036537e-06
6088,BR,i,BR496,ɛ,0.0001205866
4088,BR,i,BR496,æ,2.2086208e-06
5088,BR,i,BR496,ɑ,0.9771234
9088,BR,i,BR496,ʌ,2.989043e-07
2088,BR,i,BR496,oʊ,0.0024220468
3088,BR,i,BR496,u,8.1250613e-07
8088,BR,i,BR496,ʊ,6.0036537e-06
1135,BR,i,BR741,i,0.4993166
7135,BR,i,BR741,ɪ,0.0012376822
135,BR,i,BR741,eɪ,3.0679073e-06
6135,BR,i,BR741,ɛ,6.1620565e-05
4135,BR,i,BR741,æ,1.12862e-06
5135,BR,i,BR741,ɑ,0.4993166
9135,BR,i,BR741,ʌ,1.527421e-07
2135,BR,i,BR741,oʊ,6.1620565e-05
