,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.095747896
7009,BR,i,BR132,ɪ,0.095747896
9,BR,i,BR132,eɪ,0.004767007
6009,BR,i,BR132,ɛ,0.70748657
4009,BR,i,BR132,æ,0.0002373353
5009,BR,i,BR132,ɑ,0.095747896
9009,BR,i,BR132,ʌ,4.3469477e-06
2009,BR,i,BR132,oʊ,0.0002373353
3009,BR,i,BR132,u,1.1816229e-05
8009,BR,i,BR132,ʊ,1.1816229e-05
1045,BR,i,BR329,i,0.000117503674
7045,BR,i,BR329,ɪ,0.0003194081
45,BR,i,BR329,eɪ,1.0714949e-07
6045,BR,i,BR329,ɛ,2.912625e-07
4045,BR,i,BR329,æ,5.8501637e-06
5045,BR,i,BR329,ɑ,2.152155e-06
9045,BR,i,BR329,ʌ,2.152155e-06
2045,BR,i,BR329,oʊ,5.8501637e-06
3045,BR,i,BR329,u,0.9521422
8045,BR,i,BR329,ʊ,0.047404367
1058,BR,i,BR373,i,1.6701377e-05
7058,BR,i,BR373,ɪ,0.99998057
58,BR,i,BR373,eɪ,2.0611137e-09
6058,BR,i,BR373,ɛ,5.6026876e-09
4058,BR,i,BR373,æ,7.582413e-10
5058,BR,i,BR373,ɑ,1.5229682e-08
9058,BR,i,BR373,ʌ,1.5229682e-08
2058,BR,i,BR373,oʊ,1.1253299e-07
3058,BR,i,BR373,u,2.2602856e-06
8058,BR,i,BR373,ʊ,3.0589638e-07
1059,BR,i,BR374,i,4.539758e-05
7059,BR,i,BR374,ɪ,0.99994826
59,BR,i,BR374,eɪ,2.7893238e-10
6059,BR,i,BR374,ɛ,5.6025065e-09
4059,BR,i,BR374,æ,2.7893238e-10
5059,BR,i,BR374,ɑ,7.5821677e-10
9059,BR,i,BR374,ʌ,7.5821677e-10
2059,BR,i,BR374,oʊ,1.522919e-08
3059,BR,i,BR374,u,6.1438946e-06
8059,BR,i,BR374,ʊ,1.1252936e-07
1060,BR,i,BR375,i,0.5340359
7060,BR,i,BR375,ɪ,0.0722739
60,BR,i,BR375,eɪ,3.2812302e-06
6060,BR,i,BR375,ɛ,8.919308e-06
4060,BR,i,BR375,æ,0.0001791491
5060,BR,i,BR375,ɑ,6.590527e-05
9060,BR,i,BR375,ʌ,2.4245193e-05
2060,BR,i,BR375,oʊ,0.00048697772
3060,BR,i,BR375,u,0.19646084
8060,BR,i,BR375,ʊ,0.19646084
1074,BR,i,BR452,i,1.984953e-06
7074,BR,i,BR452,ɪ,0.8781698
74,BR,i,BR452,eɪ,1.984953e-06
6074,BR,i,BR452,ɛ,0.0021767654
4074,BR,i,BR452,æ,2.6863418e-07
5074,BR,i,BR452,ɑ,2.6863418e-07
9074,BR,i,BR452,ʌ,0.0008007872
2074,BR,i,BR452,oʊ,9.882499e-08
3074,BR,i,BR452,u,0.118847355
8074,BR,i,BR452,ʊ,7.302234e-07
1075,BR,i,BR454,i,0.012683647
7075,BR,i,BR454,ɪ,0.034477726
