,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,1.0
5009,BR,i,BR132,y,1.05306175e-20
1009,BR,i,BR132,e,7.781132e-20
11009,BR,i,BR132,ɛ,1.05306175e-20
12009,BR,i,BR132,ɛ̃,1.05306175e-20
6009,BR,i,BR132,ø,1.05306175e-20
7009,BR,i,BR132,œ,1.05306175e-20
9,BR,i,BR132,a,1.05306175e-20
8009,BR,i,BR132,ɑ̃,1.05306175e-20
3009,BR,i,BR132,o,1.05306175e-20
9009,BR,i,BR132,ɔ,1.05306175e-20
10009,BR,i,BR132,ɔ̃,1.05306175e-20
4009,BR,i,BR132,u,1.05306175e-20
2045,BR,i,BR329,i,0.4800647
5045,BR,i,BR329,y,0.0032346505
1045,BR,i,BR329,e,0.00016104376
11045,BR,i,BR329,ɛ,0.023901014
12045,BR,i,BR329,ɛ̃,2.1794904e-05
6045,BR,i,BR329,ø,0.0032346505
7045,BR,i,BR329,œ,2.1794904e-05
45,BR,i,BR329,a,2.1794904e-05
8045,BR,i,BR329,ɑ̃,0.00043776233
3045,BR,i,BR329,o,2.1794904e-05
9045,BR,i,BR329,ɔ,2.1794904e-05
10045,BR,i,BR329,ɔ̃,0.008792692
4045,BR,i,BR329,u,0.4800647
2058,BR,i,BR373,i,0.00090455584
5058,BR,i,BR373,y,0.0066838134
1058,BR,i,BR373,e,4.5035184e-05
11058,BR,i,BR373,ɛ,1.6567517e-05
12058,BR,i,BR373,ɛ̃,8.2484814e-07
6058,BR,i,BR373,ø,0.9919659
7058,BR,i,BR373,œ,0.0003327675
58,BR,i,BR373,a,8.2484814e-07
8058,BR,i,BR373,ɑ̃,8.2484814e-07
3058,BR,i,BR373,o,8.2484814e-07
9058,BR,i,BR373,ɔ,4.5035184e-05
10058,BR,i,BR373,ɔ̃,8.2484814e-07
4058,BR,i,BR373,u,2.2421698e-06
2059,BR,i,BR374,i,0.00012301172
5059,BR,i,BR374,y,0.00012301172
1059,BR,i,BR374,e,4.5253484e-05
11059,BR,i,BR374,ɛ,0.0024707564
12059,BR,i,BR374,ɛ̃,8.2884645e-07
6059,BR,i,BR374,ø,8.2884645e-07
7059,BR,i,BR374,œ,8.2884645e-07
59,BR,i,BR374,a,8.2884645e-07
8059,BR,i,BR374,ɑ̃,8.2884645e-07
3059,BR,i,BR374,o,0.00033438051
9059,BR,i,BR374,ɔ,0.00012301172
10059,BR,i,BR374,ɔ̃,2.2530382e-06
4059,BR,i,BR374,u,0.99677426
2060,BR,i,BR375,i,0.57453907
5060,BR,i,BR375,y,9.595779e-06
1060,BR,i,BR375,e,0.00019273638
11060,BR,i,BR375,ɛ,0.21136111
12060,BR,i,BR375,ɛ̃,9.595779e-06
6060,BR,i,BR375,ø,0.0014241401
7060,BR,i,BR375,œ,9.595779e-06
60,BR,i,BR375,a,9.595779e-06
8060,BR,i,BR375,ɑ̃,9.595779e-06
3060,BR,i,BR375,o,2.6084033e-05
9060,BR,i,BR375,ɔ,0.0005239118
10060,BR,i,BR375,ɔ̃,0.0005239118
4060,BR,i,BR375,u,0.21136111
2074,BR,i,BR452,i,1.0
5074,BR,i,BR452,y,1.8795289e-12
1074,BR,i,BR452,e,1.2664166e-14
11074,BR,i,BR452,ɛ,1.7139084e-15
12074,BR,i,BR452,ɛ̃,1.7139084e-15
6074,BR,i,BR452,ø,1.7139084e-15
7074,BR,i,BR452,œ,1.7139084e-15
74,BR,i,BR452,a,1.7139084e-15
8074,BR,i,BR452,ɑ̃,1.7139084e-15
3074,BR,i,BR452,o,3.442477e-14
9074,BR,i,BR452,ɔ,4.658886e-15
10074,BR,i,BR452,ɔ̃,1.7139084e-15
4074,BR,i,BR452,u,4.658886e-15
2075,BR,i,BR454,i,1.5628822e-18
5075,BR,i,BR454,y,1.0
1075,BR,i,BR454,e,1.5628822e-18
11075,BR,i,BR454,ɛ,1.5628822e-18
12075,BR,i,BR454,ɛ̃,1.5628822e-18
6075,BR,i,BR454,ø,2.3195227e-16
7075,BR,i,BR454,œ,1.1548224e-17
75,BR,i,BR454,a,1.5628822e-18
8075,BR,i,BR454,ɑ̃,1.5628822e-18
3075,BR,i,BR454,o,1.5628822e-18
9075,BR,i,BR454,ɔ,1.5628822e-18
10075,BR,i,BR454,ɔ̃,1.5628822e-18
4075,BR,i,BR454,u,1.5628822e-18
2078,BR,i,BR46,i,1.0
5078,BR,i,BR46,y,6.9144e-13
1078,BR,i,BR46,e,5.6027964e-09
11078,BR,i,BR46,ɛ,2.789468e-10
12078,BR,i,BR46,ɛ̃,6.9144e-13
6078,BR,i,BR46,ø,1.8795289e-12
7078,BR,i,BR46,œ,6.9144e-13
78,BR,i,BR46,a,6.9144e-13
8078,BR,i,BR46,ɑ̃,6.9144e-13
3078,BR,i,BR46,o,6.9144e-13
9078,BR,i,BR46,ɔ,6.9144e-13
10078,BR,i,BR46,ɔ̃,6.9144e-13
4078,BR,i,BR46,u,3.7751344e-11
2082,BR,i,BR47,i,1.0
5082,BR,i,BR47,y,2.8625186e-20
1082,BR,i,BR47,e,5.7495225e-19
11082,BR,i,BR47,ɛ,2.8625186e-20
12082,BR,i,BR47,ɛ̃,2.8625186e-20
6082,BR,i,BR47,ø,2.8625186e-20
7082,BR,i,BR47,œ,2.8625186e-20
82,BR,i,BR47,a,2.8625186e-20
8082,BR,i,BR47,ɑ̃,2.8625186e-20
3082,BR,i,BR47,o,2.8625186e-20
9082,BR,i,BR47,ɔ,2.8625186e-20
10082,BR,i,BR47,ɔ̃,2.8625186e-20
4082,BR,i,BR47,u,2.8625186e-20
2088,BR,i,BR496,i,1.7139084e-15
5088,BR,i,BR496,y,1.0
1088,BR,i,BR496,e,8.5330476e-17
11088,BR,i,BR496,ɛ,8.5330476e-17
12088,BR,i,BR496,ɛ̃,8.5330476e-17
6088,BR,i,BR496,ø,1.2664166e-14
7088,BR,i,BR496,œ,1.7139084e-15
88,BR,i,BR496,a,8.5330476e-17
8088,BR,i,BR496,ɑ̃,8.5330476e-17
3088,BR,i,BR496,o,8.5330476e-17
9088,BR,i,BR496,ɔ,8.5330476e-17
10088,BR,i,BR496,ɔ̃,8.5330476e-17
4088,BR,i,BR496,u,8.5330476e-17
2135,BR,i,BR741,i,0.99995434
5135,BR,i,BR741,y,2.7893407e-10
1135,BR,i,BR741,e,1.1253004e-07
11135,BR,i,BR741,ɛ,7.582214e-10
12135,BR,i,BR741,ɛ̃,2.7893407e-10
6135,BR,i,BR741,ø,1.1253004e-07
7135,BR,i,BR741,œ,4.5397857e-05
135,BR,i,BR741,a,2.7893407e-10
8135,BR,i,BR741,ɑ̃,2.7893407e-10
3135,BR,i,BR741,o,2.7893407e-10
9135,BR,i,BR741,ɔ,7.582214e-10
10135,BR,i,BR741,ɔ̃,2.7893407e-10
4135,BR,i,BR741,u,2.7893407e-10
2136,BR,i,BR742,i,1.2664166e-14
5136,BR,i,BR742,y,1.2664166e-14
1136,BR,i,BR742,e,1.2664166e-14
11136,BR,i,BR742,ɛ,1.8795289e-12
12136,BR,i,BR742,ɛ̃,1.2664166e-14
6136,BR,i,BR742,ø,7.58256e-10
7136,BR,i,BR742,œ,1.0
136,BR,i,BR742,a,1.2664166e-14
8136,BR,i,BR742,ɑ̃,1.2664166e-14
3136,BR,i,BR742,o,1.2664166e-14
9136,BR,i,BR742,ɔ,1.2664166e-14
10136,BR,i,BR742,ɔ̃,1.2664166e-14
4136,BR,i,BR742,u,1.2664166e-14
2141,BR,i,BR757,i,1.2664166e-14
5141,BR,i,BR757,y,1.2664166e-14
1141,BR,i,BR757,e,1.2664166e-14
11141,BR,i,BR757,ɛ,3.7751344e-11
12141,BR,i,BR757,ɛ̃,1.2664166e-14
6141,BR,i,BR757,ø,3.7751344e-11
7141,BR,i,BR757,œ,1.0
141,BR,i,BR757,a,1.2664166e-14
8141,BR,i,BR757,ɑ̃,1.2664166e-14
3141,BR,i,BR757,o,1.2664166e-14
9141,BR,i,BR757,ɔ,1.2664166e-14
10141,BR,i,BR757,ɔ̃,1.2664166e-14
4141,BR,i,BR757,u,1.2664166e-14
2146,BR,i,BR796,i,0.0024726205
5146,BR,i,BR796,y,2.0560549e-09
1146,BR,i,BR796,e,4.129696e-08
11146,BR,i,BR796,ɛ,8.2947173e-07
12146,BR,i,BR796,ɛ̃,2.0560549e-09
6146,BR,i,BR796,ø,3.051456e-07
7146,BR,i,BR796,œ,0.9975262
146,BR,i,BR796,a,2.0560549e-09
8146,BR,i,BR796,ɑ̃,2.0560549e-09
3146,BR,i,BR796,o,2.0560549e-09
