,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,0.9999474
5009,BR,i,BR132,y,6.1438896e-06
1009,BR,i,BR132,e,1.1252926e-07
11009,BR,i,BR132,ɛ,5.602502e-09
12009,BR,i,BR132,ɛ̃,5.602502e-09
6009,BR,i,BR132,ø,8.31485e-07
7009,BR,i,BR132,œ,5.602502e-09
9,BR,i,BR132,a,5.602502e-09
8009,BR,i,BR132,ɑ̃,5.602502e-09
3009,BR,i,BR132,o,1.5229178e-08
9009,BR,i,BR132,ɔ,5.602502e-09
10009,BR,i,BR132,ɔ̃,4.5397544e-05
4009,BR,i,BR132,u,4.1397197e-08
2045,BR,i,BR329,i,0.08867584
5045,BR,i,BR329,y,0.65523076
1045,BR,i,BR329,e,0.0016241547
11045,BR,i,BR329,ɛ,0.24104594
12045,BR,i,BR329,ɛ̃,2.974743e-05
6045,BR,i,BR329,ø,0.00441491
7045,BR,i,BR329,œ,2.974743e-05
45,BR,i,BR329,a,0.00441491
8045,BR,i,BR329,ɑ̃,2.974743e-05
3045,BR,i,BR329,o,2.974743e-05
9045,BR,i,BR329,ɔ,2.974743e-05
10045,BR,i,BR329,ɔ̃,0.00441491
4045,BR,i,BR329,u,2.974743e-05
2058,BR,i,BR373,i,0.0007895693
5058,BR,i,BR373,y,0.11718247
1058,BR,i,BR373,e,0.0002904663
11058,BR,i,BR373,ɛ,0.0007895693
12058,BR,i,BR373,ɛ̃,3.931034e-05
6058,BR,i,BR373,ø,0.002146272
7058,BR,i,BR373,œ,0.0007895693
58,BR,i,BR373,a,0.0058341715
8058,BR,i,BR373,ɑ̃,3.931034e-05
3058,BR,i,BR373,o,0.00010685658
9058,BR,i,BR373,ɔ,0.0002904663
10058,BR,i,BR373,ɔ̃,0.86586785
4058,BR,i,BR373,u,0.0058341715
2059,BR,i,BR374,i,0.0066887173
5059,BR,i,BR374,y,0.00012250812
1059,BR,i,BR374,e,1.6579672e-05
11059,BR,i,BR374,ɛ,0.00033301162
12059,BR,i,BR374,ɛ̃,8.254533e-07
6059,BR,i,BR374,ø,8.254533e-07
7059,BR,i,BR374,œ,8.254533e-07
59,BR,i,BR374,a,0.00012250812
8059,BR,i,BR374,ɑ̃,8.254533e-07
3059,BR,i,BR374,o,2.2438146e-06
9059,BR,i,BR374,ɔ,8.254533e-07
10059,BR,i,BR374,ɔ̃,0.99269366
4059,BR,i,BR374,u,1.6579672e-05
2060,BR,i,BR375,i,0.017940346
5060,BR,i,BR375,y,1.10229294e-07
1060,BR,i,BR375,e,0.00012088109
11060,BR,i,BR375,ɛ,0.97950965
12060,BR,i,BR375,ɛ̃,1.10229294e-07
6060,BR,i,BR375,ø,2.9963428e-07
7060,BR,i,BR375,œ,1.10229294e-07
60,BR,i,BR375,a,1.10229294e-07
8060,BR,i,BR375,ɑ̃,1.10229294e-07
3060,BR,i,BR375,o,1.10229294e-07
9060,BR,i,BR375,ɔ,1.10229294e-07
10060,BR,i,BR375,ɔ̃,0.0024279617
4060,BR,i,BR375,u,1.10229294e-07
2074,BR,i,BR452,i,0.9908614
5074,BR,i,BR452,y,0.0066763717
1074,BR,i,BR452,e,1.11506765e-07
11074,BR,i,BR452,ɛ,3.0310682e-07
12074,BR,i,BR452,ɛ̃,1.11506765e-07
6074,BR,i,BR452,ø,1.11506765e-07
7074,BR,i,BR452,œ,3.0310682e-07
74,BR,i,BR452,a,2.2396732e-06
8074,BR,i,BR452,ɑ̃,1.11506765e-07
