,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.7026769
7009,BR,i,BR132,ɪ,0.0047345995
9,BR,i,BR132,eɪ,0.095096976
6009,BR,i,BR132,ɛ,0.0047345995
4009,BR,i,BR132,æ,0.0006407584
5009,BR,i,BR132,ɑ,0.095096976
9009,BR,i,BR132,ʌ,0.0006407584
2009,BR,i,BR132,oʊ,0.0006407584
3009,BR,i,BR132,u,0.095096976
8009,BR,i,BR132,ʊ,0.0006407584
1045,BR,i,BR329,i,0.9945304
7045,BR,i,BR329,ɪ,1.661035e-05
45,BR,i,BR329,eɪ,1.661035e-05
6045,BR,i,BR329,ɛ,1.661035e-05
4045,BR,i,BR329,æ,0.0024651946
5045,BR,i,BR329,ɑ,1.661035e-05
9045,BR,i,BR329,ʌ,1.661035e-05
2045,BR,i,BR329,oʊ,0.0024651946
3045,BR,i,BR329,u,0.00033362777
8045,BR,i,BR329,ʊ,0.0001227348
1058,BR,i,BR373,i,4.497304e-05
7058,BR,i,BR373,ɪ,4.497304e-05
58,BR,i,BR373,eɪ,0.0066745905
6058,BR,i,BR373,ɛ,0.00090330763
4058,BR,i,BR373,æ,0.00012224939
5058,BR,i,BR373,ɑ,0.0003323083
9058,BR,i,BR373,ʌ,4.497304e-05
2058,BR,i,BR373,oʊ,0.99059707
3058,BR,i,BR373,u,0.00090330763
8058,BR,i,BR373,ʊ,0.0003323083
1059,BR,i,BR374,i,8.3139304e-07
7059,BR,i,BR374,ɪ,8.3139304e-07
59,BR,i,BR374,eɪ,0.00012338966
6059,BR,i,BR374,ɛ,8.3139304e-07
4059,BR,i,BR374,æ,8.3139304e-07
5059,BR,i,BR374,ɑ,2.2599606e-06
9059,BR,i,BR374,ʌ,8.3139304e-07
2059,BR,i,BR374,oʊ,0.9998368
3059,BR,i,BR374,u,1.6698976e-05
8059,BR,i,BR374,ʊ,1.6698976e-05
1060,BR,i,BR375,i,0.046370614
7060,BR,i,BR375,ɪ,0.000114941264
60,BR,i,BR375,eɪ,0.017058797
6060,BR,i,BR375,ɛ,0.000114941264
4060,BR,i,BR375,æ,0.000114941264
5060,BR,i,BR375,ɑ,0.000114941264
9060,BR,i,BR375,ʌ,0.000114941264
2060,BR,i,BR375,oʊ,0.9313787
3060,BR,i,BR375,u,0.0023086572
8060,BR,i,BR375,ʊ,0.0023086572
1074,BR,i,BR452,i,0.98554796
7074,BR,i,BR452,ɪ,0.0003306145
74,BR,i,BR452,eɪ,4.474381e-05
6074,BR,i,BR452,ɛ,0.0003306145
4074,BR,i,BR452,æ,0.00664057
5074,BR,i,BR452,ɑ,0.0003306145
9074,BR,i,BR452,ʌ,4.474381e-05
2074,BR,i,BR452,oʊ,4.474381e-05
3074,BR,i,BR452,u,0.00664057
8074,BR,i,BR452,ʊ,4.474381e-05
1075,BR,i,BR454,i,0.98554796
7075,BR,i,BR454,ɪ,0.0003306145
75,BR,i,BR454,eɪ,0.00664057
6075,BR,i,BR454,ɛ,0.0003306145
4075,BR,i,BR454,æ,4.474381e-05
5075,BR,i,BR454,ɑ,0.0003306145
9075,BR,i,BR454,ʌ,4.474381e-05
2075,BR,i,BR454,oʊ,4.474381e-05
3075,BR,i,BR454,u,0.00664057
8075,BR,i,BR454,ʊ,4.474381e-05
1078,BR,i,BR46,i,0.98554796
7078,BR,i,BR46,ɪ,0.0003306145
78,BR,i,BR46,eɪ,0.00664057
6078,BR,i,BR46,ɛ,0.0003306145
4078,BR,i,BR46,æ,4.474381e-05
5078,BR,i,BR46,ɑ,0.0003306145
9078,BR,i,BR46,ʌ,4.474381e-05
2078,BR,i,BR46,oʊ,4.474381e-05
3078,BR,i,BR46,u,0.00664057
8078,BR,i,BR46,ʊ,4.474381e-05
1082,BR,i,BR47,i,0.68476635
7082,BR,i,BR47,ɪ,0.09267305
82,BR,i,BR47,eɪ,0.09267305
6082,BR,i,BR47,ɛ,0.03409251
4082,BR,i,BR47,æ,0.0006244261
5082,BR,i,BR47,ɑ,0.0006244261
9082,BR,i,BR47,ʌ,0.0006244261
2082,BR,i,BR47,oʊ,0.0006244261
3082,BR,i,BR47,u,0.09267305
8082,BR,i,BR47,ʊ,0.0006244261
1088,BR,i,BR496,i,0.98554796
7088,BR,i,BR496,ɪ,0.0003306145
88,BR,i,BR496,eɪ,4.474381e-05
6088,BR,i,BR496,ɛ,0.0003306145
4088,BR,i,BR496,æ,0.00664057
5088,BR,i,BR496,ɑ,0.00664057
9088,BR,i,BR496,ʌ,4.474381e-05
2088,BR,i,BR496,oʊ,4.474381e-05
3088,BR,i,BR496,u,0.0003306145
8088,BR,i,BR496,ʊ,4.474381e-05
1135,BR,i,BR741,i,0.94912136
7135,BR,i,BR741,ɪ,4.3090044e-05
135,BR,i,BR741,eɪ,4.3090044e-05
6135,BR,i,BR741,ɛ,4.3090044e-05
4135,BR,i,BR741,æ,0.000117130876
5135,BR,i,BR741,ɑ,0.0008654867
9135,BR,i,BR741,ʌ,0.04725397
2135,BR,i,BR741,oʊ,4.3090044e-05
3135,BR,i,BR741,u,0.000117130876
8135,BR,i,BR741,ʊ,0.0023526368
1136,BR,i,BR742,i,0.22654024
7136,BR,i,BR742,ɪ,0.0015264162
136,BR,i,BR742,eɪ,0.030658886
6136,BR,i,BR742,ɛ,0.011278775
4136,BR,i,BR742,æ,0.0041492293
5136,BR,i,BR742,ɑ,0.0041492293
9136,BR,i,BR742,ʌ,0.6158002
2136,BR,i,BR742,oʊ,0.011278775
3136,BR,i,BR742,u,0.011278775
