,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,0.99998295
5009,BR,i,BR132,y,1.6701415e-05
1009,BR,i,BR132,e,1.1253326e-07
11009,BR,i,BR132,ɛ,7.582431e-10
12009,BR,i,BR132,ɛ̃,7.582431e-10
6009,BR,i,BR132,ø,1.1253326e-07
7009,BR,i,BR132,œ,7.582431e-10
9,BR,i,BR132,a,7.582431e-10
8009,BR,i,BR132,ɑ̃,7.582431e-10
3009,BR,i,BR132,o,7.582431e-10
9009,BR,i,BR132,ɔ,7.582431e-10
10009,BR,i,BR132,ɔ̃,1.1253326e-07
4009,BR,i,BR132,u,7.582431e-10
2045,BR,i,BR329,i,1.6701051e-05
5045,BR,i,BR329,y,1.6701051e-05
1045,BR,i,BR329,e,2.2602417e-06
11045,BR,i,BR329,ɛ,0.99996114
12045,BR,i,BR329,ɛ̃,1.5229388e-08
6045,BR,i,BR329,ø,2.2602417e-06
7045,BR,i,BR329,œ,1.5229388e-08
45,BR,i,BR329,a,8.3149644e-07
8045,BR,i,BR329,ɑ̃,1.5229388e-08
3045,BR,i,BR329,o,1.5229388e-08
9045,BR,i,BR329,ɔ,1.5229388e-08
10045,BR,i,BR329,ɔ̃,1.5229388e-08
4045,BR,i,BR329,u,1.5229388e-08
2058,BR,i,BR373,i,6.1335286e-06
5058,BR,i,BR373,y,0.99826115
1058,BR,i,BR373,e,4.5320987e-05
11058,BR,i,BR373,ɛ,1.6672659e-05
12058,BR,i,BR373,ɛ̃,2.256399e-06
6058,BR,i,BR373,ø,0.0001231952
7058,BR,i,BR373,œ,2.256399e-06
58,BR,i,BR373,a,0.0001231952
8058,BR,i,BR373,ɑ̃,0.0001231952
3058,BR,i,BR373,o,6.1335286e-06
9058,BR,i,BR373,ɔ,4.5320987e-05
10058,BR,i,BR373,ɔ̃,0.0003348793
4058,BR,i,BR373,u,0.00091029634
2059,BR,i,BR374,i,0.0023520354
5059,BR,i,BR374,y,0.0008652654
1059,BR,i,BR374,e,0.000117100935
11059,BR,i,BR374,ɛ,0.04724189
12059,BR,i,BR374,ɛ̃,5.8301125e-06
6059,BR,i,BR374,ø,5.8301125e-06
7059,BR,i,BR374,œ,5.8301125e-06
59,BR,i,BR374,a,0.00031831334
8059,BR,i,BR374,ɑ̃,4.3079028e-05
3059,BR,i,BR374,o,4.3079028e-05
9059,BR,i,BR374,ɔ,5.8301125e-06
10059,BR,i,BR374,ɔ̃,0.9488787
4059,BR,i,BR374,u,0.000117100935
2060,BR,i,BR375,i,8.3152804e-07
5060,BR,i,BR375,y,3.7751312e-11
1060,BR,i,BR375,e,4.139934e-08
11060,BR,i,BR375,ɛ,0.99999917
12060,BR,i,BR375,ɛ̃,3.7751312e-11
6060,BR,i,BR375,ø,1.0261871e-10
7060,BR,i,BR375,œ,3.7751312e-11
60,BR,i,BR375,a,3.7751312e-11
8060,BR,i,BR375,ɑ̃,3.7751312e-11
3060,BR,i,BR375,o,3.7751312e-11
9060,BR,i,BR375,ɔ,3.7751312e-11
10060,BR,i,BR375,ɔ̃,2.061152e-09
4060,BR,i,BR375,u,3.7751312e-11
2074,BR,i,BR452,i,0.73104614
5074,BR,i,BR452,y,0.26893684
