,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,0.99995446
5009,BR,i,BR132,y,4.5397865e-05
1009,BR,i,BR132,e,2.0610598e-09
11009,BR,i,BR132,ɛ,1.1253005e-07
12009,BR,i,BR132,ɛ̃,1.02614126e-10
6009,BR,i,BR132,ø,1.5229286e-08
7009,BR,i,BR132,œ,2.789341e-10
9,BR,i,BR132,a,1.02614126e-10
8009,BR,i,BR132,ɑ̃,1.02614126e-10
3009,BR,i,BR132,o,1.02614126e-10
9009,BR,i,BR132,ɔ,1.02614126e-10
10009,BR,i,BR132,ɔ̃,1.02614126e-10
4009,BR,i,BR132,u,5.602541e-09
2045,BR,i,BR329,i,0.99995446
5045,BR,i,BR329,y,4.5397865e-05
1045,BR,i,BR329,e,2.0610598e-09
11045,BR,i,BR329,ɛ,1.1253005e-07
12045,BR,i,BR329,ɛ̃,1.02614126e-10
6045,BR,i,BR329,ø,1.5229286e-08
7045,BR,i,BR329,œ,2.789341e-10
45,BR,i,BR329,a,1.02614126e-10
8045,BR,i,BR329,ɑ̃,1.02614126e-10
3045,BR,i,BR329,o,1.02614126e-10
9045,BR,i,BR329,ɔ,1.02614126e-10
10045,BR,i,BR329,ɔ̃,1.02614126e-10
4045,BR,i,BR329,u,5.602541e-09
2058,BR,i,BR373,i,0.99995446
5058,BR,i,BR373,y,4.5397865e-05
1058,BR,i,BR373,e,2.0610598e-09
11058,BR,i,BR373,ɛ,1.1253005e-07
12058,BR,i,BR373,ɛ̃,1.02614126e-10
6058,BR,i,BR373,ø,1.5229286e-08
7058,BR,i,BR373,œ,2.789341e-10
58,BR,i,BR373,a,1.02614126e-10
8058,BR,i,BR373,ɑ̃,1.02614126e-10
3058,BR,i,BR373,o,1.02614126e-10
9058,BR,i,BR373,ɔ,1.02614126e-10
10058,BR,i,BR373,ɔ̃,1.02614126e-10
4058,BR,i,BR373,u,5.602541e-09
2059,BR,i,BR374,i,0.99995446
5059,BR,i,BR374,y,4.5397865e-05
1059,BR,i,BR374,e,2.0610598e-09
11059,BR,i,BR374,ɛ,1.1253005e-07
12059,BR,i,BR374,ɛ̃,1.02614126e-10
6059,BR,i,BR374,ø,1.5229286e-08
7059,BR,i,BR374,œ,2.789341e-10
59,BR,i,BR374,a,1.02614126e-10
8059,BR,i,BR374,ɑ̃,1.02614126e-10
3059,BR,i,BR374,o,1.02614126e-10
9059,BR,i,BR374,ɔ,1.02614126e-10
10059,BR,i,BR374,ɔ̃,1.02614126e-10
4059,BR,i,BR374,u,5.602541e-09
2060,BR,i,BR375,i,0.99995446
5060,BR,i,BR375,y,4.5397865e-05
1060,BR,i,BR375,e,2.0610598e-09
11060,BR,i,BR375,ɛ,1.1253005e-07
12060,BR,i,BR375,ɛ̃,1.02614126e-10
6060,BR,i,BR375,ø,1.5229286e-08
7060,BR,i,BR375,œ,2.789341e-10
60,BR,i,BR375,a,1.02614126e-10
8060,BR,i,BR375,ɑ̃,1.02614126e-10
3060,BR,i,BR375,o,1.02614126e-10
9060,BR,i,BR375,ɔ,1.02614126e-10
