,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.000904885
7009,BR,i,BR132,ɪ,4.5051573e-05
9,BR,i,BR132,eɪ,6.0970674e-06
6009,BR,i,BR132,ɛ,0.006686246
4009,BR,i,BR132,æ,6.0970674e-06
5009,BR,i,BR132,ɑ,6.0970674e-06
9009,BR,i,BR132,ʌ,6.0970674e-06
2009,BR,i,BR132,oʊ,6.0970674e-06
3009,BR,i,BR132,u,0.9923269
8009,BR,i,BR132,ʊ,6.0970674e-06
1045,BR,i,BR329,i,0.875075
7045,BR,i,BR329,ɪ,3.9728344e-05
45,BR,i,BR329,eɪ,0.005896209
6045,BR,i,BR329,ɛ,3.9728344e-05
4045,BR,i,BR329,æ,0.00010799283
5045,BR,i,BR329,ɑ,3.9728344e-05
9045,BR,i,BR329,ʌ,3.9728344e-05
2045,BR,i,BR329,oʊ,3.9728344e-05
3045,BR,i,BR329,u,0.11842852
8045,BR,i,BR329,ʊ,0.00029355494
1058,BR,i,BR373,i,4.497304e-05
7058,BR,i,BR373,ɪ,4.497304e-05
58,BR,i,BR373,eɪ,0.0066745905
6058,BR,i,BR373,ɛ,0.00090330763
4058,BR,i,BR373,æ,0.00012224939
5058,BR,i,BR373,ɑ,0.0003323083
9058,BR,i,BR373,ʌ,4.497304e-05
2058,BR,i,BR373,oʊ,0.99059707
3058,BR,i,BR373,u,0.00090330763
8058,BR,i,BR373,ʊ,0.0003323083
1059,BR,i,BR374,i,8.3139304e-07
7059,BR,i,BR374,ɪ,8.3139304e-07
59,BR,i,BR374,eɪ,0.00012338966
6059,BR,i,BR374,ɛ,8.3139304e-07
4059,BR,i,BR374,æ,8.3139304e-07
5059,BR,i,BR374,ɑ,2.2599606e-06
9059,BR,i,BR374,ʌ,8.3139304e-07
2059,BR,i,BR374,oʊ,0.9998368
3059,BR,i,BR374,u,1.6698976e-05
8059,BR,i,BR374,ʊ,1.6698976e-05
1060,BR,i,BR375,i,0.046370614
7060,BR,i,BR375,ɪ,0.000114941264
60,BR,i,BR375,eɪ,0.017058797
6060,BR,i,BR375,ɛ,0.000114941264
4060,BR,i,BR375,æ,0.000114941264
5060,BR,i,BR375,ɑ,0.000114941264
9060,BR,i,BR375,ʌ,0.000114941264
2060,BR,i,BR375,oʊ,0.9313787
3060,BR,i,BR375,u,0.0023086572
8060,BR,i,BR375,ʊ,0.0023086572
1074,BR,i,BR452,i,0.7201313
7074,BR,i,BR452,ɪ,0.00065667473
74,BR,i,BR452,eɪ,8.887126e-05
6074,BR,i,BR452,ɛ,0.00065667473
4074,BR,i,BR452,æ,0.2649215
5074,BR,i,BR452,ɑ,8.887126e-05
9074,BR,i,BR452,ʌ,8.887126e-05
2074,BR,i,BR452,oʊ,8.887126e-05
3074,BR,i,BR452,u,0.013189665
8074,BR,i,BR452,ʊ,8.887126e-05
1075,BR,i,BR454,i,0.26858607
7075,BR,i,BR454,ɪ,0.0002449188
75,BR,i,BR454,eɪ,3.3146156e-05
6075,BR,i,BR454,ɛ,0.0002449188
4075,BR,i,BR454,æ,0.0006657583
5075,BR,i,BR454,ɑ,3.3146156e-05
9075,BR,i,BR454,ʌ,3.3146156e-05
2075,BR,i,BR454,oʊ,3.3146156e-05
3075,BR,i,BR454,u,0.73009264
