,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,7.5815776e-10
5009,BR,i,BR132,y,6.143416e-06
1009,BR,i,BR132,e,7.5815776e-10
11009,BR,i,BR132,ɛ,7.5815776e-10
12009,BR,i,BR132,ɛ̃,7.5815776e-10
6009,BR,i,BR132,ø,0.9998704
7009,BR,i,BR132,œ,0.00012339381
9,BR,i,BR132,a,7.5815776e-10
8009,BR,i,BR132,ɑ̃,7.5815776e-10
3009,BR,i,BR132,o,7.5815776e-10
9009,BR,i,BR132,ɔ,2.0608866e-09
10009,BR,i,BR132,ɔ̃,7.5815776e-10
4009,BR,i,BR132,u,5.6020704e-09
2045,BR,i,BR329,i,1.38879325e-11
5045,BR,i,BR329,y,5.6027916e-09
1045,BR,i,BR329,e,1.38879325e-11
11045,BR,i,BR329,ɛ,1.38879325e-11
12045,BR,i,BR329,ɛ̃,1.38879325e-11
6045,BR,i,BR329,ø,0.99999917
7045,BR,i,BR329,œ,8.3152804e-07
45,BR,i,BR329,a,1.38879325e-11
8045,BR,i,BR329,ɑ̃,1.38879325e-11
3045,BR,i,BR329,o,1.38879325e-11
9045,BR,i,BR329,ɔ,3.7751312e-11
10045,BR,i,BR329,ɔ̃,1.38879325e-11
4045,BR,i,BR329,u,1.0261871e-10
2058,BR,i,BR373,i,2.789339e-10
5058,BR,i,BR373,y,8.3149024e-07
1058,BR,i,BR373,e,2.789339e-10
11058,BR,i,BR373,ɛ,2.789339e-10
12058,BR,i,BR373,ɛ̃,2.789339e-10
6058,BR,i,BR373,ø,0.99995375
7058,BR,i,BR373,œ,4.5397832e-05
58,BR,i,BR373,a,2.789339e-10
8058,BR,i,BR373,ɑ̃,2.789339e-10
3058,BR,i,BR373,o,2.789339e-10
9058,BR,i,BR373,ɔ,7.5822093e-10
10058,BR,i,BR373,ɔ̃,2.789339e-10
4058,BR,i,BR373,u,2.0610584e-09
2059,BR,i,BR374,i,5.109089e-12
5059,BR,i,BR374,y,4.1399375e-08
1059,BR,i,BR374,e,5.109089e-12
11059,BR,i,BR374,ɛ,5.109089e-12
12059,BR,i,BR374,ɛ̃,5.109089e-12
6059,BR,i,BR374,ø,1.0
7059,BR,i,BR374,œ,4.1399375e-08
59,BR,i,BR374,a,5.109089e-12
8059,BR,i,BR374,ɑ̃,5.109089e-12
3059,BR,i,BR374,o,5.109089e-12
9059,BR,i,BR374,ɔ,1.3887944e-11
10059,BR,i,BR374,ɔ̃,5.109089e-12
4059,BR,i,BR374,u,5.109089e-12
2060,BR,i,BR375,i,1.3887942e-11
5060,BR,i,BR375,y,4.139937e-08
1060,BR,i,BR375,e,1.3887942e-11
11060,BR,i,BR375,ɛ,1.3887942e-11
12060,BR,i,BR375,ɛ̃,1.3887942e-11
6060,BR,i,BR375,ø,0.9999999
7060,BR,i,BR375,œ,1.1253516e-07
60,BR,i,BR375,a,1.3887942e-11
8060,BR,i,BR375,ɑ̃,1.3887942e-11
3060,BR,i,BR375,o,1.3887942e-11
9060,BR,i,BR375,ɔ,3.775134e-11
10060,BR,i,BR375,ɔ̃,1.3887942e-11
4060,BR,i,BR375,u,1.0261878e-10
2074,BR,i,BR452,i,5.564615e-09
5074,BR,i,BR452,y,0.0001225688
1074,BR,i,BR452,e,5.564615e-09
11074,BR,i,BR452,ɛ,5.564615e-09
12074,BR,i,BR452,ɛ̃,5.564615e-09
6074,BR,i,BR452,ø,0.9931853
7074,BR,i,BR452,œ,0.00669203
74,BR,i,BR452,a,5.564615e-09
8074,BR,i,BR452,ɑ̃,5.564615e-09
3074,BR,i,BR452,o,5.564615e-09
9074,BR,i,BR452,ɔ,1.5126192e-08
10074,BR,i,BR452,ɔ̃,5.564615e-09
4074,BR,i,BR452,u,1.5126192e-08
2075,BR,i,BR454,i,3.775111e-11
5075,BR,i,BR454,y,6.144174e-06
1075,BR,i,BR454,e,3.775111e-11
11075,BR,i,BR454,ɛ,3.775111e-11
12075,BR,i,BR454,ɛ̃,3.775111e-11
6075,BR,i,BR454,ø,0.9999938
7075,BR,i,BR454,œ,1.5229885e-08
