,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.9513531
7009,BR,i,BR132,ɪ,0.04736508
9,BR,i,BR132,eɪ,0.00086752174
6009,BR,i,BR132,ɛ,0.0003191434
4009,BR,i,BR132,æ,1.5889214e-05
5009,BR,i,BR132,ɑ,1.5889214e-05
9009,BR,i,BR132,ʌ,1.5889214e-05
2009,BR,i,BR132,oʊ,1.5889214e-05
3009,BR,i,BR132,u,1.5889214e-05
8009,BR,i,BR132,ʊ,1.5889214e-05
1045,BR,i,BR329,i,0.98174
7045,BR,i,BR329,ɪ,0.017981196
45,BR,i,BR329,eɪ,0.000121156336
6045,BR,i,BR329,ɛ,0.000121156336
4045,BR,i,BR329,æ,6.032019e-06
5045,BR,i,BR329,ɑ,6.032019e-06
9045,BR,i,BR329,ʌ,6.032019e-06
2045,BR,i,BR329,oʊ,6.032019e-06
3045,BR,i,BR329,u,6.032019e-06
8045,BR,i,BR329,ʊ,6.032019e-06
1058,BR,i,BR373,i,0.98174
7058,BR,i,BR373,ɪ,0.017981196
58,BR,i,BR373,eɪ,0.000121156336
6058,BR,i,BR373,ɛ,0.000121156336
4058,BR,i,BR373,æ,6.032019e-06
5058,BR,i,BR373,ɑ,6.032019e-06
9058,BR,i,BR373,ʌ,6.032019e-06
2058,BR,i,BR373,oʊ,6.032019e-06
3058,BR,i,BR373,u,6.032019e-06
8058,BR,i,BR373,ʊ,6.032019e-06
1059,BR,i,BR374,i,0.9513531
7059,BR,i,BR374,ɪ,0.04736508
59,BR,i,BR374,eɪ,0.00086752174
6059,BR,i,BR374,ɛ,0.0003191434
4059,BR,i,BR374,æ,1.5889214e-05
5059,BR,i,BR374,ɑ,1.5889214e-05
9059,BR,i,BR374,ʌ,1.5889214e-05
2059,BR,i,BR374,oʊ,1.5889214e-05
3059,BR,i,BR374,u,1.5889214e-05
8059,BR,i,BR374,ʊ,1.5889214e-05
1060,BR,i,BR375,i,0.9513531
7060,BR,i,BR375,ɪ,0.04736508
60,BR,i,BR375,eɪ,0.00086752174
6060,BR,i,BR375,ɛ,0.0003191434
4060,BR,i,BR375,æ,1.5889214e-05
5060,BR,i,BR375,ɑ,1.5889214e-05
9060,BR,i,BR375,ʌ,1.5889214e-05
2060,BR,i,BR375,oʊ,1.5889214e-05
3060,BR,i,BR375,u,1.5889214e-05
8060,BR,i,BR375,ʊ,1.5889214e-05
1074,BR,i,BR452,i,0.98174
7074,BR,i,BR452,ɪ,0.017981196
74,BR,i,BR452,eɪ,0.000121156336
6074,BR,i,BR452,ɛ,0.000121156336
4074,BR,i,BR452,æ,6.032019e-06
5074,BR,i,BR452,ɑ,6.032019e-06
9074,BR,i,BR452,ʌ,6.032019e-06
2074,BR,i,BR452,oʊ,6.032019e-06
3074,BR,i,BR452,u,6.032019e-06
8074,BR,i,BR452,ʊ,6.032019e-06
1075,BR,i,BR454,i,0.9513531
7075,BR,i,BR454,ɪ,0.04736508
75,BR,i,BR454,eɪ,0.00086752174
6075,BR,i,BR454,ɛ,0.0003191434
4075,BR,i,BR454,æ,1.5889214e-05
5075,BR,i,BR454,ɑ,1.5889214e-05
9075,BR,i,BR454,ʌ,1.5889214e-05
2075,BR,i,BR454,oʊ,1.5889214e-05
3075,BR,i,BR454,u,1.5889214e-05
8075,BR,i,BR454,ʊ,1.5889214e-05
1078,BR,i,BR46,i,0.98174
7078,BR,i,BR46,ɪ,0.017981196
78,BR,i,BR46,eɪ,0.000121156336
6078,BR,i,BR46,ɛ,0.000121156336
4078,BR,i,BR46,æ,6.032019e-06
5078,BR,i,BR46,ɑ,6.032019e-06
9078,BR,i,BR46,ʌ,6.032019e-06
2078,BR,i,BR46,oʊ,6.032019e-06
3078,BR,i,BR46,u,6.032019e-06
8078,BR,i,BR46,ʊ,6.032019e-06
1082,BR,i,BR47,i,0.98174
7082,BR,i,BR47,ɪ,0.017981196
82,BR,i,BR47,eɪ,0.000121156336
6082,BR,i,BR47,ɛ,0.000121156336
4082,BR,i,BR47,æ,6.032019e-06
5082,BR,i,BR47,ɑ,6.032019e-06
9082,BR,i,BR47,ʌ,6.032019e-06
2082,BR,i,BR47,oʊ,6.032019e-06
3082,BR,i,BR47,u,6.032019e-06
8082,BR,i,BR47,ʊ,6.032019e-06
1088,BR,i,BR496,i,0.98174
7088,BR,i,BR496,ɪ,0.017981196
88,BR,i,BR496,eɪ,0.000121156336
6088,BR,i,BR496,ɛ,0.000121156336
4088,BR,i,BR496,æ,6.032019e-06
5088,BR,i,BR496,ɑ,6.032019e-06
9088,BR,i,BR496,ʌ,6.032019e-06
2088,BR,i,BR496,oʊ,6.032019e-06
3088,BR,i,BR496,u,6.032019e-06
8088,BR,i,BR496,ʊ,6.032019e-06
1135,BR,i,BR741,i,0.99646145
7135,BR,i,BR741,ɪ,0.002469981
135,BR,i,BR741,eɪ,0.00090865523
6135,BR,i,BR741,ɛ,0.00012297311
4135,BR,i,BR741,æ,6.122471e-06
5135,BR,i,BR741,ɑ,6.122471e-06
9135,BR,i,BR741,ʌ,6.122471e-06
2135,BR,i,BR741,oʊ,6.122471e-06
3135,BR,i,BR741,u,6.122471e-06
8135,BR,i,BR741,ʊ,6.122471e-06
1136,BR,i,BR742,i,0.9513531
7136,BR,i,BR742,ɪ,0.04736508
136,BR,i,BR742,eɪ,0.00086752174
6136,BR,i,BR742,ɛ,0.0003191434
4136,BR,i,BR742,æ,1.5889214e-05
5136,BR,i,BR742,ɑ,1.5889214e-05
9136,BR,i,BR742,ʌ,1.5889214e-05
2136,BR,i,BR742,oʊ,1.5889214e-05
3136,BR,i,BR742,u,1.5889214e-05
8136,BR,i,BR742,ʊ,1.5889214e-05
1141,BR,i,BR757,i,0.9513531
7141,BR,i,BR757,ɪ,0.04736508
141,BR,i,BR757,eɪ,0.00086752174
6141,BR,i,BR757,ɛ,0.0003191434
4141,BR,i,BR757,æ,1.5889214e-05
5141,BR,i,BR757,ɑ,1.5889214e-05
9141,BR,i,BR757,ʌ,1.5889214e-05
2141,BR,i,BR757,oʊ,1.5889214e-05
3141,BR,i,BR757,u,1.5889214e-05
8141,BR,i,BR757,ʊ,1.5889214e-05
1146,BR,i,BR796,i,0.99646145
7146,BR,i,BR796,ɪ,0.002469981
146,BR,i,BR796,eɪ,0.00090865523
6146,BR,i,BR796,ɛ,0.00012297311
4146,BR,i,BR796,æ,6.122471e-06
5146,BR,i,BR796,ɑ,6.122471e-06
9146,BR,i,BR796,ʌ,6.122471e-06
2146,BR,i,BR796,oʊ,6.122471e-06
3146,BR,i,BR796,u,6.122471e-06
8146,BR,i,BR796,ʊ,6.122471e-06
1189,BR,i,BR99,i,0.98174
7189,BR,i,BR99,ɪ,0.017981196
189,BR,i,BR99,eɪ,0.000121156336
6189,BR,i,BR99,ɛ,0.000121156336
4189,BR,i,BR99,æ,6.032019e-06
5189,BR,i,BR99,ɑ,6.032019e-06
9189,BR,i,BR99,ʌ,6.032019e-06
2189,BR,i,BR99,oʊ,6.032019e-06
3189,BR,i,BR99,u,6.032019e-06
8189,BR,i,BR99,ʊ,6.032019e-06
