,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.0063771843
7009,BR,i,BR132,ɪ,0.94645804
9,BR,i,BR132,eɪ,1.4414536e-08
6009,BR,i,BR132,ɛ,2.895237e-07
4009,BR,i,BR132,æ,1.4414536e-08
5009,BR,i,BR132,ɑ,1.4414536e-08
9009,BR,i,BR132,ʌ,1.0650982e-07
2009,BR,i,BR132,oʊ,1.4414536e-08
3009,BR,i,BR132,u,0.04712137
8009,BR,i,BR132,ʊ,4.2969128e-05
1045,BR,i,BR329,i,0.0003293057
7045,BR,i,BR329,ɪ,0.9816465
45,BR,i,BR329,eɪ,5.4999654e-09
6045,BR,i,BR329,ɛ,1.10469756e-07
4045,BR,i,BR329,æ,5.4999654e-09
5045,BR,i,BR329,ɑ,5.4999654e-09
9045,BR,i,BR329,ʌ,4.063955e-08
2045,BR,i,BR329,oʊ,5.4999654e-09
3045,BR,i,BR329,u,0.017979482
8045,BR,i,BR329,ʊ,4.456668e-05
1058,BR,i,BR373,i,0.0003293057
7058,BR,i,BR373,ɪ,0.9816465
58,BR,i,BR373,eɪ,5.4999654e-09
6058,BR,i,BR373,ɛ,1.10469756e-07
4058,BR,i,BR373,æ,5.4999654e-09
5058,BR,i,BR373,ɑ,5.4999654e-09
9058,BR,i,BR373,ʌ,4.063955e-08
2058,BR,i,BR373,oʊ,5.4999654e-09
3058,BR,i,BR373,u,0.017979482
8058,BR,i,BR373,ʊ,4.456668e-05
1059,BR,i,BR374,i,0.002456074
7059,BR,i,BR374,ɪ,0.990851
59,BR,i,BR374,eɪ,5.5515366e-09
6059,BR,i,BR374,ɛ,1.1150559e-07
4059,BR,i,BR374,æ,5.5515366e-09
5059,BR,i,BR374,ɑ,5.5515366e-09
9059,BR,i,BR374,ʌ,4.1020613e-08
2059,BR,i,BR374,oʊ,5.5515366e-09
3059,BR,i,BR374,u,0.0066763014
8059,BR,i,BR374,ʊ,1.6548896e-05
1060,BR,i,BR375,i,4.5093297e-05
7060,BR,i,BR375,ɪ,0.9932459
60,BR,i,BR375,eɪ,2.0472324e-09
6060,BR,i,BR375,ɛ,4.111976e-08
4060,BR,i,BR375,æ,2.0472324e-09
5060,BR,i,BR375,ɑ,2.0472324e-09
9060,BR,i,BR375,ʌ,1.5127114e-08
2060,BR,i,BR375,oʊ,2.0472324e-09
3060,BR,i,BR375,u,0.0066924384
8060,BR,i,BR375,ʊ,1.6588896e-05
1074,BR,i,BR452,i,0.0021778732
7074,BR,i,BR452,ɪ,0.8786167
74,BR,i,BR452,eɪ,3.6374182e-08
6074,BR,i,BR452,ɛ,7.30595e-07
4074,BR,i,BR452,æ,3.6374182e-08
5074,BR,i,BR452,ɑ,3.6374182e-08
9074,BR,i,BR452,ʌ,1.985963e-06
2074,BR,i,BR452,oʊ,3.6374182e-08
3074,BR,i,BR452,u,0.11890784
8074,BR,i,BR452,ʊ,0.00029474305
1075,BR,i,BR454,i,0.0003293057
7075,BR,i,BR454,ɪ,0.9816465
75,BR,i,BR454,eɪ,5.4999654e-09
6075,BR,i,BR454,ɛ,1.10469756e-07
4075,BR,i,BR454,æ,5.4999654e-09
5075,BR,i,BR454,ɑ,5.4999654e-09
9075,BR,i,BR454,ʌ,4.063955e-08
2075,BR,i,BR454,oʊ,5.4999654e-09
3075,BR,i,BR454,u,0.017979482
