,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,1.0
7009,BR,i,BR132,ɪ,2.3195227e-16
9,BR,i,BR132,eɪ,2.3195227e-16
6009,BR,i,BR132,ɛ,4.658886e-15
4009,BR,i,BR132,æ,6.305117e-16
5009,BR,i,BR132,ɑ,6.305117e-16
9009,BR,i,BR132,ʌ,1.7139084e-15
2009,BR,i,BR132,oʊ,2.5436657e-13
3009,BR,i,BR132,u,3.442477e-14
8009,BR,i,BR132,ʊ,1.2664166e-14
1045,BR,i,BR329,i,0.9452402
7045,BR,i,BR329,ɪ,0.0063689784
45,BR,i,BR329,eɪ,2.1365543e-06
6045,BR,i,BR329,ɛ,7.8599436e-07
4045,BR,i,BR329,æ,1.5787118e-05
5045,BR,i,BR329,ɑ,1.5787118e-05
9045,BR,i,BR329,ʌ,0.00011665191
2045,BR,i,BR329,oʊ,0.00031709275
3045,BR,i,BR329,u,0.0008619475
8045,BR,i,BR329,ʊ,0.047060736
1058,BR,i,BR373,i,0.047307607
7058,BR,i,BR373,ɪ,0.9501987
58,BR,i,BR373,eɪ,1.5869935e-05
6058,BR,i,BR373,ɛ,2.1477622e-06
4058,BR,i,BR373,æ,1.0693078e-07
5058,BR,i,BR373,ɑ,2.1477622e-06
9058,BR,i,BR373,ʌ,7.901175e-07
2058,BR,i,BR373,oʊ,1.0693078e-07
3058,BR,i,BR373,u,0.00011726384
8058,BR,i,BR373,ʊ,0.002355307
1059,BR,i,BR374,i,0.4680528
7059,BR,i,BR374,ɪ,0.4680528
59,BR,i,BR374,eɪ,5.7762303e-05
6059,BR,i,BR374,ɛ,7.817278e-06
4059,BR,i,BR374,æ,2.1249565e-05
5059,BR,i,BR374,ɑ,7.817278e-06
9059,BR,i,BR374,ʌ,2.1249565e-05
2059,BR,i,BR374,oʊ,7.817278e-06
3059,BR,i,BR374,u,0.00042680893
8059,BR,i,BR374,ʊ,0.06334406
1060,BR,i,BR375,i,0.71751285
7060,BR,i,BR375,ɪ,0.0048345635
60,BR,i,BR375,eɪ,4.4085514e-06
6060,BR,i,BR375,ɛ,1.6218154e-06
4060,BR,i,BR375,æ,3.2575033e-05
5060,BR,i,BR375,ɑ,3.2575033e-05
9060,BR,i,BR375,ʌ,0.00024069875
2060,BR,i,BR375,oʊ,0.00024069875
3060,BR,i,BR375,u,0.013141707
8060,BR,i,BR375,ʊ,0.26395825
1074,BR,i,BR452,i,0.9801043
7074,BR,i,BR452,ɪ,0.017951237
74,BR,i,BR452,eɪ,2.9981618e-07
6074,BR,i,BR452,ɛ,8.149849e-07
4074,BR,i,BR452,æ,1.636941e-05
5074,BR,i,BR452,ɑ,0.00012095448
9074,BR,i,BR452,ʌ,1.636941e-05
2074,BR,i,BR452,oʊ,0.00089373946
3074,BR,i,BR452,u,0.00089373946
8074,BR,i,BR452,ʊ,2.2153586e-06
1075,BR,i,BR454,i,0.11894181
7075,BR,i,BR454,ɪ,0.0021784955
75,BR,i,BR454,eɪ,3.6384574e-08
6075,BR,i,BR454,ɛ,5.39995e-06
4075,BR,i,BR454,æ,9.8903534e-08
5075,BR,i,BR454,ɑ,7.308038e-07
9075,BR,i,BR454,ʌ,9.8903534e-08
2075,BR,i,BR454,oʊ,9.8903534e-08
3075,BR,i,BR454,u,0.87886775
8075,BR,i,BR454,ʊ,5.39995e-06
1078,BR,i,BR46,i,1.0
7078,BR,i,BR46,ɪ,6.305117e-16
78,BR,i,BR46,eɪ,6.305117e-16
6078,BR,i,BR46,ɛ,1.2664166e-14
4078,BR,i,BR46,æ,1.7139084e-15
5078,BR,i,BR46,ɑ,6.305117e-16
9078,BR,i,BR46,ʌ,1.7139084e-15
2078,BR,i,BR46,oʊ,6.9144e-13
3078,BR,i,BR46,u,2.5436657e-13
8078,BR,i,BR46,ʊ,2.5436657e-13
1082,BR,i,BR47,i,1.0
7082,BR,i,BR47,ɪ,5.109089e-12
82,BR,i,BR47,eɪ,1.3887944e-11
6082,BR,i,BR47,ɛ,3.7751344e-11
4082,BR,i,BR47,æ,5.109089e-12
5082,BR,i,BR47,ɑ,3.7751344e-11
9082,BR,i,BR47,ʌ,3.7751344e-11
2082,BR,i,BR47,oʊ,5.6027964e-09
3082,BR,i,BR47,u,5.6027964e-09
8082,BR,i,BR47,ʊ,3.7751344e-11
1088,BR,i,BR496,i,0.9999474
7088,BR,i,BR496,ɪ,8.31485e-07
88,BR,i,BR496,eɪ,7.5821616e-10
6088,BR,i,BR496,ɛ,7.5821616e-10
4088,BR,i,BR496,æ,1.1252926e-07
5088,BR,i,BR496,ɑ,6.1438896e-06
9088,BR,i,BR496,ʌ,2.0610453e-09
2088,BR,i,BR496,oʊ,2.0610453e-09
3088,BR,i,BR496,u,4.5397544e-05
8088,BR,i,BR496,ʊ,4.1397197e-08
1135,BR,i,BR741,i,0.0016451455
7135,BR,i,BR741,ɪ,0.24416123
135,BR,i,BR741,eɪ,1.1084902e-05
6135,BR,i,BR741,ɛ,0.66369903
4135,BR,i,BR741,æ,4.0779078e-06
5135,BR,i,BR741,ɑ,0.0006052152
9135,BR,i,BR741,ʌ,3.013189e-05
2135,BR,i,BR741,oʊ,1.1084902e-05
3135,BR,i,BR741,u,0.0898219
8135,BR,i,BR741,ʊ,1.1084902e-05
1136,BR,i,BR742,i,0.26475173
7136,BR,i,BR742,ɪ,0.004849097
136,BR,i,BR742,eɪ,8.881431e-05
6136,BR,i,BR742,ɛ,0.004849097
4136,BR,i,BR742,æ,1.201971e-05
5136,BR,i,BR742,ɑ,0.004849097
9136,BR,i,BR742,ʌ,3.267296e-05
2136,BR,i,BR742,oʊ,0.00065625395
3136,BR,i,BR742,u,0.7196698
8136,BR,i,BR742,ʊ,0.00024142233
1141,BR,i,BR757,i,0.1061897
7141,BR,i,BR757,ɪ,0.0019449323
141,BR,i,BR757,eɪ,1.7735485e-06
6141,BR,i,BR757,ɛ,0.00071550056
4141,BR,i,BR757,æ,4.821005e-06
5141,BR,i,BR757,ɑ,0.1061897
9141,BR,i,BR757,ʌ,1.3104849e-05
2141,BR,i,BR757,oʊ,0.00026321792
3141,BR,i,BR757,u,0.7846416
8141,BR,i,BR757,ʊ,3.5622674e-05
1146,BR,i,BR796,i,0.87884176
7146,BR,i,BR796,ɪ,0.002178431
146,BR,i,BR796,eɪ,9.8900614e-08
6146,BR,i,BR796,ɛ,2.6883973e-07
4146,BR,i,BR796,æ,3.63835e-08
5146,BR,i,BR796,ɑ,2.6883973e-07
9146,BR,i,BR796,ʌ,9.8900614e-08
2146,BR,i,BR796,oʊ,7.307822e-07
3146,BR,i,BR796,u,0.1189383
8146,BR,i,BR796,ʊ,3.9899354e-05
1189,BR,i,BR99,i,1.0
7189,BR,i,BR99,ɪ,4.658886e-15
189,BR,i,BR99,eɪ,4.658886e-15
6189,BR,i,BR99,ɛ,9.357623e-14
4189,BR,i,BR99,æ,1.2664166e-14
5189,BR,i,BR99,ɑ,4.658886e-15
9189,BR,i,BR99,ʌ,3.442477e-14
2189,BR,i,BR99,oʊ,5.109089e-12
3189,BR,i,BR99,u,5.109089e-12
8189,BR,i,BR99,ʊ,1.8795289e-12
1190,BR,i,BR992,i,0.9990427
7190,BR,i,BR992,ɪ,0.00091100903
190,BR,i,BR992,eɪ,2.0591806e-09
6190,BR,i,BR992,ɛ,8.307327e-07
4190,BR,i,BR992,æ,1.5215399e-08
5190,BR,i,BR992,ɑ,4.1359744e-08
9190,BR,i,BR992,ʌ,1.1242744e-07
2190,BR,i,BR992,oʊ,2.0591806e-09
3190,BR,i,BR992,u,4.5356468e-05
8190,BR,i,BR992,ʊ,5.5974327e-09
1004,BR,ĩ,BR1025,i,0.74553794
7004,BR,ĩ,BR1025,ɪ,0.10089759
4,BR,ĩ,BR1025,eɪ,3.384737e-05
6004,BR,ĩ,BR1025,ɛ,0.037118148
4004,BR,ĩ,BR1025,æ,0.0006798426
5004,BR,ĩ,BR1025,ɑ,0.10089759
9004,BR,ĩ,BR1025,ʌ,0.0002501001
2004,BR,ĩ,BR1025,oʊ,0.0006798426
3004,BR,ĩ,BR1025,u,0.0002501001
8004,BR,ĩ,BR1025,ʊ,0.013655004
1005,BR,ĩ,BR1029,i,0.9903529
7005,BR,ĩ,BR1029,ɪ,0.0066729453
5,BR,ĩ,BR1029,eɪ,3.0295126e-07
6005,BR,ĩ,BR1029,ɛ,0.00012221925
4005,BR,ĩ,BR1029,æ,2.2385238e-06
5005,BR,ĩ,BR1029,ɑ,0.0003322264
9005,BR,ĩ,BR1029,ʌ,4.4961955e-05
2005,BR,ĩ,BR1029,oʊ,1.6540578e-05
3005,BR,ĩ,BR1029,u,8.235069e-07
8005,BR,ĩ,BR1029,ʊ,0.0024548396
1013,BR,ĩ,BR154,i,0.466807
7013,BR,ĩ,BR154,ɪ,2.8681613e-06
13,BR,ĩ,BR154,eɪ,3.8816344e-07
6013,BR,ĩ,BR154,ɛ,3.8816344e-07
4013,BR,ĩ,BR154,æ,1.0551377e-06
5013,BR,ĩ,BR154,ɑ,5.760856e-05
9013,BR,ĩ,BR154,ʌ,2.8681613e-06
2013,BR,ĩ,BR154,oʊ,0.466807
3013,BR,ĩ,BR154,u,0.0031453208
8013,BR,ĩ,BR154,ʊ,0.063175455
1014,BR,ĩ,BR158,i,0.26794487
7014,BR,ĩ,BR158,ɪ,6.0564366e-07
14,BR,ĩ,BR158,eɪ,6.0564366e-07
6014,BR,ĩ,BR158,ɛ,2.2280386e-07
4014,BR,ĩ,BR158,æ,1.6463102e-06
5014,BR,ĩ,BR158,ɑ,8.988549e-05
9014,BR,ĩ,BR158,ʌ,1.6463102e-06
2014,BR,ĩ,BR158,oʊ,0.7283497
3014,BR,ĩ,BR158,u,0.0018053985
8014,BR,ĩ,BR158,ʊ,0.0018053985
1015,BR,ĩ,BR159,i,0.87790775
7015,BR,ĩ,BR159,ɪ,7.300055e-07
15,BR,ĩ,BR159,eɪ,7.300055e-07
6015,BR,ĩ,BR159,ɛ,2.68554e-07
4015,BR,ĩ,BR159,æ,1.9843608e-06
5015,BR,ĩ,BR159,ɑ,0.00029450524
9015,BR,ĩ,BR159,ʌ,5.3940516e-06
2015,BR,ĩ,BR159,oʊ,0.11881189
3015,BR,ĩ,BR159,u,0.0021761158
8015,BR,ĩ,BR159,ʊ,0.00080054824
1033,BR,ĩ,BR264,i,0.46815675
7033,BR,ĩ,BR264,ɪ,0.0001570491
33,BR,ĩ,BR264,eɪ,7.819014e-06
6033,BR,ĩ,BR264,ɛ,3.892858e-07
4033,BR,ĩ,BR264,æ,0.0001570491
5033,BR,ĩ,BR264,ɑ,3.892858e-07
9033,BR,ĩ,BR264,ʌ,2.8764546e-06
2033,BR,ĩ,BR264,oʊ,2.8764546e-06
3033,BR,ĩ,BR264,u,0.46815675
8033,BR,ĩ,BR264,ʊ,0.06335813
1067,BR,ĩ,BR411,i,0.9362337
7067,BR,ĩ,BR411,ɪ,5.752419e-06
67,BR,ĩ,BR411,eɪ,1.425882e-08
6067,BR,ĩ,BR411,ɛ,1.425882e-08
4067,BR,ĩ,BR411,æ,1.425882e-08
5067,BR,ĩ,BR411,ɑ,2.8639607e-07
9067,BR,ĩ,BR411,ʌ,1.0535923e-07
2067,BR,ĩ,BR411,oʊ,3.8759488e-08
3067,BR,ĩ,BR411,u,0.04661233
8067,BR,ĩ,BR411,ʊ,0.017147718
1068,BR,ĩ,BR417,i,0.33329064
7068,BR,ĩ,BR417,ɪ,0.00011180655
68,BR,ĩ,BR417,eɪ,7.533466e-07
