,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.044326145
7009,BR,i,BR132,ɪ,0.00029866723
9,BR,i,BR132,eɪ,0.00029866723
6009,BR,i,BR132,ɛ,0.0008118617
4009,BR,i,BR132,æ,0.0008118617
5009,BR,i,BR132,ɑ,0.016306678
9009,BR,i,BR132,ʌ,0.044326145
2009,BR,i,BR132,oʊ,0.002206869
3009,BR,i,BR132,u,0.89031446
8009,BR,i,BR132,ʊ,0.00029866723
1045,BR,i,BR329,i,0.0005780757
7045,BR,i,BR329,ɪ,0.08579404
45,BR,i,BR329,eɪ,0.0005780757
6045,BR,i,BR329,ɛ,0.031561863
4045,BR,i,BR329,æ,0.633937
5045,BR,i,BR329,ɑ,0.0005780757
9045,BR,i,BR329,ʌ,0.2332124
2045,BR,i,BR329,oʊ,0.0005780757
3045,BR,i,BR329,u,0.0015713727
8045,BR,i,BR329,ʊ,0.0116109615
1058,BR,i,BR373,i,0.0063608973
7058,BR,i,BR373,ɪ,0.94404083
58,BR,i,BR373,eɪ,4.285939e-05
6058,BR,i,BR373,ɛ,0.0023400434
4058,BR,i,BR373,æ,0.047001023
5058,BR,i,BR373,ɑ,4.285939e-05
9058,BR,i,BR373,ʌ,4.285939e-05
2058,BR,i,BR373,oʊ,4.285939e-05
3058,BR,i,BR373,u,4.285939e-05
8058,BR,i,BR373,ʊ,4.285939e-05
1059,BR,i,BR374,i,0.0065551708
7059,BR,i,BR374,ɪ,0.97287357
59,BR,i,BR374,eɪ,4.416839e-05
6059,BR,i,BR374,ɛ,0.0024115127
4059,BR,i,BR374,æ,0.017818801
5059,BR,i,BR374,ɑ,0.000120062134
9059,BR,i,BR374,ʌ,4.416839e-05
2059,BR,i,BR374,oʊ,4.416839e-05
3059,BR,i,BR374,u,4.416839e-05
8059,BR,i,BR374,ʊ,4.416839e-05
1060,BR,i,BR375,i,0.0026177824
7060,BR,i,BR375,ɪ,0.14292608
60,BR,i,BR375,eɪ,0.00096302835
6060,BR,i,BR375,ɛ,0.052579563
4060,BR,i,BR375,æ,0.38851336
5060,BR,i,BR375,ɑ,0.00096302835
9060,BR,i,BR375,ʌ,0.38851336
2060,BR,i,BR375,oʊ,0.00096302835
3060,BR,i,BR375,u,0.0026177824
8060,BR,i,BR375,ʊ,0.01934294
1074,BR,i,BR452,i,0.0005780757
7074,BR,i,BR452,ɪ,0.08579404
74,BR,i,BR452,eɪ,0.0005780757
6074,BR,i,BR452,ɛ,0.031561863
4074,BR,i,BR452,æ,0.633937
5074,BR,i,BR452,ɑ,0.0005780757
9074,BR,i,BR452,ʌ,0.2332124
2074,BR,i,BR452,oʊ,0.0005780757
3074,BR,i,BR452,u,0.0015713727
8074,BR,i,BR452,ʊ,0.0116109615
1075,BR,i,BR454,i,0.024203748
7075,BR,i,BR454,ɪ,0.00016308358
75,BR,i,BR454,eɪ,0.00016308358
6075,BR,i,BR454,ɛ,0.00044330713
4075,BR,i,BR454,æ,0.00016308358
5075,BR,i,BR454,ɑ,0.0012050337
9075,BR,i,BR454,ʌ,0.4861453
2075,BR,i,BR454,oʊ,0.0012050337
3075,BR,i,BR454,u,0.4861453
8075,BR,i,BR454,ʊ,0.00016308358
1078,BR,i,BR46,i,0.041587327
7078,BR,i,BR46,ɪ,0.00028021322
78,BR,i,BR46,eɪ,0.00028021322
6078,BR,i,BR46,ɛ,0.0007616985
4078,BR,i,BR46,æ,0.0007616985
5078,BR,i,BR46,ɑ,0.005628233
9078,BR,i,BR46,ʌ,0.11304608
2078,BR,i,BR46,oʊ,0.0020705112
3078,BR,i,BR46,u,0.83530384
8078,BR,i,BR46,ʊ,0.00028021322
1082,BR,i,BR47,i,0.044326145
7082,BR,i,BR47,ɪ,0.00029866723
82,BR,i,BR47,eɪ,0.00029866723
6082,BR,i,BR47,ɛ,0.0008118617
4082,BR,i,BR47,æ,0.0008118617
5082,BR,i,BR47,ɑ,0.016306678
9082,BR,i,BR47,ʌ,0.044326145
2082,BR,i,BR47,oʊ,0.002206869
3082,BR,i,BR47,u,0.89031446
8082,BR,i,BR47,ʊ,0.00029866723
1088,BR,i,BR496,i,0.0002436351
7088,BR,i,BR496,ɪ,8.9628345e-05
88,BR,i,BR496,eɪ,8.9628345e-05
6088,BR,i,BR496,ɛ,0.0002436351
4088,BR,i,BR496,æ,0.0002436351
5088,BR,i,BR496,ɑ,0.004893542
9088,BR,i,BR496,ʌ,0.726266
2088,BR,i,BR496,oʊ,0.0006622689
3088,BR,i,BR496,u,0.26717836
8088,BR,i,BR496,ʊ,8.9628345e-05
1135,BR,i,BR741,i,0.041587327
7135,BR,i,BR741,ɪ,0.00028021322
135,BR,i,BR741,eɪ,0.00028021322
6135,BR,i,BR741,ɛ,0.0007616985
4135,BR,i,BR741,æ,0.0007616985
5135,BR,i,BR741,ɑ,0.005628233
9135,BR,i,BR741,ʌ,0.11304608
2135,BR,i,BR741,oʊ,0.0020705112
3135,BR,i,BR741,u,0.83530384
8135,BR,i,BR741,ʊ,0.00028021322
1136,BR,i,BR742,i,0.041587327
7136,BR,i,BR742,ɪ,0.00028021322
136,BR,i,BR742,eɪ,0.00028021322
6136,BR,i,BR742,ɛ,0.0007616985
4136,BR,i,BR742,æ,0.0007616985
5136,BR,i,BR742,ɑ,0.005628233
9136,BR,i,BR742,ʌ,0.11304608
2136,BR,i,BR742,oʊ,0.0020705112
3136,BR,i,BR742,u,0.83530384
8136,BR,i,BR742,ʊ,0.00028021322
1141,BR,i,BR757,i,0.041587327
7141,BR,i,BR757,ɪ,0.00028021322
141,BR,i,BR757,eɪ,0.00028021322
6141,BR,i,BR757,ɛ,0.0007616985
4141,BR,i,BR757,æ,0.0007616985
5141,BR,i,BR757,ɑ,0.005628233
9141,BR,i,BR757,ʌ,0.11304608
2141,BR,i,BR757,oʊ,0.0020705112
3141,BR,i,BR757,u,0.83530384
8141,BR,i,BR757,ʊ,0.00028021322
1146,BR,i,BR796,i,0.041587327
7146,BR,i,BR796,ɪ,0.00028021322
146,BR,i,BR796,eɪ,0.00028021322
6146,BR,i,BR796,ɛ,0.0007616985
4146,BR,i,BR796,æ,0.0007616985
5146,BR,i,BR796,ɑ,0.005628233
9146,BR,i,BR796,ʌ,0.11304608
2146,BR,i,BR796,oʊ,0.0020705112
3146,BR,i,BR796,u,0.83530384
8146,BR,i,BR796,ʊ,0.00028021322
1189,BR,i,BR99,i,0.044326145
7189,BR,i,BR99,ɪ,0.00029866723
189,BR,i,BR99,eɪ,0.00029866723
6189,BR,i,BR99,ɛ,0.0008118617
4189,BR,i,BR99,æ,0.0008118617
5189,BR,i,BR99,ɑ,0.016306678
9189,BR,i,BR99,ʌ,0.044326145
2189,BR,i,BR99,oʊ,0.002206869
3189,BR,i,BR99,u,0.89031446
8189,BR,i,BR99,ʊ,0.00029866723
1190,BR,i,BR992,i,0.00033522624
7190,BR,i,BR992,ɪ,2.2587367e-06
190,BR,i,BR992,eɪ,2.2587367e-06
6190,BR,i,BR992,ɛ,0.00033522624
4190,BR,i,BR992,æ,2.2587367e-06
5190,BR,i,BR992,ɑ,2.2587367e-06
9190,BR,i,BR992,ʌ,6.1398828e-06
2190,BR,i,BR992,oʊ,1.6689932e-05
3190,BR,i,BR992,u,0.99929535
8190,BR,i,BR992,ʊ,2.2587367e-06
1004,BR,ĩ,BR1025,i,0.00033522624
7004,BR,ĩ,BR1025,ɪ,2.2587367e-06
4,BR,ĩ,BR1025,eɪ,2.2587367e-06
6004,BR,ĩ,BR1025,ɛ,0.00033522624
4004,BR,ĩ,BR1025,æ,2.2587367e-06
5004,BR,ĩ,BR1025,ɑ,6.1398828e-06
9004,BR,ĩ,BR1025,ʌ,2.2587367e-06
2004,BR,ĩ,BR1025,oʊ,1.6689932e-05
3004,BR,ĩ,BR1025,u,0.99929535
8004,BR,ĩ,BR1025,ʊ,2.2587367e-06
1005,BR,ĩ,BR1029,i,1.6602118e-05
7005,BR,ĩ,BR1029,ɪ,0.0024639731
5,BR,ĩ,BR1029,eɪ,4.512924e-05
6005,BR,ĩ,BR1029,ɛ,0.00090644497
4005,BR,ĩ,BR1029,æ,0.9940376
5005,BR,ĩ,BR1029,ɑ,1.6602118e-05
9005,BR,ĩ,BR1029,ʌ,0.0024639731
2005,BR,ĩ,BR1029,oʊ,1.6602118e-05
3005,BR,ĩ,BR1029,u,1.6602118e-05
8005,BR,ĩ,BR1029,ʊ,1.6602118e-05
1013,BR,ĩ,BR154,i,0.0003350346
7013,BR,ĩ,BR154,ɪ,2.2574454e-06
13,BR,ĩ,BR154,eɪ,2.2574454e-06
6013,BR,ĩ,BR154,ɛ,0.00091071846
4013,BR,ĩ,BR154,æ,2.2574454e-06
5013,BR,ĩ,BR154,ɑ,2.2574454e-06
9013,BR,ĩ,BR154,ʌ,2.2574454e-06
