,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,1.0
7009,BR,i,BR132,ɪ,1.3887944e-11
9,BR,i,BR132,eɪ,1.8795289e-12
6009,BR,i,BR132,ɛ,1.3887944e-11
4009,BR,i,BR132,æ,5.109089e-12
5009,BR,i,BR132,ɑ,1.8795289e-12
9009,BR,i,BR132,ʌ,7.58256e-10
2009,BR,i,BR132,oʊ,5.6027964e-09
3009,BR,i,BR132,u,1.5229979e-08
8009,BR,i,BR132,ʊ,1.02618795e-10
1045,BR,i,BR329,i,0.4919895
7045,BR,i,BR329,ɪ,0.18099283
45,BR,i,BR329,eɪ,6.0716327e-05
6045,BR,i,BR329,ɛ,2.233629e-05
4045,BR,i,BR329,æ,0.00044863636
5045,BR,i,BR329,ɑ,0.0033149992
9045,BR,i,BR329,ʌ,0.009011102
2045,BR,i,BR329,oʊ,0.18099283
3045,BR,i,BR329,u,0.06658354
8045,BR,i,BR329,ʊ,0.06658354
1058,BR,i,BR373,i,0.017979167
7058,BR,i,BR373,ɪ,0.98162925
58,BR,i,BR373,eɪ,3.0028266e-07
6058,BR,i,BR373,ɛ,8.162529e-07
4058,BR,i,BR373,æ,4.0638838e-08
5058,BR,i,BR373,ɑ,1.6394877e-05
9058,BR,i,BR373,ʌ,1.1046782e-07
2058,BR,i,BR373,oʊ,1.1046782e-07
3058,BR,i,BR373,u,4.45659e-05
8058,BR,i,BR373,ʊ,0.00032929992
1059,BR,i,BR374,i,0.0024714586
7059,BR,i,BR374,ɪ,0.99705756
59,BR,i,BR374,eɪ,2.2536785e-06
6059,BR,i,BR374,ɛ,2.2536785e-06
4059,BR,i,BR374,æ,2.2536785e-06
5059,BR,i,BR374,ɑ,0.00033447554
9059,BR,i,BR374,ʌ,2.2536785e-06
2059,BR,i,BR374,oʊ,2.2536785e-06
3059,BR,i,BR374,u,2.2536785e-06
8059,BR,i,BR374,ʊ,0.00012304667
1060,BR,i,BR375,i,0.66872483
7060,BR,i,BR375,ɪ,0.033293847
60,BR,i,BR375,eɪ,3.0360061e-05
6060,BR,i,BR375,ɛ,1.1168842e-05
4060,BR,i,BR375,æ,0.0002243322
5060,BR,i,BR375,ɑ,0.0045058327
9060,BR,i,BR375,ʌ,0.0016576032
2060,BR,i,BR375,oʊ,0.033293847
3060,BR,i,BR375,u,0.012248123
8060,BR,i,BR375,ʊ,0.24601012
1074,BR,i,BR452,i,0.9361825
7074,BR,i,BR452,ɪ,0.04660978
74,BR,i,BR452,eɪ,1.05353465e-07
6074,BR,i,BR452,ɛ,7.7846266e-07
4074,BR,i,BR452,æ,1.563584e-05
5074,BR,i,BR452,ɑ,4.250262e-05
9074,BR,i,BR452,ʌ,2.8638038e-07
2074,BR,i,BR452,oʊ,7.7846266e-07
3074,BR,i,BR452,u,0.017146781
8074,BR,i,BR452,ʊ,7.7846266e-07
1075,BR,i,BR454,i,0.047314007
7075,BR,i,BR454,ɪ,0.0023556259
75,BR,i,BR454,eɪ,1.4473464e-08
6075,BR,i,BR454,ɛ,2.1480528e-06
4075,BR,i,BR454,æ,3.9342954e-08
5075,BR,i,BR454,ɑ,1.06945244e-07
9075,BR,i,BR454,ʌ,3.9342954e-08
