,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,1.0
5009,BR,i,BR132,y,9.60268e-24
1009,BR,i,BR132,e,9.60268e-24
11009,BR,i,BR132,ɛ,2.610279e-23
12009,BR,i,BR132,ɛ̃,2.610279e-23
6009,BR,i,BR132,ø,9.60268e-24
7009,BR,i,BR132,œ,9.60268e-24
9,BR,i,BR132,a,9.60268e-24
8009,BR,i,BR132,ɑ̃,2.610279e-23
3009,BR,i,BR132,o,9.60268e-24
9009,BR,i,BR132,ɔ,9.60268e-24
10009,BR,i,BR132,ɔ̃,9.60268e-24
4009,BR,i,BR132,u,9.60268e-24
2045,BR,i,BR329,i,0.99999714
5045,BR,i,BR329,y,1.5229935e-08
1045,BR,i,BR329,e,1.5229935e-08
11045,BR,i,BR329,ɛ,1.5229935e-08
12045,BR,i,BR329,ɛ̃,2.0611477e-09
6045,BR,i,BR329,ø,2.260323e-06
7045,BR,i,BR329,œ,1.12534856e-07
45,BR,i,BR329,a,7.5825385e-10
8045,BR,i,BR329,ɑ̃,7.5825385e-10
3045,BR,i,BR329,o,7.5825385e-10
9045,BR,i,BR329,ɔ,2.0611477e-09
10045,BR,i,BR329,ɔ̃,1.12534856e-07
4045,BR,i,BR329,u,3.0590144e-07
2058,BR,i,BR373,i,1.0
5058,BR,i,BR373,y,1.5628822e-18
1058,BR,i,BR373,e,3.139133e-17
11058,BR,i,BR373,ɛ,3.139133e-17
12058,BR,i,BR373,ɛ̃,4.248354e-18
6058,BR,i,BR373,ø,4.248354e-18
7058,BR,i,BR373,œ,1.5628822e-18
58,BR,i,BR373,a,1.5628822e-18
8058,BR,i,BR373,ɑ̃,1.5628822e-18
3058,BR,i,BR373,o,4.248354e-18
9058,BR,i,BR373,ɔ,3.139133e-17
10058,BR,i,BR373,ɔ̃,1.5628822e-18
4058,BR,i,BR373,u,3.139133e-17
2059,BR,i,BR374,i,0.9999871
5059,BR,i,BR374,y,7.5824624e-10
1059,BR,i,BR374,e,1.12533726e-07
11059,BR,i,BR374,ɛ,6.1441333e-06
12059,BR,i,BR374,ɛ̃,1.5229784e-08
6059,BR,i,BR374,ø,2.061127e-09
7059,BR,i,BR374,œ,7.5824624e-10
59,BR,i,BR374,a,2.061127e-09
8059,BR,i,BR374,ɑ̃,2.061127e-09
3059,BR,i,BR374,o,7.5824624e-10
9059,BR,i,BR374,ɔ,7.5824624e-10
