,language,vowel,file,classification,probabilities
1009,BR,i,BR132,i,0.0065157036
7009,BR,i,BR132,ɪ,0.000119339275
9,BR,i,BR132,eɪ,0.000119339275
6009,BR,i,BR132,ɛ,0.0008818046
4009,BR,i,BR132,æ,0.000119339275
5009,BR,i,BR132,ɑ,0.017711518
9009,BR,i,BR132,ʌ,0.0065157036
2009,BR,i,BR132,oʊ,0.0008818046
3009,BR,i,BR132,u,0.96701616
8009,BR,i,BR132,ʊ,0.000119339275
1045,BR,i,BR329,i,4.398945e-05
7045,BR,i,BR329,ɪ,0.006528613
45,BR,i,BR329,eɪ,4.398945e-05
6045,BR,i,BR329,ɛ,4.398945e-05
4045,BR,i,BR329,æ,0.9689321
5045,BR,i,BR329,ɑ,4.398945e-05
9045,BR,i,BR329,ʌ,0.01774661
2045,BR,i,BR329,oʊ,4.398945e-05
3045,BR,i,BR329,u,0.006528613
8045,BR,i,BR329,ʊ,4.398945e-05
1058,BR,i,BR373,i,0.26150113
7058,BR,i,BR373,ɪ,0.26150113
58,BR,i,BR373,eɪ,0.0017619808
6058,BR,i,BR373,ɛ,0.09620089
4058,BR,i,BR373,æ,0.013019375
5058,BR,i,BR373,ɑ,0.0017619808
9058,BR,i,BR373,ʌ,0.09620089
2058,BR,i,BR373,oʊ,0.0017619808
3058,BR,i,BR373,u,0.26150113
8058,BR,i,BR373,ʊ,0.0047895606
1059,BR,i,BR374,i,0.006602178
7059,BR,i,BR374,ɪ,0.97985005
59,BR,i,BR374,eɪ,4.4485125e-05
6059,BR,i,BR374,ɛ,0.0001209231
4059,BR,i,BR374,æ,4.4485125e-05
5059,BR,i,BR374,ɑ,4.4485125e-05
9059,BR,i,BR374,ʌ,0.006602178
2059,BR,i,BR374,oʊ,4.4485125e-05
3059,BR,i,BR374,u,0.006602178
8059,BR,i,BR374,ʊ,4.4485125e-05
1060,BR,i,BR375,i,0.0006625263
7060,BR,i,BR375,ɪ,0.09832762
60,BR,i,BR375,eɪ,0.0006625263
6060,BR,i,BR375,ɛ,0.03617271
4060,BR,i,BR375,æ,0.7265483
5060,BR,i,BR375,ɑ,0.0006625263
9060,BR,i,BR375,ʌ,0.03617271
2060,BR,i,BR375,oʊ,0.0006625263
3060,BR,i,BR375,u,0.09832762
