,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,0.9999999
5009,BR,i,BR132,y,2.7894678e-10
1009,BR,i,BR132,e,1.8795287e-12
11009,BR,i,BR132,ɛ,1.8795287e-12
12009,BR,i,BR132,ɛ̃,3.775134e-11
6009,BR,i,BR132,ø,1.8795287e-12
7009,BR,i,BR132,œ,5.1090885e-12
9,BR,i,BR132,a,1.8795287e-12
8009,BR,i,BR132,ɑ̃,5.1090885e-12
3009,BR,i,BR132,o,1.8795287e-12
9009,BR,i,BR132,ɔ,5.1090885e-12
10009,BR,i,BR132,ɔ̃,2.0611535e-09
4009,BR,i,BR132,u,1.1253516e-07
2045,BR,i,BR329,i,0.47617862
5045,BR,i,BR329,y,2.9257426e-06
1045,BR,i,BR329,e,7.952993e-06
11045,BR,i,BR329,ɛ,2.1618476e-05
12045,BR,i,BR329,ɛ̃,5.876511e-05
6045,BR,i,BR329,ø,7.952993e-06
7045,BR,i,BR329,œ,7.952993e-06
45,BR,i,BR329,a,2.9257426e-06
8045,BR,i,BR329,ɑ̃,5.876511e-05
3045,BR,i,BR329,o,5.876511e-05
9045,BR,i,BR329,ɔ,0.023707537
10045,BR,i,BR329,ɔ̃,0.023707537
4045,BR,i,BR329,u,0.47617862
2058,BR,i,BR373,i,0.99998105
5058,BR,i,BR373,y,1.0261685e-10
1058,BR,i,BR373,e,5.6026903e-09
11058,BR,i,BR373,ɛ,1.6701384e-05
12058,BR,i,BR373,ɛ̃,2.7894154e-10
6058,BR,i,BR373,ø,2.7894154e-10
7058,BR,i,BR373,œ,2.7894154e-10
58,BR,i,BR373,a,1.0261685e-10
8058,BR,i,BR373,ɑ̃,2.7894154e-10
3058,BR,i,BR373,o,7.5824164e-10
9058,BR,i,BR373,ɔ,2.7894154e-10
10058,BR,i,BR373,ɔ̃,1.0261685e-10
4058,BR,i,BR373,u,2.2602867e-06
2059,BR,i,BR374,i,0.99986255
5059,BR,i,BR374,y,1.5227887e-08
1059,BR,i,BR374,e,3.0586028e-07
11059,BR,i,BR374,ɛ,4.5393692e-05
12059,BR,i,BR374,ɛ̃,3.0586028e-07
6059,BR,i,BR374,ø,4.1393683e-08
7059,BR,i,BR374,œ,4.1393683e-08
59,BR,i,BR374,a,1.5227887e-08
8059,BR,i,BR374,ɑ̃,3.0586028e-07
3059,BR,i,BR374,o,1.1251971e-07
9059,BR,i,BR374,ɔ,4.1393683e-08
10059,BR,i,BR374,ɔ̃,4.5393692e-05
4059,BR,i,BR374,u,4.5393692e-05
2060,BR,i,BR375,i,0.99884003
5060,BR,i,BR375,y,4.1351353e-08
1060,BR,i,BR375,e,1.1240464e-07
11060,BR,i,BR375,ɛ,3.0554747e-07
12060,BR,i,BR375,ɛ̃,8.305642e-07
6060,BR,i,BR375,ø,1.1240464e-07
7060,BR,i,BR375,œ,1.1240464e-07
60,BR,i,BR375,a,4.1351353e-08
8060,BR,i,BR375,ɑ̃,3.0554747e-07
3060,BR,i,BR375,o,8.305642e-07
9060,BR,i,BR375,ɔ,0.0009108242
10060,BR,i,BR375,ɔ̃,0.00012326665
4060,BR,i,BR375,u,0.00012326665
2074,BR,i,BR452,i,0.99966466
5074,BR,i,BR452,y,5.1073755e-12
1074,BR,i,BR452,e,3.7738684e-11
11074,BR,i,BR452,ɛ,3.7738684e-11
12074,BR,i,BR452,ɛ̃,5.1073755e-12
6074,BR,i,BR452,ø,5.1073755e-12
7074,BR,i,BR452,œ,5.1073755e-12
74,BR,i,BR452,a,0.00033535014
8074,BR,i,BR452,ɑ̃,1.3883287e-11
3074,BR,i,BR452,o,5.1073755e-12
9074,BR,i,BR452,ɔ,3.7738684e-11
10074,BR,i,BR452,ɔ̃,1.3883287e-11
4074,BR,i,BR452,u,2.7885327e-10
2075,BR,i,BR454,i,0.9933072
5075,BR,i,BR454,y,2.0473587e-09
1075,BR,i,BR454,e,5.565298e-09
11075,BR,i,BR454,ɛ,1.01931984e-10
12075,BR,i,BR454,ɛ̃,3.749868e-11
6075,BR,i,BR454,ø,7.5318113e-10
7075,BR,i,BR454,œ,3.749868e-11
75,BR,i,BR454,a,3.749868e-11
8075,BR,i,BR454,ɑ̃,3.749868e-11
3075,BR,i,BR454,o,3.749868e-11
9075,BR,i,BR454,ɔ,3.749868e-11
10075,BR,i,BR454,ɔ̃,3.749868e-11
4075,BR,i,BR454,u,0.006692851
2078,BR,i,BR46,i,0.9999938
5078,BR,i,BR46,y,5.1090573e-12
1078,BR,i,BR46,e,2.789451e-10
11078,BR,i,BR46,ɛ,1.0261816e-10
12078,BR,i,BR46,ɛ̃,5.1090573e-12
6078,BR,i,BR46,ø,5.1090573e-12
7078,BR,i,BR46,œ,5.1090573e-12
78,BR,i,BR46,a,5.1090573e-12
8078,BR,i,BR46,ɑ̃,5.1090573e-12
3078,BR,i,BR46,o,5.1090573e-12
9078,BR,i,BR46,ɔ,1.3887858e-11
10078,BR,i,BR46,ɔ̃,6.144174e-06
4078,BR,i,BR46,u,1.5229885e-08
2082,BR,i,BR47,i,1.0
5082,BR,i,BR47,y,1.3887944e-11
1082,BR,i,BR47,e,2.5436657e-13
11082,BR,i,BR47,ɛ,1.8795289e-12
12082,BR,i,BR47,ɛ̃,2.5436657e-13
6082,BR,i,BR47,ø,9.357623e-14
7082,BR,i,BR47,œ,9.357623e-14
82,BR,i,BR47,a,9.357623e-14
8082,BR,i,BR47,ɑ̃,9.357623e-14
3082,BR,i,BR47,o,9.357623e-14
9082,BR,i,BR47,ɔ,2.5436657e-13
10082,BR,i,BR47,ɔ̃,5.6027964e-09
4082,BR,i,BR47,u,5.109089e-12
2088,BR,i,BR496,i,0.9924063
5088,BR,i,BR496,y,0.006686781
1088,BR,i,BR496,e,1.5114328e-08
11088,BR,i,BR496,ɛ,1.5114328e-08
12088,BR,i,BR496,ɛ̃,1.5114328e-08
6088,BR,i,BR496,ø,8.2521433e-07
7088,BR,i,BR496,œ,1.1168062e-07
88,BR,i,BR496,a,0.0009049574
8088,BR,i,BR496,ɑ̃,4.1085002e-08
3088,BR,i,BR496,o,1.5114328e-08
9088,BR,i,BR496,ɔ,1.1168062e-07
10088,BR,i,BR496,ɔ̃,4.1085002e-08
4088,BR,i,BR496,u,8.2521433e-07
2135,BR,i,BR741,i,0.99985516
5135,BR,i,BR741,y,1.5227773e-08
1135,BR,i,BR741,e,8.314083e-07
11135,BR,i,BR741,ɛ,3.05858e-07
12135,BR,i,BR741,ɛ̃,4.1393378e-08
6135,BR,i,BR741,ø,1.12518876e-07
7135,BR,i,BR741,œ,1.6699281e-05
135,BR,i,BR741,a,2.260002e-06
8135,BR,i,BR741,ɑ̃,1.5227773e-08
3135,BR,i,BR741,o,1.5227773e-08
9135,BR,i,BR741,ɔ,3.05858e-07
10135,BR,i,BR741,ɔ̃,0.00012339193
4135,BR,i,BR741,u,8.314083e-07
2136,BR,i,BR742,i,0.99752647
5136,BR,i,BR742,y,2.0560553e-09
1136,BR,i,BR742,e,1.5192308e-08
11136,BR,i,BR742,ɛ,4.129697e-08
12136,BR,i,BR742,ɛ̃,5.5889378e-09
6136,BR,i,BR742,ø,2.0560553e-09
