,language,vowel,file,classification,probabilities
2009,BR,i,BR132,i,1.0
5009,BR,i,BR132,y,3.5326284e-24
1009,BR,i,BR132,e,3.5326284e-24
11009,BR,i,BR132,ɛ,3.5326284e-24
12009,BR,i,BR132,ɛ̃,2.610279e-23
6009,BR,i,BR132,ø,3.5326284e-24
7009,BR,i,BR132,œ,3.5326284e-24
9,BR,i,BR132,a,3.5326284e-24
8009,BR,i,BR132,ɑ̃,3.5326284e-24
3009,BR,i,BR132,o,3.5326284e-24
9009,BR,i,BR132,ɔ,3.5326284e-24
10009,BR,i,BR132,ɔ̃,3.5326284e-24
4009,BR,i,BR132,u,3.5326284e-24
2045,BR,i,BR329,i,0.99999905
5045,BR,i,BR329,y,1.5229965e-08
1045,BR,i,BR329,e,4.1399336e-08
11045,BR,i,BR329,ɛ,4.1399336e-08
12045,BR,i,BR329,ɛ̃,1.5229965e-08
6045,BR,i,BR329,ø,8.315279e-07
7045,BR,i,BR329,œ,1.5229965e-08
45,BR,i,BR329,a,7.582553e-10
8045,BR,i,BR329,ɑ̃,2.0611517e-09
3045,BR,i,BR329,o,7.582553e-10
9045,BR,i,BR329,ɔ,2.0611517e-09
10045,BR,i,BR329,ɔ̃,1.1253507e-07
4045,BR,i,BR329,u,4.1399336e-08
2058,BR,i,BR373,i,1.0
5058,BR,i,BR373,y,1.05306175e-20
1058,BR,i,BR373,e,2.1151311e-19
11058,BR,i,BR373,ɛ,2.1151311e-19
12058,BR,i,BR373,ɛ̃,2.8625186e-20
6058,BR,i,BR373,ø,1.05306175e-20
7058,BR,i,BR373,œ,1.05306175e-20
58,BR,i,BR373,a,1.05306175e-20
8058,BR,i,BR373,ɑ̃,1.05306175e-20
3058,BR,i,BR373,o,1.05306175e-20
9058,BR,i,BR373,ɔ,7.781132e-20
10058,BR,i,BR373,ɔ̃,1.05306175e-20
4058,BR,i,BR373,u,2.8625186e-20
2059,BR,i,BR374,i,1.0
5059,BR,i,BR374,y,1.8795289e-12
1059,BR,i,BR374,e,2.789468e-10
11059,BR,i,BR374,ɛ,5.6027964e-09
12059,BR,i,BR374,ɛ̃,1.3887944e-11
6059,BR,i,BR374,ø,1.8795289e-12
7059,BR,i,BR374,œ,1.8795289e-12
59,BR,i,BR374,a,5.109089e-12
8059,BR,i,BR374,ɑ̃,1.8795289e-12
3059,BR,i,BR374,o,1.8795289e-12
9059,BR,i,BR374,ɔ,1.8795289e-12
10059,BR,i,BR374,ɔ̃,7.58256e-10
4059,BR,i,BR374,u,2.0611537e-09
2060,BR,i,BR375,i,1.0
5060,BR,i,BR375,y,8.5330476e-17
1060,BR,i,BR375,e,4.658886e-15
11060,BR,i,BR375,ɛ,3.442477e-14
12060,BR,i,BR375,ɛ̃,2.3195227e-16
6060,BR,i,BR375,ø,8.5330476e-17
