,language,vowel,file,probabilities,classification
1570,BR,i,BR132,0.04391183,i
1571,BR,i,BR132,0.83118933,ɪ
1572,BR,i,BR132,0.09211414,eɪ
1573,BR,i,BR132,0.03215797,ɛ
1574,BR,i,BR132,0.00054148166,æ
1575,BR,i,BR132,2.838315e-06,ɑ
1576,BR,i,BR132,1.3560693e-05,ʌ
1577,BR,i,BR132,3.1827312e-05,oʊ
1578,BR,i,BR132,2.4513314e-05,u
1579,BR,i,BR132,1.244703e-05,ʊ
4920,BR,i,BR329,2.6969006e-05,i
4921,BR,i,BR329,6.609219e-05,ɪ
4922,BR,i,BR329,0.92591333,eɪ
4923,BR,i,BR329,0.066652596,ɛ
4924,BR,i,BR329,0.0030113459,æ
4925,BR,i,BR329,1.9013323e-05,ɑ
4926,BR,i,BR329,0.0023506843,ʌ
4927,BR,i,BR329,0.0018821532,oʊ
4928,BR,i,BR329,3.414616e-05,u
4929,BR,i,BR329,4.36896e-05,ʊ
5820,BR,i,BR373,0.009580284,i
5821,BR,i,BR373,0.9881314,ɪ
5822,BR,i,BR373,0.0009609304,eɪ
5823,BR,i,BR373,0.0009651626,ɛ
5824,BR,i,BR373,2.2010834e-05,æ
5825,BR,i,BR373,2.169017e-06,ɑ
5826,BR,i,BR373,2.9956166e-06,ʌ
5827,BR,i,BR373,1.2504368e-06,oʊ
5828,BR,i,BR373,4.9168135e-05,u
5829,BR,i,BR373,0.00028457108,ʊ
8220,BR,i,BR374,0.00017881696,i
8221,BR,i,BR374,0.00013934782,ɪ
8222,BR,i,BR374,0.3247722,eɪ
8223,BR,i,BR374,0.66031617,ɛ
8224,BR,i,BR374,0.005719832,æ
8225,BR,i,BR374,0.00013779162,ɑ
8226,BR,i,BR374,0.0009712884,ʌ
8227,BR,i,BR374,0.007444603,oʊ
8228,BR,i,BR374,3.1962423e-05,u
8229,BR,i,BR374,0.00028802498,ʊ
7040,BR,i,BR375,0.00042236666,i
7041,BR,i,BR375,7.1259834e-05,ɪ
7042,BR,i,BR375,0.4989268,eɪ
7043,BR,i,BR375,0.46369043,ɛ
7044,BR,i,BR375,0.030401312,æ
7045,BR,i,BR375,0.0005021242,ɑ
7046,BR,i,BR375,0.00012501911,ʌ
7047,BR,i,BR375,0.005550701,oʊ
7048,BR,i,BR375,2.0393865e-05,u
7049,BR,i,BR375,0.00028965095,ʊ
780,BR,i,BR452,0.10154146,i
781,BR,i,BR452,0.029586343,ɪ
782,BR,i,BR452,0.5505385,eɪ
783,BR,i,BR452,0.30844733,ɛ
784,BR,i,BR452,0.00520067,æ
785,BR,i,BR452,0.00013530004,ɑ
786,BR,i,BR452,0.00066078757,ʌ
787,BR,i,BR452,0.002208833,oʊ
788,BR,i,BR452,0.0014681703,u
789,BR,i,BR452,0.00021257122,ʊ
4270,BR,i,BR454,0.0129642645,i
4271,BR,i,BR454,0.042252105,ɪ
4272,BR,i,BR454,0.7018023,eɪ
4273,BR,i,BR454,0.22177741,ɛ
4274,BR,i,BR454,0.000245795,æ
4275,BR,i,BR454,0.00020739746,ɑ
4276,BR,i,BR454,0.01330252,ʌ
4277,BR,i,BR454,0.0057307784,oʊ
4278,BR,i,BR454,0.0011678368,u
4279,BR,i,BR454,0.00054966414,ʊ
380,BR,i,BR46,0.044199876,i
381,BR,i,BR46,0.13896608,ɪ
382,BR,i,BR46,0.66345584,eɪ
383,BR,i,BR46,0.15036826,ɛ
384,BR,i,BR46,0.0020295,æ
385,BR,i,BR46,3.3795575e-05,ɑ
386,BR,i,BR46,0.00051792065,ʌ
387,BR,i,BR46,0.00036090545,oʊ
388,BR,i,BR46,5.7089594e-05,u
389,BR,i,BR46,1.0737298e-05,ʊ
6090,BR,i,BR47,0.39264485,i
6091,BR,i,BR47,0.54264367,ɪ
6092,BR,i,BR47,0.035210542,eɪ
6093,BR,i,BR47,0.02866443,ɛ
6094,BR,i,BR47,0.00056555873,æ
6095,BR,i,BR47,2.6345191e-05,ɑ
6096,BR,i,BR47,6.103422e-05,ʌ
6097,BR,i,BR47,0.00010305248,oʊ
6098,BR,i,BR47,5.8918573e-05,u
6099,BR,i,BR47,2.1529897e-05,ʊ
5150,BR,i,BR496,0.012382988,i
5151,BR,i,BR496,0.2522351,ɪ
5152,BR,i,BR496,0.3357314,eɪ
5153,BR,i,BR496,0.397743,ɛ
5154,BR,i,BR496,0.00012885791,æ
5155,BR,i,BR496,1.8490238e-05,ɑ
5156,BR,i,BR496,8.508674e-05,ʌ
5157,BR,i,BR496,0.00061022333,oʊ
5158,BR,i,BR496,0.0007156912,u
5159,BR,i,BR496,0.0003491408,ʊ
3500,BR,i,BR741,0.060316145,i
3501,BR,i,BR741,0.8303042,ɪ
3502,BR,i,BR741,0.092726424,eɪ
3503,BR,i,BR741,0.015505601,ɛ
3504,BR,i,BR741,0.0001506446,æ
3505,BR,i,BR741,6.110994e-06,ɑ
3506,BR,i,BR741,8.761078e-06,ʌ
3507,BR,i,BR741,0.00028223245,oʊ
3508,BR,i,BR741,0.0006900569,u
3509,BR,i,BR741,9.7510465e-06,ʊ
7280,BR,i,BR742,0.99754626,i
7281,BR,i,BR742,1.7802484e-05,ɪ
7282,BR,i,BR742,0.0023936701,eɪ
7283,BR,i,BR742,1.3691357e-05,ɛ
7284,BR,i,BR742,8.864417e-07,æ
7285,BR,i,BR742,2.1677565e-08,ɑ
7286,BR,i,BR742,1.623971e-08,ʌ
7287,BR,i,BR742,5.194116e-06,oʊ
7288,BR,i,BR742,2.2117718e-05,u
7289,BR,i,BR742,3.2842073e-07,ʊ
6140,BR,i,BR757,0.080029555,i
6141,BR,i,BR757,0.0020508873,ɪ
6142,BR,i,BR757,0.9173444,eɪ
6143,BR,i,BR757,0.000502837,ɛ
6144,BR,i,BR757,2.3229824e-05,æ
6145,BR,i,BR757,2.625562e-07,ɑ
6146,BR,i,BR757,7.042876e-06,ʌ
6147,BR,i,BR757,1.7940758e-05,oʊ
6148,BR,i,BR757,2.147752e-05,u
6149,BR,i,BR757,2.5877682e-06,ʊ
7730,BR,i,BR796,0.065297715,i
7731,BR,i,BR796,0.29461545,ɪ
7732,BR,i,BR796,0.5969586,eɪ
7733,BR,i,BR796,0.04023367,ɛ
7734,BR,i,BR796,0.00012844634,æ
7735,BR,i,BR796,2.6329037e-05,ɑ
7736,BR,i,BR796,0.0006527822,ʌ
7737,BR,i,BR796,0.0006115129,oʊ
7738,BR,i,BR796,0.0013580262,u
7739,BR,i,BR796,0.000117567215,ʊ
2610,BR,i,BR99,0.62598807,i
2611,BR,i,BR99,0.00049358787,ɪ
2612,BR,i,BR99,0.37111208,eɪ
2613,BR,i,BR99,0.0010135185,ɛ
2614,BR,i,BR99,0.0012319747,æ
2615,BR,i,BR99,1.1233091e-05,ɑ
2616,BR,i,BR99,1.1937144e-05,ʌ
2617,BR,i,BR99,9.633095e-05,oʊ
2618,BR,i,BR99,2.8980343e-05,u
2619,BR,i,BR99,1.2304049e-05,ʊ
2000,BR,i,BR992,0.00595401,i
2001,BR,i,BR992,3.635419e-05,ɪ
2002,BR,i,BR992,0.9925485,eɪ
2003,BR,i,BR992,0.0012469623,ɛ
2004,BR,i,BR992,0.00015442686,æ
2005,BR,i,BR992,1.2193159e-06,ɑ
2006,BR,i,BR992,2.71079e-06,ʌ
2007,BR,i,BR992,1.0731858e-05,oʊ
2008,BR,i,BR992,3.6778234e-05,u
2009,BR,i,BR992,8.2505285e-06,ʊ
760,BR,ĩ,BR1025,0.46456057,i
761,BR,ĩ,BR1025,1.6953318e-05,ɪ
762,BR,ĩ,BR1025,0.5349018,eɪ
763,BR,ĩ,BR1025,0.00019796794,ɛ
764,BR,ĩ,BR1025,0.00020746862,æ
765,BR,ĩ,BR1025,4.7574486e-06,ɑ
766,BR,ĩ,BR1025,2.013447e-06,ʌ
767,BR,ĩ,BR1025,0.000101359285,oʊ
768,BR,ĩ,BR1025,5.8926203e-06,u
769,BR,ĩ,BR1025,1.0873672e-06,ʊ
2030,BR,ĩ,BR1029,0.02568568,i
2031,BR,ĩ,BR1029,0.0023181797,ɪ
2032,BR,ĩ,BR1029,0.95110834,eɪ
2033,BR,ĩ,BR1029,0.0040625767,ɛ
2034,BR,ĩ,BR1029,0.015960287,æ
2035,BR,ĩ,BR1029,6.532963e-05,ɑ
2036,BR,ĩ,BR1029,7.135751e-05,ʌ
2037,BR,ĩ,BR1029,0.0005941236,oʊ
2038,BR,ĩ,BR1029,0.00012665072,u
2039,BR,ĩ,BR1029,7.5864946e-06,ʊ
7770,BR,ĩ,BR154,0.10164866,i
7771,BR,ĩ,BR154,9.182441e-05,ɪ
7772,BR,ĩ,BR154,0.84436744,eɪ
7773,BR,ĩ,BR154,0.014686843,ɛ
