,language,vowel,file,probabilities,classification
7740,BR,i,BR132,0.52389085,i
7741,BR,i,BR132,0.28317043,ɪ
7742,BR,i,BR132,0.17837548,eɪ
7743,BR,i,BR132,0.012320733,ɛ
7744,BR,i,BR132,0.0019852044,æ
7745,BR,i,BR132,4.670906e-06,ɑ
7746,BR,i,BR132,1.5672764e-05,ʌ
7747,BR,i,BR132,0.00010718237,oʊ
7748,BR,i,BR132,9.330372e-05,u
7749,BR,i,BR132,3.6458066e-05,ʊ
4050,BR,i,BR329,5.849094e-05,i
4051,BR,i,BR329,3.8612987e-05,ɪ
4052,BR,i,BR329,0.9266044,eɪ
4053,BR,i,BR329,0.06274141,ɛ
4054,BR,i,BR329,0.0062962207,æ
4055,BR,i,BR329,2.3600764e-05,ɑ
4056,BR,i,BR329,0.0006857696,ʌ
4057,BR,i,BR329,0.0033549368,oʊ
4058,BR,i,BR329,0.000104182305,u
4059,BR,i,BR329,9.240187e-05,ʊ
7240,BR,i,BR373,0.13459378,i
7241,BR,i,BR373,0.72778475,ɪ
7242,BR,i,BR373,0.014765602,eɪ
7243,BR,i,BR373,0.10902398,ɛ
7244,BR,i,BR373,0.010039808,æ
7245,BR,i,BR373,0.00038578498,ɑ
7246,BR,i,BR373,2.3467057e-05,ʌ
7247,BR,i,BR373,9.780402e-05,oʊ
7248,BR,i,BR373,0.00019982524,u
7249,BR,i,BR373,0.0030852307,ʊ
2500,BR,i,BR374,0.0008101436,i
2501,BR,i,BR374,0.0001986312,ɪ
2502,BR,i,BR374,0.16666643,eɪ
2503,BR,i,BR374,0.7945874,ɛ
2504,BR,i,BR374,0.002707924,æ
2505,BR,i,BR374,0.00016951501,ɑ
2506,BR,i,BR374,0.0010603735,ʌ
2507,BR,i,BR374,0.03180108,oʊ
2508,BR,i,BR374,0.00021320424,u
2509,BR,i,BR374,0.0017852463,ʊ
5560,BR,i,BR375,0.0015104414,i
5561,BR,i,BR375,0.00012567599,ɪ
5562,BR,i,BR375,0.35708654,eɪ
5563,BR,i,BR375,0.5211458,ɛ
