,language,vowel,file,probabilities,classification
1570,BR,i,BR132,0.4524538,i
1571,BR,i,BR132,0.4197303,ɪ
1572,BR,i,BR132,0.09191034,eɪ
1573,BR,i,BR132,0.033540606,ɛ
1574,BR,i,BR132,0.0021515207,æ
1575,BR,i,BR132,1.1335716e-05,ɑ
1576,BR,i,BR132,3.840914e-05,ʌ
1577,BR,i,BR132,4.7486887e-05,oʊ
1578,BR,i,BR132,6.85637e-05,u
1579,BR,i,BR132,4.7585534e-05,ʊ
4920,BR,i,BR329,0.00025012592,i
4921,BR,i,BR329,3.0332607e-05,ɪ
4922,BR,i,BR329,0.91510904,eɪ
4923,BR,i,BR329,0.05950206,ɛ
4924,BR,i,BR329,0.0059351735,æ
4925,BR,i,BR329,2.5102145e-05,ɑ
4926,BR,i,BR329,0.01465656,ʌ
4927,BR,i,BR329,0.0037528751,oʊ
4928,BR,i,BR329,0.00029708628,u
4929,BR,i,BR329,0.00044159137,ʊ
5820,BR,i,BR373,0.2872189,i
5821,BR,i,BR373,0.7068067,ɪ
5822,BR,i,BR373,0.00261055,eɪ
5823,BR,i,BR373,0.0025068666,ɛ
5824,BR,i,BR373,6.434848e-05,æ
5825,BR,i,BR373,7.107769e-06,ɑ
5826,BR,i,BR373,7.935098e-06,ʌ
5827,BR,i,BR373,4.8228785e-06,oʊ
5828,BR,i,BR373,0.000119225006,u
5829,BR,i,BR373,0.0006535562,ʊ
8220,BR,i,BR374,0.0006184316,i
8221,BR,i,BR374,2.433304e-05,ɪ
8222,BR,i,BR374,0.30090943,eɪ
8223,BR,i,BR374,0.6924135,ɛ
8224,BR,i,BR374,0.0006563912,æ
8225,BR,i,BR374,2.7677486e-05,ɑ
8226,BR,i,BR374,0.0001234829,ʌ
8227,BR,i,BR374,0.0049918685,oʊ
8228,BR,i,BR374,3.7312384e-05,u
8229,BR,i,BR374,0.00019754202,ʊ
7040,BR,i,BR375,0.0009255764,i
7041,BR,i,BR375,2.5338706e-05,ɪ
7042,BR,i,BR375,0.6795816,eɪ
7043,BR,i,BR375,0.27667865,ɛ
7044,BR,i,BR375,0.036608253,æ
7045,BR,i,BR375,0.00025987843,ɑ
7046,BR,i,BR375,9.011909e-05,ʌ
7047,BR,i,BR375,0.0054320395,oʊ
7048,BR,i,BR375,2.3770119e-05,u
7049,BR,i,BR375,0.00037492655,ʊ
780,BR,i,BR452,0.62518525,i
781,BR,i,BR452,0.0021915424,ɪ
782,BR,i,BR452,0.28893375,eɪ
783,BR,i,BR452,0.04958787,ɛ
784,BR,i,BR452,0.024864439,æ
785,BR,i,BR452,0.0003699279,ɑ
786,BR,i,BR452,0.0038868678,ʌ
787,BR,i,BR452,0.0022492718,oʊ
788,BR,i,BR452,0.0021774096,u
789,BR,i,BR452,0.0005536355,ʊ
4270,BR,i,BR454,0.21440631,i
4271,BR,i,BR454,0.020423302,ɪ
4272,BR,i,BR454,0.53642464,eɪ
4273,BR,i,BR454,0.181089,ɛ
4274,BR,i,BR454,0.00064396526,æ
4275,BR,i,BR454,9.040746e-05,ɑ
4276,BR,i,BR454,0.0017129584,ʌ
4277,BR,i,BR454,0.00649866,oʊ
4278,BR,i,BR454,0.014035003,u
4279,BR,i,BR454,0.024675837,ʊ
380,BR,i,BR46,0.5436022,i
381,BR,i,BR46,0.0037427633,ɪ
382,BR,i,BR46,0.4164383,eɪ
383,BR,i,BR46,0.029475072,ɛ
384,BR,i,BR46,0.0053221374,æ
385,BR,i,BR46,2.9638628e-05,ɑ
386,BR,i,BR46,0.00013292844,ʌ
387,BR,i,BR46,0.0005648659,oʊ
388,BR,i,BR46,0.00067448977,u
389,BR,i,BR46,1.7641953e-05,ʊ
6090,BR,i,BR47,0.98850316,i
6091,BR,i,BR47,0.0053131166,ɪ
6092,BR,i,BR47,0.004008104,eɪ
6093,BR,i,BR47,0.0018744373,ɛ
6094,BR,i,BR47,0.00019367205,æ
6095,BR,i,BR47,6.5395e-06,ɑ
6096,BR,i,BR47,6.679071e-06,ʌ
6097,BR,i,BR47,1.6970456e-05,oʊ
6098,BR,i,BR47,6.511002e-05,u
6099,BR,i,BR47,1.2104574e-05,ʊ
5150,BR,i,BR496,0.18467957,i
5151,BR,i,BR496,0.06496726,ɪ
5152,BR,i,BR496,0.4283981,eɪ
5153,BR,i,BR496,0.31189612,ɛ
5154,BR,i,BR496,0.00057127693,æ
5155,BR,i,BR496,3.12949e-05,ɑ
5156,BR,i,BR496,0.00058808166,ʌ
5157,BR,i,BR496,0.0035976027,oʊ
5158,BR,i,BR496,0.0029008295,u
5159,BR,i,BR496,0.0023699014,ʊ
3500,BR,i,BR741,0.98917097,i
3501,BR,i,BR741,0.0043528974,ɪ
3502,BR,i,BR741,0.0059366473,eɪ
3503,BR,i,BR741,0.00032844473,ɛ
3504,BR,i,BR741,1.5770067e-05,æ
3505,BR,i,BR741,1.3595937e-06,ɑ
3506,BR,i,BR741,5.5574806e-06,ʌ
3507,BR,i,BR741,3.349545e-05,oʊ
3508,BR,i,BR741,0.00015303958,u
3509,BR,i,BR741,1.9368592e-06,ʊ
7280,BR,i,BR742,0.99996436,i
7281,BR,i,BR742,2.442056e-07,ɪ
7282,BR,i,BR742,3.3922995e-05,eɪ
7283,BR,i,BR742,3.9842226e-07,ɛ
7284,BR,i,BR742,5.0610442e-08,æ
7285,BR,i,BR742,1.2596824e-09,ɑ
7286,BR,i,BR742,3.0310567e-09,ʌ
7287,BR,i,BR742,1.2471278e-07,oʊ
7288,BR,i,BR742,9.996181e-07,u
7289,BR,i,BR742,3.7644934e-08,ʊ
6140,BR,i,BR757,0.5163552,i
6141,BR,i,BR757,9.014442e-05,ɪ
6142,BR,i,BR757,0.48332718,eɪ
6143,BR,i,BR757,0.00015031987,ɛ
6144,BR,i,BR757,1.3555885e-05,æ
6145,BR,i,BR757,3.1806528e-07,ɑ
6146,BR,i,BR757,1.0822216e-05,ʌ
6147,BR,i,BR757,1.759516e-05,oʊ
6148,BR,i,BR757,3.091064e-05,u
6149,BR,i,BR757,3.948119e-06,ʊ
7730,BR,i,BR796,0.58101964,i
7731,BR,i,BR796,0.026503058,ɪ
7732,BR,i,BR796,0.3864288,eɪ
7733,BR,i,BR796,0.004022913,ɛ
7734,BR,i,BR796,6.987172e-05,æ
7735,BR,i,BR796,5.6365147e-06,ɑ
7736,BR,i,BR796,0.0001683312,ʌ
7737,BR,i,BR796,0.0002940991,oʊ
7738,BR,i,BR796,0.0013504712,u
7739,BR,i,BR796,0.00013722868,ʊ
2610,BR,i,BR99,0.99301744,i
2611,BR,i,BR99,6.048085e-05,ɪ
2612,BR,i,BR99,0.006812462,eɪ
2613,BR,i,BR99,2.5019019e-05,ɛ
2614,BR,i,BR99,7.136832e-05,æ
2615,BR,i,BR99,8.132683e-07,ɑ
2616,BR,i,BR99,2.8718703e-06,ʌ
2617,BR,i,BR99,3.4540028e-06,oʊ
