,language,vowel,file,probabilities,classification
1570,BR,i,BR132,0.10227229,i
1571,BR,i,BR132,0.6091488,ɪ
1572,BR,i,BR132,0.1592555,eɪ
1573,BR,i,BR132,0.124620184,ɛ
1574,BR,i,BR132,0.0042512747,æ
1575,BR,i,BR132,7.6151905e-06,ɑ
1576,BR,i,BR132,9.0324764e-05,ʌ
1577,BR,i,BR132,7.9439335e-05,oʊ
1578,BR,i,BR132,0.0001004575,u
1579,BR,i,BR132,0.00017404178,ʊ
4920,BR,i,BR329,3.876408e-05,i
4921,BR,i,BR329,0.00020779898,ɪ
4922,BR,i,BR329,0.74350244,eɪ
4923,BR,i,BR329,0.2417485,ɛ
4924,BR,i,BR329,0.007309981,æ
4925,BR,i,BR329,2.3354278e-05,ɑ
4926,BR,i,BR329,0.002824448,ʌ
4927,BR,i,BR329,0.004108795,oʊ
4928,BR,i,BR329,6.512e-05,u
4929,BR,i,BR329,0.00017075351,ʊ
5820,BR,i,BR373,0.030200673,i
5821,BR,i,BR373,0.96297014,ɪ
5822,BR,i,BR373,0.0009231821,eɪ
5823,BR,i,BR373,0.004738361,ɛ
5824,BR,i,BR373,0.00013109499,æ
5825,BR,i,BR373,6.740599e-06,ɑ
5826,BR,i,BR373,7.4112377e-06,ʌ
5827,BR,i,BR373,3.5338815e-06,oʊ
5828,BR,i,BR373,0.00014544588,u
5829,BR,i,BR373,0.0008731981,ʊ
8220,BR,i,BR374,0.00040087596,i
8221,BR,i,BR374,0.00016125831,ɪ
8222,BR,i,BR374,0.22442318,eɪ
8223,BR,i,BR374,0.7693832,ɛ
8224,BR,i,BR374,0.001867258,æ
8225,BR,i,BR374,6.282673e-05,ɑ
8226,BR,i,BR374,0.00087431195,ʌ
8227,BR,i,BR374,0.0024725073,oʊ
8228,BR,i,BR374,2.8349352e-05,u
8229,BR,i,BR374,0.00032614864,ʊ
7040,BR,i,BR375,0.00042985784,i
7041,BR,i,BR375,3.393728e-05,ɪ
7042,BR,i,BR375,0.5978681,eɪ
7043,BR,i,BR375,0.33887157,ɛ
7044,BR,i,BR375,0.056493025,æ
7045,BR,i,BR375,0.0003526431,ɑ
7046,BR,i,BR375,0.00044706327,ʌ
7047,BR,i,BR375,0.0047045094,oʊ
7048,BR,i,BR375,2.9074195e-05,u
7049,BR,i,BR375,0.0007701963,ʊ
780,BR,i,BR452,0.124807894,i
781,BR,i,BR452,0.0042044804,ɪ
782,BR,i,BR452,0.648066,eɪ
783,BR,i,BR452,0.19208309,ɛ
784,BR,i,BR452,0.015430123,æ
785,BR,i,BR452,0.0005617678,ɑ
786,BR,i,BR452,0.0014121117,ʌ
787,BR,i,BR452,0.0094403075,oʊ
788,BR,i,BR452,0.003105113,u
789,BR,i,BR452,0.000889087,ʊ
4270,BR,i,BR454,0.03714715,i
4271,BR,i,BR454,0.05994717,ɪ
4272,BR,i,BR454,0.5543681,eɪ
4273,BR,i,BR454,0.3334821,ɛ
4274,BR,i,BR454,0.00054659555,æ
4275,BR,i,BR454,0.00011791413,ɑ
4276,BR,i,BR454,0.002936529,ʌ
4277,BR,i,BR454,0.0048854505,oʊ
4278,BR,i,BR454,0.002116394,u
4279,BR,i,BR454,0.0044525997,ʊ
380,BR,i,BR46,0.08047054,i
381,BR,i,BR46,0.14743094,ɪ
382,BR,i,BR46,0.4983873,eɪ
383,BR,i,BR46,0.2602064,ɛ
384,BR,i,BR46,0.009965668,æ
385,BR,i,BR46,0.00011112831,ɑ
386,BR,i,BR46,0.0020353037,ʌ
387,BR,i,BR46,0.00122412,oʊ
388,BR,i,BR46,0.000118439966,u
389,BR,i,BR46,5.0169005e-05,ʊ
6090,BR,i,BR47,0.6921224,i
6091,BR,i,BR47,0.23904516,ɪ
6092,BR,i,BR47,0.027119711,eɪ
6093,BR,i,BR47,0.03890889,ɛ
6094,BR,i,BR47,0.001831046,æ
6095,BR,i,BR47,6.866196e-05,ɑ
6096,BR,i,BR47,0.00056778576,ʌ
6097,BR,i,BR47,0.00013206697,oʊ
6098,BR,i,BR47,0.0001285439,u
6099,BR,i,BR47,7.5807286e-05,ʊ
5150,BR,i,BR496,0.012491764,i
5151,BR,i,BR496,0.094733775,ɪ
5152,BR,i,BR496,0.50363255,eɪ
5153,BR,i,BR496,0.38340077,ɛ
5154,BR,i,BR496,0.0006750968,æ
5155,BR,i,BR496,5.0477785e-05,ɑ
5156,BR,i,BR496,0.00023238345,ʌ
5157,BR,i,BR496,0.002436316,oʊ
5158,BR,i,BR496,0.0010450362,u
5159,BR,i,BR496,0.0013017599,ʊ
3500,BR,i,BR741,0.778922,i
3501,BR,i,BR741,0.12072691,ɪ
3502,BR,i,BR741,0.09460938,eɪ
3503,BR,i,BR741,0.0035235658,ɛ
3504,BR,i,BR741,0.00031094512,æ
3505,BR,i,BR741,2.0203417e-05,ɑ
3506,BR,i,BR741,3.799458e-05,ʌ
3507,BR,i,BR741,0.0014763908,oʊ
3508,BR,i,BR741,0.000349605,u
3509,BR,i,BR741,2.2846012e-05,ʊ
7280,BR,i,BR742,0.99906117,i
7281,BR,i,BR742,3.936277e-06,ɪ
7282,BR,i,BR742,0.0008885109,eɪ
7283,BR,i,BR742,9.394349e-06,ɛ
7284,BR,i,BR742,1.7612717e-06,æ
7285,BR,i,BR742,2.9386332e-08,ɑ
7286,BR,i,BR742,2.8301988e-08,ʌ
7287,BR,i,BR742,6.0432762e-06,oʊ
7288,BR,i,BR742,2.852281e-05,u
7289,BR,i,BR742,7.485055e-07,ʊ
6140,BR,i,BR757,0.20109546,i
6141,BR,i,BR757,0.0003226598,ɪ
6142,BR,i,BR757,0.7979737,eɪ
6143,BR,i,BR757,0.0003780573,ɛ
6144,BR,i,BR757,7.483111e-05,æ
6145,BR,i,BR757,1.4651317e-06,ɑ
6146,BR,i,BR757,6.305857e-06,ʌ
6147,BR,i,BR757,6.672701e-05,oʊ
6148,BR,i,BR757,7.086165e-05,u
6149,BR,i,BR757,1.00490915e-05,ʊ
7730,BR,i,BR796,0.24703152,i
7731,BR,i,BR796,0.11815143,ɪ
7732,BR,i,BR796,0.6045071,eɪ
7733,BR,i,BR796,0.024039106,ɛ
7734,BR,i,BR796,0.00017099536,æ
7735,BR,i,BR796,1.15789935e-05,ɑ
7736,BR,i,BR796,0.00016030227,ʌ
7737,BR,i,BR796,0.0008049907,oʊ
7738,BR,i,BR796,0.004785872,u
7739,BR,i,BR796,0.00033708912,ʊ
2610,BR,i,BR99,0.85170877,i
2611,BR,i,BR99,0.002000773,ɪ
