,language,vowel,file,probabilities,classification
1570,BR,i,BR132,0.1998669,i
1571,BR,i,BR132,0.68796337,ɪ
1572,BR,i,BR132,0.085919715,eɪ
1573,BR,i,BR132,0.024240686,ɛ
1574,BR,i,BR132,0.0019238744,æ
1575,BR,i,BR132,4.25391e-06,ɑ
1576,BR,i,BR132,7.4467303e-06,ʌ
1577,BR,i,BR132,1.52331395e-05,oʊ
1578,BR,i,BR132,3.7794543e-05,u
1579,BR,i,BR132,2.0586196e-05,ʊ
4920,BR,i,BR329,2.7086888e-05,i
4921,BR,i,BR329,4.257206e-05,ɪ
4922,BR,i,BR329,0.95614845,eɪ
4923,BR,i,BR329,0.037303146,ɛ
4924,BR,i,BR329,0.0042263693,æ
4925,BR,i,BR329,4.0105195e-05,ɑ
4926,BR,i,BR329,0.0008075034,ʌ
4927,BR,i,BR329,0.0012400443,oʊ
4928,BR,i,BR329,6.2021434e-05,u
4929,BR,i,BR329,0.00010283814,ʊ
5820,BR,i,BR373,0.08390117,i
5821,BR,i,BR373,0.9087643,ɪ
5822,BR,i,BR373,0.0040255124,eɪ
5823,BR,i,BR373,0.0020914695,ɛ
5824,BR,i,BR373,5.9642673e-05,æ
5825,BR,i,BR373,5.8159985e-06,ɑ
5826,BR,i,BR373,6.3774964e-06,ʌ
5827,BR,i,BR373,1.9884797e-06,oʊ
5828,BR,i,BR373,0.00016784473,u
5829,BR,i,BR373,0.0009757156,ʊ
8220,BR,i,BR374,0.00031546186,i
8221,BR,i,BR374,0.0001393375,ɪ
8222,BR,i,BR374,0.36396718,eɪ
8223,BR,i,BR374,0.6288789,ɛ
8224,BR,i,BR374,0.0022512653,æ
8225,BR,i,BR374,4.2031224e-05,ɑ
8226,BR,i,BR374,0.00022928044,ʌ
8227,BR,i,BR374,0.003861923,oʊ
8228,BR,i,BR374,1.3095583e-05,u
8229,BR,i,BR374,0.00030149386,ʊ
7040,BR,i,BR375,0.0003851952,i
7041,BR,i,BR375,2.5134917e-05,ɪ
7042,BR,i,BR375,0.8353741,eɪ
7043,BR,i,BR375,0.12905051,ɛ
7044,BR,i,BR375,0.029920204,æ
7045,BR,i,BR375,0.00090993155,ɑ
7046,BR,i,BR375,0.00020638158,ʌ
7047,BR,i,BR375,0.0037775512,oʊ
7048,BR,i,BR375,3.4875084e-05,u
7049,BR,i,BR375,0.00031627328,ʊ
780,BR,i,BR452,0.190848,i
781,BR,i,BR452,0.0012552156,ɪ
782,BR,i,BR452,0.7525185,eɪ
783,BR,i,BR452,0.043064877,ɛ
784,BR,i,BR452,0.008758779,æ
785,BR,i,BR452,0.0008692503,ɑ
786,BR,i,BR452,0.0006516744,ʌ
787,BR,i,BR452,0.0009783986,oʊ
788,BR,i,BR452,0.0007696431,u
789,BR,i,BR452,0.0002857051,ʊ
4270,BR,i,BR454,0.032073535,i
4271,BR,i,BR454,0.04684651,ɪ
4272,BR,i,BR454,0.85861766,eɪ
4273,BR,i,BR454,0.055087607,ɛ
4274,BR,i,BR454,0.0012974355,æ
4275,BR,i,BR454,0.00014164178,ɑ
4276,BR,i,BR454,0.001145542,ʌ
4277,BR,i,BR454,0.001581136,oʊ
4278,BR,i,BR454,0.0020009403,u
4279,BR,i,BR454,0.0012079413,ʊ
380,BR,i,BR46,0.051419064,i
381,BR,i,BR46,0.038178768,ɪ
382,BR,i,BR46,0.8861913,eɪ
383,BR,i,BR46,0.01640045,ɛ
384,BR,i,BR46,0.007625987,æ
385,BR,i,BR46,1.8587167e-05,ɑ
386,BR,i,BR46,2.6781348e-05,ʌ
387,BR,i,BR46,6.618745e-05,oʊ
388,BR,i,BR46,6.841362e-05,u
389,BR,i,BR46,4.3650025e-06,ʊ
6090,BR,i,BR47,0.9673786,i
6091,BR,i,BR47,0.017323568,ɪ
6092,BR,i,BR47,0.012007012,eɪ
6093,BR,i,BR47,0.002215658,ɛ
6094,BR,i,BR47,0.0010173784,æ
6095,BR,i,BR47,1.581152e-05,ɑ
6096,BR,i,BR47,8.7276885e-06,ʌ
6097,BR,i,BR47,1.1363614e-05,oʊ
6098,BR,i,BR47,1.6743159e-05,u
6099,BR,i,BR47,5.0777817e-06,ʊ
5150,BR,i,BR496,0.022659216,i
5151,BR,i,BR496,0.061133463,ɪ
5152,BR,i,BR496,0.8282554,eɪ
5153,BR,i,BR496,0.08433835,ɛ
5154,BR,i,BR496,0.0011256598,æ
5155,BR,i,BR496,5.1708354e-05,ɑ
5156,BR,i,BR496,5.6551846e-05,ʌ
5157,BR,i,BR496,0.00073674036,oʊ
5158,BR,i,BR496,0.001094896,u
5159,BR,i,BR496,0.0005478666,ʊ
3500,BR,i,BR741,0.7079506,i
3501,BR,i,BR741,0.16335793,ɪ
3502,BR,i,BR741,0.12555704,eɪ
3503,BR,i,BR741,0.0024892555,ɛ
3504,BR,i,BR741,0.00013827384,æ
3505,BR,i,BR741,3.098432e-06,ɑ
3506,BR,i,BR741,2.1691358e-06,ʌ
3507,BR,i,BR741,5.9412785e-05,oʊ
3508,BR,i,BR741,0.0004370794,u
3509,BR,i,BR741,5.037854e-06,ʊ
7280,BR,i,BR742,0.99974376,i
7281,BR,i,BR742,1.065868e-06,ɪ
7282,BR,i,BR742,0.00025189176,eɪ
7283,BR,i,BR742,1.0081585e-06,ɛ
7284,BR,i,BR742,2.117605e-07,æ
7285,BR,i,BR742,4.050299e-09,ɑ
7286,BR,i,BR742,3.7326777e-09,ʌ
7287,BR,i,BR742,2.3794344e-07,oʊ
7288,BR,i,BR742,1.7564613e-06,u
7289,BR,i,BR742,5.1152e-08,ʊ
6140,BR,i,BR757,0.11388719,i
6141,BR,i,BR757,0.0016135446,ɪ
6142,BR,i,BR757,0.8842757,eɪ
6143,BR,i,BR757,0.00015890675,ɛ
6144,BR,i,BR757,3.266442e-05,æ
6145,BR,i,BR757,4.5099165e-07,ɑ
6146,BR,i,BR757,4.1846192e-06,ʌ
6147,BR,i,BR757,6.410841e-06,oʊ
