,language,vowel,file,probabilities,classification
1570,BR,i,BR132,0.23768628,i
1571,BR,i,BR132,0.64546764,ɪ
1572,BR,i,BR132,0.08976515,eɪ
1573,BR,i,BR132,0.02541852,ɛ
1574,BR,i,BR132,0.0015343472,æ
1575,BR,i,BR132,3.830289e-06,ɑ
1576,BR,i,BR132,2.382995e-05,ʌ
1577,BR,i,BR132,1.4300909e-05,oʊ
1578,BR,i,BR132,6.735692e-05,u
1579,BR,i,BR132,1.8729475e-05,ʊ
4920,BR,i,BR329,6.243463e-05,i
4921,BR,i,BR329,0.0001432374,ɪ
4922,BR,i,BR329,0.9286442,eɪ
4923,BR,i,BR329,0.06413147,ɛ
4924,BR,i,BR329,0.0034713838,æ
4925,BR,i,BR329,2.0556108e-05,ɑ
4926,BR,i,BR329,0.0012243107,ʌ
4927,BR,i,BR329,0.0022227662,oʊ
4928,BR,i,BR329,2.8845798e-05,u
4929,BR,i,BR329,5.0746607e-05,ʊ
5820,BR,i,BR373,0.13499391,i
5821,BR,i,BR373,0.8612451,ɪ
5822,BR,i,BR373,0.0014201839,eɪ
5823,BR,i,BR373,0.0018586108,ɛ
5824,BR,i,BR373,0.00018402738,æ
5825,BR,i,BR373,6.683588e-06,ɑ
5826,BR,i,BR373,2.6256507e-06,ʌ
5827,BR,i,BR373,1.7724883e-06,oʊ
5828,BR,i,BR373,8.241273e-05,u
5829,BR,i,BR373,0.00020477179,ʊ
8220,BR,i,BR374,0.00044749523,i
8221,BR,i,BR374,0.000111976595,ɪ
8222,BR,i,BR374,0.27320358,eɪ
8223,BR,i,BR374,0.7218193,ɛ
8224,BR,i,BR374,0.0019754057,æ
8225,BR,i,BR374,6.065067e-05,ɑ
8226,BR,i,BR374,0.00013029213,ʌ
8227,BR,i,BR374,0.0019816854,oʊ
8228,BR,i,BR374,1.985694e-05,u
8229,BR,i,BR374,0.00024982987,ʊ
7040,BR,i,BR375,0.0007115446,i
7041,BR,i,BR375,0.00011300955,ɪ
7042,BR,i,BR375,0.66409683,eɪ
7043,BR,i,BR375,0.25132534,ɛ
7044,BR,i,BR375,0.08013253,æ
7045,BR,i,BR375,0.0007057488,ɑ
7046,BR,i,BR375,0.00021400987,ʌ
7047,BR,i,BR375,0.0023510763,oʊ
7048,BR,i,BR375,3.9558858e-05,u
7049,BR,i,BR375,0.00031039582,ʊ
780,BR,i,BR452,0.30790102,i
781,BR,i,BR452,0.012506984,ɪ
782,BR,i,BR452,0.39617404,eɪ
783,BR,i,BR452,0.2727186,ɛ
784,BR,i,BR452,0.007198834,æ
785,BR,i,BR452,7.2019575e-05,ɑ
786,BR,i,BR452,0.0004231861,ʌ
787,BR,i,BR452,0.0013399665,oʊ
788,BR,i,BR452,0.0014400331,u
789,BR,i,BR452,0.00022541186,ʊ
4270,BR,i,BR454,0.08398997,i
4271,BR,i,BR454,0.064432725,ɪ
4272,BR,i,BR454,0.5590653,eɪ
4273,BR,i,BR454,0.26159716,ɛ
4274,BR,i,BR454,0.0004986307,æ
4275,BR,i,BR454,0.00016034766,ɑ
4276,BR,i,BR454,0.020668231,ʌ
4277,BR,i,BR454,0.0064070197,oʊ
4278,BR,i,BR454,0.0016398442,u
4279,BR,i,BR454,0.0015407731,ʊ
380,BR,i,BR46,0.21059318,i
381,BR,i,BR46,0.03910352,ɪ
382,BR,i,BR46,0.71373326,eɪ
383,BR,i,BR46,0.034445602,ɛ
384,BR,i,BR46,0.0014800006,æ
385,BR,i,BR46,2.5944886e-05,ɑ
386,BR,i,BR46,0.00018662834,ʌ
387,BR,i,BR46,0.0002836378,oʊ
388,BR,i,BR46,0.0001394203,u
389,BR,i,BR46,8.775732e-06,ʊ
6090,BR,i,BR47,0.96181685,i
6091,BR,i,BR47,0.029358033,ɪ
6092,BR,i,BR47,0.0034248843,eɪ
6093,BR,i,BR47,0.0051791547,ɛ
6094,BR,i,BR47,0.00016555144,æ
6095,BR,i,BR47,4.32488e-06,ɑ
6096,BR,i,BR47,1.2004956e-05,ʌ
6097,BR,i,BR47,6.6581524e-06,oʊ
6098,BR,i,BR47,2.7598959e-05,u
6099,BR,i,BR47,4.67888e-06,ʊ
5150,BR,i,BR496,0.04928287,i
5151,BR,i,BR496,0.23411305,ɪ
5152,BR,i,BR496,0.19776964,eɪ
5153,BR,i,BR496,0.5149203,ɛ
5154,BR,i,BR496,0.00031055976,æ
5155,BR,i,BR496,2.59713e-05,ɑ
5156,BR,i,BR496,0.00021099631,ʌ
5157,BR,i,BR496,0.0014458637,oʊ
5158,BR,i,BR496,0.0011602254,u
5159,BR,i,BR496,0.00076052285,ʊ
3500,BR,i,BR741,0.76171935,i
3501,BR,i,BR741,0.20776005,ɪ
3502,BR,i,BR741,0.02675446,eɪ
3503,BR,i,BR741,0.003208654,ɛ
3504,BR,i,BR741,9.309009e-05,æ
3505,BR,i,BR741,3.88663e-06,ɑ
3506,BR,i,BR741,3.4767302e-06,ʌ
3507,BR,i,BR741,0.00010698921,oʊ
3508,BR,i,BR741,0.0003450704,u
3509,BR,i,BR741,4.9722894e-06,ʊ
7280,BR,i,BR742,0.99997497,i
7281,BR,i,BR742,1.1198422e-07,ɪ
7282,BR,i,BR742,2.4356648e-05,eɪ
7283,BR,i,BR742,1.3642101e-07,ɛ
7284,BR,i,BR742,2.206985e-08,æ
7285,BR,i,BR742,2.9015776e-10,ɑ
7286,BR,i,BR742,1.6970267e-10,ʌ
7287,BR,i,BR742,3.7372903e-08,oʊ
7288,BR,i,BR742,4.5987542e-07,u
7289,BR,i,BR742,6.9607125e-09,ʊ
6140,BR,i,BR757,0.52599776,i
6141,BR,i,BR757,0.0013253206,ɪ
6142,BR,i,BR757,0.47219253,eɪ
6143,BR,i,BR757,0.00038717617,ɛ
6144,BR,i,BR757,4.6323523e-05,æ
6145,BR,i,BR757,2.831719e-07,ɑ
6146,BR,i,BR757,2.1987446e-05,ʌ
6147,BR,i,BR757,8.7428e-06,oʊ
6148,BR,i,BR757,1.7189812e-05,u
6149,BR,i,BR757,2.7054193e-06,ʊ
7730,BR,i,BR796,0.17218694,i
7731,BR,i,BR796,0.3675133,ɪ
7732,BR,i,BR796,0.4542063,eɪ
7733,BR,i,BR796,0.0051314957,ɛ
7734,BR,i,BR796,3.6328078e-05,æ
7735,BR,i,BR796,3.934133e-06,ɑ
7736,BR,i,BR796,8.211681e-05,ʌ
7737,BR,i,BR796,9.27104e-05,oʊ
7738,BR,i,BR796,0.00070265867,u
7739,BR,i,BR796,4.424465e-05,ʊ
2610,BR,i,BR99,0.99313354,i
2611,BR,i,BR99,1.0761804e-05,ɪ
2612,BR,i,BR99,0.0067491056,eɪ
2613,BR,i,BR99,3.0627605e-05,ɛ
2614,BR,i,BR99,6.4444095e-05,æ
2615,BR,i,BR99,8.747979e-07,ɑ
2616,BR,i,BR99,1.8703495e-06,ʌ
2617,BR,i,BR99,2.8701031e-06,oʊ
2618,BR,i,BR99,5.072359e-06,u
2619,BR,i,BR99,8.545332e-07,ʊ
2000,BR,i,BR992,0.040795498,i
2001,BR,i,BR992,2.9424567e-05,ɪ
2002,BR,i,BR992,0.9578581,eɪ
2003,BR,i,BR992,0.00055479433,ɛ
2004,BR,i,BR992,0.0006105882,æ
2005,BR,i,BR992,2.5429977e-06,ɑ
2006,BR,i,BR992,5.1094794e-06,ʌ
2007,BR,i,BR992,1.8856988e-05,oʊ
2008,BR,i,BR992,0.000100567966,u
2009,BR,i,BR992,2.4561148e-05,ʊ
760,BR,ĩ,BR1025,0.98823124,i
761,BR,ĩ,BR1025,3.755788e-07,ɪ
762,BR,ĩ,BR1025,0.011754969,eɪ
763,BR,ĩ,BR1025,3.723024e-06,ɛ
764,BR,ĩ,BR1025,6.8652657e-06,æ
765,BR,ĩ,BR1025,3.1902206e-07,ɑ
766,BR,ĩ,BR1025,2.8975673e-08,ʌ
767,BR,ĩ,BR1025,1.8531825e-06,oʊ
768,BR,ĩ,BR1025,5.8569793e-07,u
769,BR,ĩ,BR1025,1.972595e-08,ʊ
2030,BR,ĩ,BR1029,0.05673688,i
2031,BR,ĩ,BR1029,0.0006880256,ɪ
2032,BR,ĩ,BR1029,0.9225307,eɪ
2033,BR,ĩ,BR1029,0.003942434,ɛ
2034,BR,ĩ,BR1029,0.015550812,æ
2035,BR,ĩ,BR1029,6.597142e-05,ɑ
2036,BR,ĩ,BR1029,9.397055e-05,ʌ
2037,BR,ĩ,BR1029,0.0002732771,oʊ
2038,BR,ĩ,BR1029,0.000101718084,u
2039,BR,ĩ,BR1029,1.6155154e-05,ʊ
7770,BR,ĩ,BR154,0.16719489,i
7771,BR,ĩ,BR154,6.214401e-05,ɪ
7772,BR,ĩ,BR154,0.78011656,eɪ
7773,BR,ĩ,BR154,0.01839592,ɛ
7774,BR,ĩ,BR154,0.03384767,æ
7775,BR,ĩ,BR154,3.0316165e-05,ɑ
7776,BR,ĩ,BR154,2.889965e-05,ʌ
7777,BR,ĩ,BR154,0.00024593438,oʊ
7778,BR,ĩ,BR154,6.756382e-05,u
7779,BR,ĩ,BR154,9.967965e-06,ʊ
3920,BR,ĩ,BR158,0.005143481,i
3921,BR,ĩ,BR158,0.00070387,ɪ
3922,BR,ĩ,BR158,0.7688779,eɪ
3923,BR,ĩ,BR158,0.12942116,ɛ
3924,BR,ĩ,BR158,0.0693757,æ
3925,BR,ĩ,BR158,3.43994e-05,ɑ
3926,BR,ĩ,BR158,0.02639319,ʌ
3927,BR,ĩ,BR158,2.0575953e-05,oʊ
