Unnamed: 0,probabilities,classification,language,vowel,file
8251,0.9482347071170807,i,BR,i,BR132
8257,0.030496994219720307,ɪ,BR,i,BR132
8250,0.006580529804341431,eɪ,BR,i,BR132
8256,0.0050064935931004,ɛ,BR,i,BR132
8254,0.0005132733684149101,æ,BR,i,BR132
8255,0.00022458900057241768,ɑ,BR,i,BR132
8259,0.0005659837632265134,ʌ,BR,i,BR132
8252,0.0002847835803549524,oʊ,BR,i,BR132
8253,0.004755564019433161,u,BR,i,BR132
8258,0.00333703160868021,ʊ,BR,i,BR132
7411,0.0662565473467111,i,BR,i,BR329
7417,0.8633277595043183,ɪ,BR,i,BR329
7410,0.01364760790020223,eɪ,BR,i,BR329
7416,0.03492691321298477,ɛ,BR,i,BR329
7414,0.0055443191085941595,æ,BR,i,BR329
7415,0.00015992519402060083,ɑ,BR,i,BR329
7419,0.0018285422353073524,ʌ,BR,i,BR329
7412,0.0025485370351816103,oʊ,BR,i,BR329
7413,0.0030184274539350998,u,BR,i,BR329
7418,0.008741408330388329,ʊ,BR,i,BR329
8511,0.7044916957616806,i,BR,i,BR373
8517,0.23627460002899164,ɪ,BR,i,BR373
8510,0.03395992489531631,eɪ,BR,i,BR373
8516,0.011584680690430069,ɛ,BR,i,BR373
8514,0.00039472779317288007,æ,BR,i,BR373
8515,5.832292154082097e-05,ɑ,BR,i,BR373
8519,0.00117340576834972,ʌ,BR,i,BR373
8512,0.00022681762347925432,oʊ,BR,i,BR373
8513,0.00580593976192172,u,BR,i,BR373
8518,0.00602990968618536,ʊ,BR,i,BR373
7631,0.20674645844846964,i,BR,i,BR374
7637,0.7213103175163269,ɪ,BR,i,BR374
7630,0.00829424685798579,eɪ,BR,i,BR374
7636,0.023609309294260996,ɛ,BR,i,BR374
7634,0.004602429839724141,æ,BR,i,BR374
7635,0.00034069487992377696,ɑ,BR,i,BR374
7639,0.004636767498595819,ʌ,BR,i,BR374
7632,0.0013765613693976302,oʊ,BR,i,BR374
7633,0.012815925653558158,u,BR,i,BR374
7638,0.016267302562482606,ʊ,BR,i,BR374
7761,0.6383364133536815,i,BR,i,BR375
7767,0.3372973889112473,ɪ,BR,i,BR375
7760,0.00496970032982058,eɪ,BR,i,BR375
7766,0.01613365611992772,ɛ,BR,i,BR375
7764,0.0009834308846620398,æ,BR,i,BR375
7765,4.037556668662669e-05,ɑ,BR,i,BR375
7769,0.00015296805067914585,ʌ,BR,i,BR375
7762,6.845102834631326e-05,oʊ,BR,i,BR375
7763,0.00072644215251781,u,BR,i,BR375
7768,0.00129119767807417,ʊ,BR,i,BR375
7491,0.7556850790977478,i,BR,i,BR452
7497,0.07538245469331736,ɪ,BR,i,BR452
7490,0.0038359482714440097,eɪ,BR,i,BR452
7496,0.015096492040902318,ɛ,BR,i,BR452
7494,0.00020133809448448,æ,BR,i,BR452
7495,0.00040930104296417165,ɑ,BR,i,BR452
7499,0.02917931767879049,ʌ,BR,i,BR452
7492,0.00152634430560278,oʊ,BR,i,BR452
7493,0.07556794965639706,u,BR,i,BR452
7498,0.04311581770889457,ʊ,BR,i,BR452
7171,0.1381148003041744,i,BR,i,BR454
7177,0.8077014029026032,ɪ,BR,i,BR454
7170,0.0038174215338585343,eɪ,BR,i,BR454
7176,0.02752133756875987,ɛ,BR,i,BR454
7174,0.0015773984880979367,æ,BR,i,BR454
7175,0.0006873747232020377,ɑ,BR,i,BR454
7179,0.00679744228837075,ʌ,BR,i,BR454
7172,0.0019147920098020715,oʊ,BR,i,BR454
7173,0.010393800612655421,u,BR,i,BR454
7178,0.0014742453582584397,ʊ,BR,i,BR454
7791,0.6374072194099426,i,BR,i,BR46
7797,0.18670985326170922,ɪ,BR,i,BR46
7790,0.020067774504423097,eɪ,BR,i,BR46
7796,0.12073224298655985,ɛ,BR,i,BR46
7794,0.00054472295159934,æ,BR,i,BR46
7795,7.15317033609537e-05,ɑ,BR,i,BR46
7799,0.0029667969094588904,ʌ,BR,i,BR46
7792,0.0003243997081881,oʊ,BR,i,BR46
7793,0.02102002287283534,u,BR,i,BR46
7798,0.01015547998249526,ʊ,BR,i,BR46
7901,0.9716088950634003,i,BR,i,BR47
7907,0.01686596898362035,ɪ,BR,i,BR47
7900,0.008232548891100989,eɪ,BR,i,BR47
7906,0.0020619130315025704,ɛ,BR,i,BR47
7904,8.98989127335694e-05,æ,BR,i,BR47
7905,6.083345374463533e-06,ɑ,BR,i,BR47
7909,7.054383568174096e-05,ʌ,BR,i,BR47
7902,3.003871279361192e-05,oʊ,BR,i,BR47
7903,0.00064598818862572,u,BR,i,BR47
7908,0.00038810603873566,ʊ,BR,i,BR47
7301,0.16611325368285176,i,BR,i,BR496
7307,0.3281008452177048,ɪ,BR,i,BR496
7300,0.00098006652260659,eɪ,BR,i,BR496
7306,0.08600940201431509,ɛ,BR,i,BR496
7304,0.00024351101892529,æ,BR,i,BR496
7305,0.00051863367261825,ɑ,BR,i,BR496
7309,0.05082366475835437,ʌ,BR,i,BR496
7302,0.00214193971478375,oʊ,BR,i,BR496
7303,0.23036646023392676,u,BR,i,BR496
7308,0.13470223434269427,ʊ,BR,i,BR496
7571,0.5929258167743683,i,BR,i,BR741
7577,0.31778757721185685,ɪ,BR,i,BR741
7570,0.0052801718236878,eɪ,BR,i,BR741
7576,0.03228910081088539,ɛ,BR,i,BR741
7574,7.783246001053235e-05,æ,BR,i,BR741
7575,2.9624018407048424e-05,ɑ,BR,i,BR741
7579,0.0011087506602052099,ʌ,BR,i,BR741
7572,0.0007404136893455378,oʊ,BR,i,BR741
7573,0.03987371954135592,u,BR,i,BR741
7578,0.009886994981206902,ʊ,BR,i,BR741
8321,0.9793364763259887,i,BR,i,BR742
8327,0.01282515148632222,ɪ,BR,i,BR742
8320,0.007027514884248319,eɪ,BR,i,BR742
8326,0.00023071194009384666,ɛ,BR,i,BR742
8324,1.6071116618832093e-05,æ,BR,i,BR742
8325,1.2027210283349632e-05,ɑ,BR,i,BR742
8329,5.991971056573675e-05,ʌ,BR,i,BR742
8322,6.506790477941645e-05,oʊ,BR,i,BR742
8323,0.00019295837482784353,u,BR,i,BR742
8328,0.0002341069921385093,ʊ,BR,i,BR742
7811,0.9641371965408325,i,BR,i,BR757
7817,0.030665267631411502,ɪ,BR,i,BR757
7810,0.00258071941207158,eɪ,BR,i,BR757
7816,0.00140065276646051,ɛ,BR,i,BR757
7814,0.00017085892775409953,æ,BR,i,BR757
7815,6.777197286281686e-05,ɑ,BR,i,BR757
7819,7.075612675179593e-05,ʌ,BR,i,BR757
7812,0.0001527163171203631,oʊ,BR,i,BR757
7813,0.0004164350481005095,u,BR,i,BR757
7818,0.00033766655033099,ʊ,BR,i,BR757
6731,0.7192169100046157,i,BR,i,BR796
6737,0.21077246591448778,ɪ,BR,i,BR796
6730,0.04038081094622607,eɪ,BR,i,BR796
6736,0.00898743346333499,ɛ,BR,i,BR796
6734,0.0004550291907434702,æ,BR,i,BR796
6735,0.00022005351438562974,ɑ,BR,i,BR796
6739,0.001096460431290284,ʌ,BR,i,BR796
6732,0.0010147571341803708,oʊ,BR,i,BR796
6733,0.009213984321104299,u,BR,i,BR796
6738,0.00864210408180947,ʊ,BR,i,BR796
7651,0.9914556622505188,i,BR,i,BR99
7657,0.0027270352584309503,ɪ,BR,i,BR99
7650,0.0044181094446684695,eɪ,BR,i,BR99
7656,0.0005082491887150799,ɛ,BR,i,BR99
7654,0.00013286106623125379,æ,BR,i,BR99
7655,4.7907154385026275e-05,ɑ,BR,i,BR99
7659,2.217948776888079e-05,ʌ,BR,i,BR99
7652,3.425781691816284e-05,oʊ,BR,i,BR99
7653,0.00057459351064605,u,BR,i,BR99
7658,7.914885300124145e-05,ʊ,BR,i,BR99
7331,0.845666229724884,i,BR,i,BR992
7337,0.12829411551356312,ɪ,BR,i,BR992
7330,0.00807762129697943,eɪ,BR,i,BR992
7336,0.01186635629564984,ɛ,BR,i,BR992
7334,0.0001279901138331923,æ,BR,i,BR992
7335,0.00010187002335439975,ɑ,BR,i,BR992
7339,0.00077673087216674,ʌ,BR,i,BR992
7332,0.00028720728278127435,oʊ,BR,i,BR992
7333,0.0018307241844012802,u,BR,i,BR992
7338,0.00297116935253139,ʊ,BR,i,BR992
7821,0.9064891636371613,i,BR,ĩ,BR1025
7827,0.02416117116808888,ɪ,BR,ĩ,BR1025
7820,0.03296439889818425,eɪ,BR,ĩ,BR1025
7826,0.00790968958754089,ɛ,BR,ĩ,BR1025
7824,0.00145207249443043,æ,BR,ĩ,BR1025
7825,0.0024299661861732096,ɑ,BR,ĩ,BR1025
7829,0.00254100626043504,ʌ,BR,ĩ,BR1025
7822,0.00763304682914163,oʊ,BR,ĩ,BR1025
7823,0.00977099901065226,u,BR,ĩ,BR1025
7828,0.0046484503429382405,ʊ,BR,ĩ,BR1025
7031,0.6466083377599716,i,BR,ĩ,BR1029
7037,0.27774626985192297,ɪ,BR,ĩ,BR1029
7030,0.00557259020861231,eɪ,BR,ĩ,BR1029
7036,0.04382298756390806,ɛ,BR,ĩ,BR1029
7034,0.005873084510676521,æ,BR,ĩ,BR1029
7035,0.00242533232667479,ɑ,BR,ĩ,BR1029
7039,0.00279652827884996,ʌ,BR,ĩ,BR1029
7032,0.00240432511782268,oʊ,BR,ĩ,BR1029
7033,0.00835488366428757,u,BR,ĩ,BR1029
7038,0.00439566376153374,ʊ,BR,ĩ,BR1029
7801,0.649955415725708,i,BR,ĩ,BR154
7807,0.0903057980118319,ɪ,BR,ĩ,BR154
7800,0.029864849860314246,eɪ,BR,ĩ,BR154
7806,0.030076009524054766,ɛ,BR,ĩ,BR154
7804,0.02594514511874873,æ,BR,ĩ,BR154
7805,0.0143280957563547,ɑ,BR,ĩ,BR154
7809,0.01765843345201569,ʌ,BR,ĩ,BR154
7802,0.04027558690868316,oʊ,BR,ĩ,BR154
7803,0.06516694123856721,u,BR,ĩ,BR154
7808,0.036423716298304445,ʊ,BR,ĩ,BR154
7521,0.788677716255188,i,BR,ĩ,BR158
7527,0.1355623816605657,ɪ,BR,ĩ,BR158
7520,0.0062767640338278596,eɪ,BR,ĩ,BR158
7526,0.0513079127646051,ɛ,BR,ĩ,BR158
7524,0.005575889378087529,æ,BR,ĩ,BR158
7525,0.0015076989835506125,ɑ,BR,ĩ,BR158
7529,0.001514105538444673,ʌ,BR,ĩ,BR158
7522,0.001728516166622249,oʊ,BR,ĩ,BR158
7523,0.004921884199575242,u,BR,ĩ,BR158
7528,0.0029271519666508117,ʊ,BR,ĩ,BR158
8541,0.9651771128177643,i,BR,ĩ,BR159
8547,0.01055954222101715,ɪ,BR,ĩ,BR159
8540,0.0053090587607584295,eɪ,BR,ĩ,BR159
8546,0.00281879465328524,ɛ,BR,ĩ,BR159
8544,0.00234185485169286,æ,BR,ĩ,BR159
8545,0.0026392870233393696,ɑ,BR,ĩ,BR159
8549,0.00051405341800995,ʌ,BR,ĩ,BR159
8542,0.00289980103261764,oʊ,BR,ĩ,BR159
8543,0.006400670297443821,u,BR,ĩ,BR159
8548,0.0013398732844506801,ʊ,BR,ĩ,BR159
7001,0.7196415007114411,i,BR,ĩ,BR264
7007,0.10870648324489592,ɪ,BR,ĩ,BR264
7000,0.01009407341480251,eɪ,BR,ĩ,BR264
7006,0.018040031427517488,ɛ,BR,ĩ,BR264
7004,0.0038422365207224493,æ,BR,ĩ,BR264
7005,0.00286266857146979,ɑ,BR,ĩ,BR264
7009,0.005929863726487329,ʌ,BR,ĩ,BR264
7002,0.006769780296599441,oʊ,BR,ĩ,BR264
7003,0.10778554966673251,u,BR,ĩ,BR264
7008,0.01632783738896245,ʊ,BR,ĩ,BR264
