,language,vowel,file,probabilities,classification
1570,BR,i,BR132,0.21932134,i
1571,BR,i,BR132,0.6083812,ɪ
1572,BR,i,BR132,0.07501305,eɪ
1573,BR,i,BR132,0.09388093,ɛ
1574,BR,i,BR132,0.0031595377,æ
1575,BR,i,BR132,5.5264636e-06,ɑ
1576,BR,i,BR132,6.060174e-05,ʌ
1577,BR,i,BR132,4.248797e-05,oʊ
1578,BR,i,BR132,5.3972723e-05,u
1579,BR,i,BR132,8.1468956e-05,ʊ
4920,BR,i,BR329,3.7238493e-05,i
4921,BR,i,BR329,0.000207725,ɪ
4922,BR,i,BR329,0.85462636,eɪ
4923,BR,i,BR329,0.13407917,ɛ
4924,BR,i,BR329,0.0056767683,æ
4925,BR,i,BR329,2.2214415e-05,ɑ
4926,BR,i,BR329,0.003369538,ʌ
4927,BR,i,BR329,0.0017352309,oʊ
4928,BR,i,BR329,3.5594e-05,u
4929,BR,i,BR329,0.00021030192,ʊ
5820,BR,i,BR373,0.10363071,i
5821,BR,i,BR373,0.8898939,ɪ
5822,BR,i,BR373,0.0018869735,eɪ
5823,BR,i,BR373,0.0037747482,ɛ
5824,BR,i,BR373,8.282691e-05,æ
5825,BR,i,BR373,4.2587667e-06,ɑ
5826,BR,i,BR373,4.487186e-06,ʌ
5827,BR,i,BR373,2.9953194e-06,oʊ
5828,BR,i,BR373,5.9208178e-05,u
5829,BR,i,BR373,0.00065980764,ʊ
8220,BR,i,BR374,0.00056906353,i
8221,BR,i,BR374,0.0001465585,ɪ
8222,BR,i,BR374,0.15188913,eɪ
8223,BR,i,BR374,0.8417063,ɛ
8224,BR,i,BR374,0.0017800075,æ
8225,BR,i,BR374,4.7836827e-05,ɑ
8226,BR,i,BR374,0.00052842207,ʌ
8227,BR,i,BR374,0.0027945398,oʊ
8228,BR,i,BR374,1.8463012e-05,u
8229,BR,i,BR374,0.0005197219,ʊ
7040,BR,i,BR375,0.00087570806,i
7041,BR,i,BR375,0.00010622247,ɪ
7042,BR,i,BR375,0.36430016,eɪ
7043,BR,i,BR375,0.53092784,ɛ
7044,BR,i,BR375,0.09718614,æ
7045,BR,i,BR375,0.0005201081,ɑ
7046,BR,i,BR375,0.00072161393,ʌ
7047,BR,i,BR375,0.004272146,oʊ
7048,BR,i,BR375,2.8271841e-05,u
7049,BR,i,BR375,0.0010617351,ʊ
780,BR,i,BR452,0.086430535,i
781,BR,i,BR452,0.01954835,ɪ
782,BR,i,BR452,0.4545251,eɪ
783,BR,i,BR452,0.42196077,ɛ
784,BR,i,BR452,0.0131739,æ
785,BR,i,BR452,0.00012355438,ɑ
786,BR,i,BR452,0.001504282,ʌ
787,BR,i,BR452,0.0014282299,oʊ
788,BR,i,BR452,0.00061008916,u
789,BR,i,BR452,0.0006952993,ʊ
4270,BR,i,BR454,0.052224055,i
4271,BR,i,BR454,0.056354042,ɪ
4272,BR,i,BR454,0.5022168,eɪ
4273,BR,i,BR454,0.37378576,ɛ
4274,BR,i,BR454,0.00047336568,æ
4275,BR,i,BR454,5.141333e-05,ɑ
4276,BR,i,BR454,0.0051790937,ʌ
4277,BR,i,BR454,0.0051895357,oʊ
4278,BR,i,BR454,0.0009854354,u
4279,BR,i,BR454,0.0035404682,ʊ
380,BR,i,BR46,0.031353205,i
381,BR,i,BR46,0.0044278717,ɪ
382,BR,i,BR46,0.95393896,eɪ
383,BR,i,BR46,0.009365798,ɛ
384,BR,i,BR46,0.00080755743,æ
385,BR,i,BR46,2.7087963e-06,ɑ
386,BR,i,BR46,6.998027e-05,ʌ
387,BR,i,BR46,2.0390295e-05,oʊ
388,BR,i,BR46,1.15149705e-05,u
389,BR,i,BR46,2.215448e-06,ʊ
6090,BR,i,BR47,0.9092793,i
6091,BR,i,BR47,0.0648745,ɪ
6092,BR,i,BR47,0.010300409,eɪ
6093,BR,i,BR47,0.014595223,ɛ
6094,BR,i,BR47,0.00082849775,æ
6095,BR,i,BR47,9.859759e-06,ɑ
6096,BR,i,BR47,3.0399871e-05,ʌ
6097,BR,i,BR47,1.9559466e-05,oʊ
6098,BR,i,BR47,3.9818664e-05,u
6099,BR,i,BR47,2.2693532e-05,ʊ
5150,BR,i,BR496,0.011088614,i
5151,BR,i,BR496,0.056702357,ɪ
5152,BR,i,BR496,0.34476724,eɪ
5153,BR,i,BR496,0.5834341,ɛ
5154,BR,i,BR496,0.0005796951,æ
5155,BR,i,BR496,1.5597097e-05,ɑ
5156,BR,i,BR496,0.00022218666,ʌ
5157,BR,i,BR496,0.001069873,oʊ
5158,BR,i,BR496,0.0005092737,u
5159,BR,i,BR496,0.0016110766,ʊ
3500,BR,i,BR741,0.6921061,i
3501,BR,i,BR741,0.15991643,ɪ
3502,BR,i,BR741,0.13499232,eɪ
3503,BR,i,BR741,0.012089968,ɛ
3504,BR,i,BR741,0.00019503484,æ
3505,BR,i,BR741,6.866267e-06,ɑ
3506,BR,i,BR741,1.6333166e-05,ʌ
3507,BR,i,BR741,0.00021137261,oʊ
3508,BR,i,BR741,0.0004480224,u
3509,BR,i,BR741,1.7612998e-05,ʊ
7280,BR,i,BR742,0.99951494,i
7281,BR,i,BR742,4.827374e-06,ɪ
7282,BR,i,BR742,0.00047132155,eɪ
7283,BR,i,BR742,4.248199e-06,ɛ
7284,BR,i,BR742,8.504196e-07,æ
7285,BR,i,BR742,5.0864966e-09,ɑ
7286,BR,i,BR742,1.727369e-08,ʌ
7287,BR,i,BR742,6.056198e-07,oʊ
7288,BR,i,BR742,2.8472357e-06,u
7289,BR,i,BR742,1.9446769e-07,ʊ
6140,BR,i,BR757,0.22121134,i
6141,BR,i,BR757,0.0011105641,ɪ
6142,BR,i,BR757,0.7771624,eɪ
6143,BR,i,BR757,0.0004480243,ɛ
6144,BR,i,BR757,3.080455e-05,æ
6145,BR,i,BR757,2.2551e-07,ɑ
6146,BR,i,BR757,1.3899113e-05,ʌ
6147,BR,i,BR757,1.12647795e-05,oʊ
6148,BR,i,BR757,8.708466e-06,u
6149,BR,i,BR757,2.773388e-06,ʊ
