,language,vowel,file,probabilities,classification
7740,BR,i,BR132,0.090608135,i
7741,BR,i,BR132,0.74452406,ɪ
7742,BR,i,BR132,0.13371412,eɪ
7743,BR,i,BR132,0.027860856,ɛ
7744,BR,i,BR132,0.0030845848,æ
7745,BR,i,BR132,1.08379e-05,ɑ
7746,BR,i,BR132,2.5195799e-05,ʌ
7747,BR,i,BR132,8.535082e-05,oʊ
7748,BR,i,BR132,6.2230916e-05,u
7749,BR,i,BR132,2.4612138e-05,ʊ
4050,BR,i,BR329,6.63904e-05,i
4051,BR,i,BR329,9.056785e-05,ɪ
4052,BR,i,BR329,0.903403,eɪ
4053,BR,i,BR329,0.0664688,ɛ
4054,BR,i,BR329,0.017124865,æ
4055,BR,i,BR329,0.00013786367,ɑ
4056,BR,i,BR329,0.0010829928,ʌ
4057,BR,i,BR329,0.011464857,oʊ
4058,BR,i,BR329,7.97845e-05,u
4059,BR,i,BR329,8.1016195e-05,ʊ
7240,BR,i,BR373,0.04462218,i
7241,BR,i,BR373,0.40878806,ɪ
7242,BR,i,BR373,0.053989135,eɪ
7243,BR,i,BR373,0.47443405,ɛ
7244,BR,i,BR373,0.012111481,æ
7245,BR,i,BR373,0.0007957244,ɑ
7246,BR,i,BR373,0.00014766213,ʌ
7247,BR,i,BR373,0.00023487139,oʊ
7248,BR,i,BR373,0.0002714265,u
7249,BR,i,BR373,0.004605425,ʊ
2500,BR,i,BR374,0.00013963736,i
2501,BR,i,BR374,0.00020198418,ɪ
2502,BR,i,BR374,0.12773502,eɪ
2503,BR,i,BR374,0.8339544,ɛ
2504,BR,i,BR374,0.0016077504,æ
2505,BR,i,BR374,0.00012289904,ɑ
2506,BR,i,BR374,0.00040789475,ʌ
2507,BR,i,BR374,0.035076752,oʊ
2508,BR,i,BR374,0.00015192687,u
2509,BR,i,BR374,0.0006017266,ʊ
5560,BR,i,BR375,0.001263418,i
5561,BR,i,BR375,0.0001062059,ɪ
5562,BR,i,BR375,0.29545978,eɪ
5563,BR,i,BR375,0.5798254,ɛ
5564,BR,i,BR375,0.0798429,æ
5565,BR,i,BR375,0.0075961687,ɑ
5566,BR,i,BR375,0.0017661141,ʌ
5567,BR,i,BR375,0.03336076,oʊ
5568,BR,i,BR375,6.336428e-05,u
5569,BR,i,BR375,0.00071593036,ʊ
9160,BR,i,BR452,0.3202608,i
9161,BR,i,BR452,0.00986961,ɪ
9162,BR,i,BR452,0.59200525,eɪ
9163,BR,i,BR452,0.061085545,ɛ
9164,BR,i,BR452,0.010026869,æ
9165,BR,i,BR452,0.00020590269,ɑ
9166,BR,i,BR452,0.0005604535,ʌ
9167,BR,i,BR452,0.0035714828,oʊ
9168,BR,i,BR452,0.0022592526,u
9169,BR,i,BR452,0.0001548081,ʊ
6580,BR,i,BR454,0.022790449,i
6581,BR,i,BR454,0.019719878,ɪ
6582,BR,i,BR454,0.7508107,eɪ
6583,BR,i,BR454,0.18618566,ɛ
6584,BR,i,BR454,0.0010235256,æ
6585,BR,i,BR454,0.00022212435,ɑ
6586,BR,i,BR454,0.0022238814,ʌ
6587,BR,i,BR454,0.015043353,oʊ
6588,BR,i,BR454,0.0010143215,u
6589,BR,i,BR454,0.00096604275,ʊ
180,BR,i,BR46,0.9983558,i
