,language,vowel,file,probabilities,classification
1570,BR,i,BR132,0.34933683,i
1571,BR,i,BR132,0.38914296,ɪ
1572,BR,i,BR132,0.24844372,eɪ
1573,BR,i,BR132,0.011959488,ɛ
1574,BR,i,BR132,0.00095125876,æ
1575,BR,i,BR132,7.336911e-06,ɑ
1576,BR,i,BR132,1.2130531e-05,ʌ
1577,BR,i,BR132,7.774168e-05,oʊ
1578,BR,i,BR132,3.6597266e-05,u
1579,BR,i,BR132,3.1932395e-05,ʊ
4920,BR,i,BR329,3.309951e-05,i
4921,BR,i,BR329,6.567374e-05,ɪ
4922,BR,i,BR329,0.9404908,eɪ
4923,BR,i,BR329,0.055034593,ɛ
4924,BR,i,BR329,0.002726498,æ
4925,BR,i,BR329,1.0749117e-05,ɑ
4926,BR,i,BR329,0.00029772604,ʌ
4927,BR,i,BR329,0.0012599165,oʊ
4928,BR,i,BR329,1.930795e-05,u
4929,BR,i,BR329,6.154808e-05,ʊ
5820,BR,i,BR373,0.07439559,i
5821,BR,i,BR373,0.9218333,ɪ
5822,BR,i,BR373,0.0021088952,eɪ
5823,BR,i,BR373,0.0011106316,ɛ
5824,BR,i,BR373,3.401645e-05,æ
5825,BR,i,BR373,2.2524096e-06,ɑ
5826,BR,i,BR373,2.88827e-06,ʌ
5827,BR,i,BR373,3.811884e-06,oʊ
5828,BR,i,BR373,9.0766436e-05,u
5829,BR,i,BR373,0.0004178594,ʊ
8220,BR,i,BR374,0.0035029817,i
8221,BR,i,BR374,0.0006301234,ɪ
8222,BR,i,BR374,0.71775216,eɪ
8223,BR,i,BR374,0.26719138,ɛ
8224,BR,i,BR374,0.001592856,æ
8225,BR,i,BR374,5.986152e-05,ɑ
8226,BR,i,BR374,0.00015473917,ʌ
8227,BR,i,BR374,0.008457759,oʊ
8228,BR,i,BR374,5.7099347e-05,u
8229,BR,i,BR374,0.0006009745,ʊ
7040,BR,i,BR375,0.0018583026,i
7041,BR,i,BR375,0.00010160032,ɪ
7042,BR,i,BR375,0.83267546,eɪ
7043,BR,i,BR375,0.13867922,ɛ
7044,BR,i,BR375,0.020429958,æ
7045,BR,i,BR375,0.0003594577,ɑ
7046,BR,i,BR375,0.00010756051,ʌ
7047,BR,i,BR375,0.0052041095,oʊ
7048,BR,i,BR375,2.1769707e-05,u
7049,BR,i,BR375,0.0005624771,ʊ
780,BR,i,BR452,0.035338365,i
781,BR,i,BR452,0.0041581765,ɪ
