,0,classification,language,vowel,file
0,0.7798149406909942,i,BR,i,BR132
1,0.1277010396122932,ɪ,BR,i,BR132
2,0.05450588185340162,eɪ,BR,i,BR132
3,0.01890387572348113,ɛ,BR,i,BR132
4,0.00127949465531852,æ,BR,i,BR132
5,0.00076800084789278,ɑ,BR,i,BR132
6,0.0012566565594169798,ʌ,BR,i,BR132
7,0.0017045187822077,oʊ,BR,i,BR132
8,0.009200930222868858,u,BR,i,BR132
9,0.00486463375855232,ʊ,BR,i,BR132
10,0.01767888190224762,i,BR,i,BR329
11,0.8946157276630402,ɪ,BR,i,BR329
12,0.0097285690484568,eɪ,BR,i,BR329
13,0.030543191172182505,ɛ,BR,i,BR329
14,0.00092459694424173,æ,BR,i,BR329
15,0.0001232059588801122,ɑ,BR,i,BR329
16,0.0033176182769238402,ʌ,BR,i,BR329
17,0.0016113791498355103,oʊ,BR,i,BR329
18,0.007760267192497809,u,BR,i,BR329
19,0.033696565404534286,ʊ,BR,i,BR329
20,0.6838530004024506,i,BR,i,BR373
21,0.2254452019929886,ɪ,BR,i,BR373
22,0.028257616795599422,eɪ,BR,i,BR373
23,0.013326055346988091,ɛ,BR,i,BR373
24,0.00105048045879807,æ,BR,i,BR373
25,0.0004646167079044531,ɑ,BR,i,BR373
26,0.00622821220895273,ʌ,BR,i,BR373
27,0.00222225367615461,oʊ,BR,i,BR373
28,0.01927276868373152,u,BR,i,BR373
29,0.01987980725243682,ʊ,BR,i,BR373
30,0.152032507956028,i,BR,i,BR374
31,0.5813436806201935,ɪ,BR,i,BR374
32,0.018852842506021213,eɪ,BR,i,BR374
33,0.011671957885846452,ɛ,BR,i,BR374
34,0.0006476083326560448,æ,BR,i,BR374
35,0.0003471815885859269,ɑ,BR,i,BR374
36,0.012267651141155462,ʌ,BR,i,BR374
37,0.00500782457529561,oʊ,BR,i,BR374
38,0.1291273564100265,u,BR,i,BR374
39,0.08870140481740231,ʊ,BR,i,BR374
40,0.4093007057905197,i,BR,i,BR375
41,0.5223781287670135,ɪ,BR,i,BR375
42,0.0078844727016985,eɪ,BR,i,BR375
43,0.032626905106008,ɛ,BR,i,BR375
44,0.0011094471381511,æ,BR,i,BR375
45,0.00018892718217099455,ɑ,BR,i,BR375
46,0.00390146365389222,ʌ,BR,i,BR375
47,0.00065028903190972,oʊ,BR,i,BR375
48,0.008826515544205849,u,BR,i,BR375
49,0.01313315462321038,ʊ,BR,i,BR375
50,0.40524353086948395,i,BR,i,BR452
51,0.37708310037851334,ɪ,BR,i,BR452
52,0.0066911682486533505,eɪ,BR,i,BR452
53,0.046413555834442316,ɛ,BR,i,BR452
54,0.0006744870908732708,æ,BR,i,BR452
55,0.0008934664649131879,ɑ,BR,i,BR452
56,0.027876926050521382,ʌ,BR,i,BR452
57,0.0026870043366215603,oʊ,BR,i,BR452
58,0.08425336256623266,u,BR,i,BR452
59,0.04818343371152872,ʊ,BR,i,BR452
60,0.24406879097223283,i,BR,i,BR454
61,0.33270282447338106,ɪ,BR,i,BR454
62,0.02570464955642816,eɪ,BR,i,BR454
63,0.07562297675758596,ɛ,BR,i,BR454
64,0.02450593693065451,æ,BR,i,BR454
65,0.006676660990342439,ɑ,BR,i,BR454
66,0.07022168841212985,ʌ,BR,i,BR454
67,0.03368473956361409,oʊ,BR,i,BR454
68,0.11948552429676051,u,BR,i,BR454
69,0.06732622385025021,ʊ,BR,i,BR454
70,0.26459347754716867,i,BR,i,BR46
71,0.24195912927389146,ɪ,BR,i,BR46
72,0.06477260068058965,eɪ,BR,i,BR46
73,0.14405426532030102,ɛ,BR,i,BR46
74,0.0024559777695685203,æ,BR,i,BR46
75,0.0002559093351009772,ɑ,BR,i,BR46
76,0.012303752917796338,ʌ,BR,i,BR46
77,0.01238229013979431,oʊ,BR,i,BR46
78,0.16822332888841626,u,BR,i,BR46
79,0.0889992870390415,ʊ,BR,i,BR46
80,0.7847972750663758,i,BR,i,BR47
81,0.10569405630230902,ɪ,BR,i,BR47
82,0.06881449595093722,eɪ,BR,i,BR47
83,0.014106103917583778,ɛ,BR,i,BR47
84,0.00256060280662492,æ,BR,i,BR47
85,0.0005031681903346456,ɑ,BR,i,BR47
86,0.0023613045690580696,ʌ,BR,i,BR47
87,0.00170163815491827,oʊ,BR,i,BR47
88,0.01202846625819797,u,BR,i,BR47
89,0.00743286185897882,ʊ,BR,i,BR47
90,0.02328380867838855,i,BR,i,BR496
91,0.05436734389513729,ɪ,BR,i,BR496
92,0.00078936873760536,eɪ,BR,i,BR496
93,0.00756061819847668,ɛ,BR,i,BR496
94,0.0008034714963286562,æ,BR,i,BR496
95,0.0008074361947364601,ɑ,BR,i,BR496
96,0.0119613298447802,ʌ,BR,i,BR496
97,0.01831113742664451,oʊ,BR,i,BR496
98,0.6250868439674377,u,BR,i,BR496
99,0.2570286929607391,ʊ,BR,i,BR496
100,0.6075321793556213,i,BR,i,BR741
101,0.15605970621109005,ɪ,BR,i,BR741
102,0.01230281032621854,eɪ,BR,i,BR741
103,0.02071320163086051,ɛ,BR,i,BR741
104,0.0002958232107630182,æ,BR,i,BR741
105,8.864831916068896e-05,ɑ,BR,i,BR741
106,0.006327186751877839,ʌ,BR,i,BR741
107,0.0057830832549370294,oʊ,BR,i,BR741
108,0.12575838714838025,u,BR,i,BR741
109,0.0651389697566628,ʊ,BR,i,BR741
110,0.8326611995697022,i,BR,i,BR742
111,0.06650014407932754,ɪ,BR,i,BR742
112,0.08780153170227999,eɪ,BR,i,BR742
113,0.00653425808995957,ɛ,BR,i,BR742
114,0.000695828038442382,æ,BR,i,BR742
115,9.490497795921311e-05,ɑ,BR,i,BR742
116,0.0009234956494764898,ʌ,BR,i,BR742
117,0.0004576211795210399,oʊ,BR,i,BR742
118,0.0025324041722342,u,BR,i,BR742
119,0.0017986332532017903,ʊ,BR,i,BR742
120,0.8427372872829437,i,BR,i,BR757
121,0.026716510206460913,ɪ,BR,i,BR757
122,0.12504162341356276,eɪ,BR,i,BR757
123,0.0023134400020352803,ɛ,BR,i,BR757
124,0.00017692284854999046,æ,BR,i,BR757
125,2.0502970346569783e-05,ɑ,BR,i,BR757
126,0.00017230259691128,ʌ,BR,i,BR757
127,0.00021812037011835998,oʊ,BR,i,BR757
128,0.00188234826782712,u,BR,i,BR757
129,0.0007209216157206599,ʊ,BR,i,BR757
130,0.7065910577774048,i,BR,i,BR796
131,0.117805490642786,ɪ,BR,i,BR796
132,0.07473106533288952,eɪ,BR,i,BR796
133,0.025563802570104554,ɛ,BR,i,BR796
134,0.0032879122023586602,æ,BR,i,BR796
135,0.000763409012870349,ɑ,BR,i,BR796
136,0.00564926861552517,ʌ,BR,i,BR796
137,0.012025705410633192,oʊ,BR,i,BR796
138,0.03100031167268749,u,BR,i,BR796
139,0.02258196026086803,ʊ,BR,i,BR796
140,0.9395042717456817,i,BR,i,BR99
141,0.010193493962287869,ɪ,BR,i,BR99
142,0.04460242483764881,eɪ,BR,i,BR99
143,0.00401444716844704,ɛ,BR,i,BR99
144,0.0003671176367788155,æ,BR,i,BR99
145,6.838697372585187e-05,ɑ,BR,i,BR99
146,0.00011162402479383518,ʌ,BR,i,BR99
147,0.00033078670676326,oʊ,BR,i,BR99
148,0.00059011834673578,u,BR,i,BR99
149,0.00021732911554859998,ʊ,BR,i,BR99
150,0.8421037673950196,i,BR,i,BR992
151,0.06867256462574002,ɪ,BR,i,BR992
152,0.059331064298748924,eɪ,BR,i,BR992
153,0.0069430561270564396,ɛ,BR,i,BR992
154,0.0009106350567889901,æ,BR,i,BR992
